 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.865435	0.073935	0.0150569	0.00899308	0.00611747	0.00584299	0.00581747	0.00606905	0.0127328
ò	0.311846	0.269813	0.0742394	0.0212643	0.00915122	0.00553862	0.018783	0.0424299	0.246935
t	0.142812	0.70018	0.0715069	0.0234213	0.00424998	0.00376876	0.00714017	0.0176367	0.0292843
t	0.161125	0.517153	0.172694	0.056774	0.0157457	0.0149568	0.0141994	0.0313928	0.0159596
i	0.0667416	0.337852	0.310759	0.117217	0.0274845	0.0235791	0.0366312	0.048808	0.030928
è	0.0766162	0.476655	0.170481	0.0778768	0.0211959	0.0257136	0.0258457	0.0509822	0.0746343
t	0.0558505	0.433327	0.341904	0.0646503	0.0190457	0.021224	0.0122819	0.0220877	0.0296294
t	0.0383896	0.229946	0.390376	0.137311	0.0416204	0.0271969	0.0128799	0.0445883	0.0776915
a	0.0523041	0.179596	0.327586	0.168158	0.0613793	0.0464485	0.0380889	0.0533889	0.0730503
s	0.0461659	0.166945	0.491052	0.0849699	0.0272435	0.0351615	0.0213237	0.0408677	0.0862709
e	0.0278921	0.0426823	0.402791	0.231582	0.0817967	0.0491553	0.0189523	0.0463776	0.0987707
o	0.0418839	0.111869	0.492691	0.130772	0.0306444	0.0305579	0.020507	0.0436171	0.0974581
G	0.0297473	0.0402025	0.332904	0.355097	0.0852413	0.0531692	0.0162095	0.0338575	0.0535724
i	0.0173663	0.0405234	0.350664	0.229197	0.0646733	0.0369459	0.0338674	0.127188	0.0995758
o	0.0572918	0.102206	0.476086	0.0926397	0.025902	0.0283961	0.034184	0.061083	0.122212
v	0.0431523	0.058915	0.387743	0.243465	0.0569998	0.0547756	0.0218445	0.047968	0.085137
à	0.011107	0.0421447	0.273888	0.300349	0.131651	0.0405323	0.0291035	0.101011	0.0702136
n	0.0292823	0.0895053	0.424008	0.259756	0.0665306	0.0412857	0.0150708	0.0183733	0.056188
n	0.0249379	0.116352	0.249765	0.272739	0.0751237	0.0571335	0.00954742	0.0270225	0.167378
i	0.0183853	0.0290334	0.170641	0.369721	0.10512	0.103576	0.0448526	0.0529876	0.105683
e	0.0137133	0.0224506	0.151558	0.408667	0.175241	0.11575	0.0156582	0.0319294	0.0650334
A	0.0130261	0.0154515	0.061989	0.272077	0.285307	0.209306	0.0258568	0.0330638	0.0839228
n	0.00881369	0.0235882	0.098612	0.239987	0.257397	0.180355	0.044054	0.0153386	0.131855
n	0.00809452	0.0229977	0.105004	0.205088	0.215832	0.16148	0.0576248	0.0668858	0.156994
a	0.0123896	0.0139556	0.0408611	0.20453	0.195078	0.180228	0.0751753	0.118715	0.159067
ì	0.00789627	0.00948113	0.03153	0.122403	0.21151	0.307354	0.107097	0.0843431	0.118385
s	0.00570863	0.0141192	0.0634462	0.176742	0.247293	0.248765	0.109168	0.0325809	0.102176
t	0.00502913	0.00829463	0.105246	0.22689	0.211872	0.181592	0.0659466	0.0895258	0.105604
i	0.00827567	0.013899	0.0472629	0.126632	0.149439	0.185095	0.214857	0.0724274	0.182113
g	0.0064512	0.0119094	0.0299168	0.0684644	0.128781	0.23624	0.247731	0.10898	0.161526
g	0.00554196	0.00837412	0.0414526	0.0885294	0.173815	0.139618	0.188299	0.138476	0.215894
h	0.0124367	0.0128756	0.0192812	0.0544708	0.127511	0.187013	0.153791	0.181066	0.251554
e	0.00595712	0.00809431	0.0212052	0.0510299	0.100904	0.129657	0.256139	0.163471	0.263543
c	0.00485473	0.0049471	0.0100967	0.0280814	0.0501559	0.0958163	0.201884	0.263754	0.34041
è	0.00280164	0.00391115	0.0230051	0.0528366	0.0731135	0.0672378	0.12214	0.502472	0.152482
p	0.00385038	0.00693928	0.0289254	0.0550864	0.0919973	0.147129	0.207031	0.263181	0.19586
l	0.00346772	0.00531288	0.0218332	0.0749037	0.116408	0.107875	0.121624	0.294845	0.253731
o	0.013286	0.0136759	0.0183537	0.0337696	0.0661926	0.0869334	0.282999	0.178273	0.306516
n	0.00710938	0.00579599	0.00925762	0.0163443	0.0298219	0.0441263	0.15392	0.270837	0.462788
n	0.00264177	0.00245049	0.00677483	0.0103713	0.0353002	0.0512747	0.187045	0.373596	0.330546
e	0.00471513	0.00445578	0.00526941	0.00749749	0.0152482	0.0206359	0.165974	0.31375	0.462454
</S>	0.0082076	0.00616007	0.00866689	0.00900474	0.0156893	0.0311338	0.131482	0.432894	0.356762
