 	le	melanzane	vogliono	ee	girate	</S>
t	0.97455	0.0117389	0.00278763	0.00248898	0.00269898	0.00573569
e	0.734642	0.140186	0.0082092	0.0125458	0.0414402	0.0629766
s	0.46976	0.248391	0.031695	0.0195275	0.118388	0.112238
m	0.110506	0.589074	0.0118756	0.0058136	0.0248406	0.25789
a	0.0976421	0.75489	0.0269552	0.00513329	0.0235172	0.0918618
r	0.268441	0.335329	0.0259218	0.0283557	0.0903029	0.25165
a	0.107846	0.678219	0.0477949	0.00620239	0.0199095	0.140028
n	0.0936052	0.620358	0.0291022	0.0105633	0.0428722	0.203499
g	0.064847	0.497391	0.226874	0.00926594	0.0547124	0.146909
i	0.111128	0.571351	0.0833776	0.0265276	0.0572997	0.150316
à	0.138364	0.231539	0.115447	0.0142965	0.0518617	0.448492
n	0.128834	0.31881	0.335788	0.0661208	0.0270177	0.12343
e	0.0424371	0.196483	0.232371	0.183181	0.0700807	0.275447
t	0.220366	0.254387	0.120405	0.0967243	0.0931054	0.215012
è	0.0599771	0.0728412	0.16598	0.197111	0.062191	0.4419
l	0.0721057	0.180935	0.256336	0.263269	0.0387035	0.188651
u	0.0166184	0.0495702	0.105793	0.228815	0.117739	0.481464
n	0.0856783	0.0897501	0.0751076	0.131406	0.141505	0.476553
e	0.014552	0.0537812	0.206157	0.208655	0.0727074	0.444147
e	0.0491631	0.0413586	0.0406632	0.135271	0.167312	0.566232
e	0.0349966	0.0361939	0.0390709	0.299495	0.157646	0.432597
v	0.0308918	0.0285814	0.0320364	0.296572	0.148415	0.463503
o	0.00632925	0.028538	0.101537	0.319671	0.398505	0.14542
t	0.0269488	0.0337984	0.0338275	0.0661982	0.371542	0.467685
i	0.00691575	0.00833432	0.0182423	0.220313	0.473294	0.2729
m	0.016727	0.0140971	0.0146159	0.0421353	0.608306	0.304119
m	0.00917463	0.0806904	0.161194	0.316634	0.288669	0.143639
è	0.00432374	0.0173737	0.0502982	0.175692	0.519448	0.232864
n	0.00668277	0.00792736	0.0116003	0.0382621	0.625417	0.31011
e	0.0132841	0.0126652	0.0151928	0.0846017	0.488771	0.385485
</S>	0.00522087	0.00472288	0.00538195	0.0462574	0.714628	0.223789
