 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.872572	0.0596075	0.0203035	0.00949468	0.00565003	0.00522888	0.00516615	0.00516378	0.00564125	0.0111725
t	0.509391	0.122778	0.0785155	0.0542585	0.0507318	0.0327046	0.0414935	0.0374269	0.0363638	0.0363364
s	0.381252	0.217977	0.125294	0.0693325	0.0416575	0.0226387	0.0187422	0.0195174	0.048914	0.0546743
e	0.136968	0.273003	0.176868	0.110151	0.0646224	0.0368707	0.0290939	0.0388198	0.0690144	0.064589
r	0.0887348	0.377688	0.105807	0.0891864	0.0800545	0.0474335	0.0251233	0.0284117	0.0644282	0.0931334
e	0.0362191	0.279634	0.259247	0.054393	0.0546146	0.0482506	0.0197286	0.0160004	0.0535204	0.178392
k	0.0452664	0.397927	0.214527	0.0401029	0.0488076	0.0448131	0.0189016	0.0169206	0.0472519	0.125482
a	0.0244898	0.204238	0.475045	0.0778838	0.0332868	0.0216048	0.0134406	0.0186531	0.0503022	0.0810559
k	0.0354673	0.270405	0.318689	0.039384	0.0434816	0.0425562	0.0191814	0.017618	0.0514409	0.161777
à	0.0244932	0.207497	0.46462	0.097086	0.035252	0.022868	0.0165391	0.0182905	0.0481083	0.0652458
n	0.0389405	0.293999	0.401429	0.0799073	0.044443	0.0429164	0.02302	0.00916208	0.0137674	0.0524157
n	0.0392074	0.204945	0.392823	0.119842	0.0861821	0.0538187	0.0085666	0.00772936	0.0188224	0.0680636
i	0.0199593	0.0587722	0.346328	0.198298	0.159758	0.0956772	0.016181	0.0247122	0.0185171	0.0617982
t	0.0167328	0.0426862	0.215806	0.41923	0.127705	0.0978503	0.0145537	0.00794526	0.025821	0.0316703
s	0.0175668	0.0252415	0.12343	0.340738	0.190428	0.104513	0.0296793	0.0145885	0.0256489	0.128167
ì	0.0122635	0.0282129	0.0981406	0.325861	0.186955	0.152877	0.0309946	0.0185744	0.024724	0.121397
c	0.00930866	0.0341534	0.0986915	0.341198	0.215053	0.199481	0.0237043	0.0100107	0.00742043	0.0609794
h	0.0100353	0.0585379	0.178683	0.172752	0.193391	0.14502	0.0462012	0.0490126	0.0411178	0.105249
r	0.0152198	0.0265327	0.0657478	0.225692	0.271828	0.134607	0.07794	0.0511808	0.0349587	0.0962935
a	0.00678668	0.00923519	0.0259594	0.145023	0.310744	0.235479	0.130653	0.0273669	0.0218047	0.0869478
c	0.00898891	0.0113138	0.0245153	0.111225	0.304775	0.235266	0.126566	0.0336593	0.0219145	0.121776
e	0.00525797	0.0181076	0.0939323	0.101721	0.144646	0.0948438	0.0867781	0.27357	0.0911094	0.0900339
e	0.0110091	0.0164597	0.0370688	0.0655312	0.175555	0.238973	0.127306	0.0672387	0.0391041	0.221755
n	0.0068038	0.00894019	0.0191919	0.0624931	0.172483	0.188019	0.174283	0.143475	0.0428513	0.181459
ì	0.00525415	0.0179556	0.0684875	0.0853503	0.129706	0.0820424	0.110754	0.320077	0.050714	0.129659
c	0.00452638	0.0112713	0.0199937	0.0759177	0.157292	0.240367	0.174028	0.127656	0.037631	0.151316
h	0.00535129	0.0161031	0.0875125	0.0936956	0.11324	0.0911002	0.0996437	0.158591	0.235726	0.0990363
e	0.0157207	0.0226523	0.0291078	0.0663914	0.0938776	0.150726	0.115375	0.177336	0.0820521	0.24676
n	0.00783168	0.00656578	0.00772263	0.0250005	0.0348423	0.0528819	0.0631446	0.159478	0.179598	0.462935
a	0.00391841	0.00641801	0.0128752	0.0472586	0.0730843	0.0598598	0.0985312	0.39589	0.12892	0.173245
n	0.0066072	0.00636438	0.00971618	0.0123474	0.0263632	0.0308388	0.0623016	0.194696	0.289802	0.360964
a	0.00230407	0.00473605	0.0154188	0.0372606	0.0615298	0.039935	0.0816854	0.356143	0.274981	0.126006
t	0.0044574	0.00457637	0.008379	0.00904949	0.0168627	0.0165355	0.0365513	0.119964	0.543962	0.239662
è	0.00171203	0.00214567	0.00426304	0.0148932	0.0441527	0.0413599	0.0623705	0.231696	0.471332	0.126076
t	0.000710271	0.00113986	0.00236457	0.00466602	0.00767032	0.0106051	0.0134215	0.0315275	0.80502	0.122875
s	0.00122685	0.00158196	0.00332643	0.0109209	0.0310639	0.0328102	0.0479127	0.106397	0.647216	0.117544
i	0.00142405	0.00162303	0.00318606	0.00532293	0.0110137	0.00879874	0.0163342	0.0627703	0.778117	0.11141
</S>	0.0016429	0.00101046	0.00148684	0.00271455	0.00364367	0.00307496	0.0105148	0.0365337	0.799409	0.139969
