 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.9169	0.0431004	0.0256196	0.00274615	0.00191607	0.00189401	0.00186341	0.0019869	0.0039737
e	0.532729	0.277829	0.0525604	0.0140243	0.0104199	0.0100056	0.0219985	0.0466488	0.0337854
t	0.288979	0.472024	0.0573157	0.0449138	0.0168632	0.0155184	0.017846	0.0516267	0.0349131
i	0.115552	0.262664	0.12197	0.0286576	0.0225814	0.00927561	0.0278375	0.182864	0.228598
p	0.177479	0.533769	0.067131	0.050917	0.0179429	0.0124275	0.0167365	0.058634	0.0649633
à	0.0589829	0.194082	0.183251	0.064812	0.0304119	0.0237921	0.0425117	0.214028	0.188128
s	0.103283	0.704845	0.134098	0.0107157	0.00534711	0.0030443	0.00545292	0.0126694	0.0205445
t	0.0529859	0.217389	0.354465	0.143251	0.0543603	0.0179268	0.0171185	0.0453026	0.0972015
a	0.0478485	0.136083	0.378038	0.213077	0.0763693	0.0222014	0.0243226	0.0500538	0.0520063
ì	0.0468814	0.152188	0.375661	0.132746	0.0487395	0.0196888	0.0197148	0.0546949	0.149685
t	0.0376156	0.119578	0.377606	0.252914	0.0526145	0.0269842	0.011566	0.0270394	0.0940824
e	0.0156544	0.0313146	0.142888	0.370842	0.144728	0.0554038	0.00976703	0.0375937	0.191809
l	0.0311614	0.0680493	0.159679	0.396884	0.10009	0.0374882	0.0136949	0.0379392	0.155014
e	0.00753282	0.0107935	0.0462432	0.179303	0.309069	0.121508	0.0314449	0.0711431	0.222962
à	0.0217892	0.0337224	0.0693196	0.250901	0.270986	0.0794879	0.0135795	0.0511384	0.209076
l	0.0100349	0.0185856	0.063805	0.213635	0.353603	0.146559	0.0109095	0.0264864	0.156382
a	0.00500987	0.00984176	0.0448197	0.134418	0.252623	0.17153	0.0845621	0.12118	0.176016
t	0.0109325	0.0128005	0.0201971	0.0669435	0.258985	0.306414	0.0144997	0.0780305	0.231197
o	0.00690134	0.00741973	0.0171267	0.0509009	0.198421	0.27843	0.0785012	0.113246	0.249052
n	0.00883255	0.0100391	0.0140977	0.0385868	0.102545	0.291143	0.0491135	0.186592	0.29905
ì	0.00338276	0.00502574	0.0154247	0.0561879	0.167246	0.139683	0.345605	0.139298	0.128147
c	0.00573815	0.00789701	0.0280825	0.0715339	0.140402	0.33371	0.0686344	0.142705	0.201297
h	0.00373351	0.00961951	0.0197526	0.113621	0.171185	0.167734	0.203204	0.187294	0.123857
a	0.0169118	0.025339	0.0617973	0.0701652	0.109435	0.18751	0.124475	0.0662074	0.33816
v	0.00938874	0.0071409	0.0169658	0.0200852	0.0431776	0.0781846	0.154739	0.265798	0.40452
à	0.00326214	0.00285402	0.00504037	0.00781286	0.0271952	0.0802124	0.483232	0.232503	0.157889
l	0.00215712	0.00241531	0.00435131	0.0126297	0.0246363	0.0542453	0.0964623	0.580504	0.222599
o	0.00298646	0.00326604	0.00953949	0.0160396	0.0727534	0.0785827	0.411252	0.225073	0.180507
n	0.0082148	0.0052155	0.00649023	0.00758732	0.0148884	0.0171811	0.0868279	0.484999	0.368596
t	0.00224002	0.00167983	0.00503026	0.00600516	0.0230633	0.041679	0.513271	0.235455	0.171577
a	0.006643	0.0042259	0.00534034	0.00481044	0.0096465	0.0121489	0.246477	0.433347	0.277361
</S>	0.00714093	0.00575441	0.00696937	0.00570885	0.0106561	0.0119849	0.122569	0.590781	0.238436
