 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.956856	0.0175851	0.00796627	0.00415503	0.00185261	0.00167232	0.0013746	0.0013765	0.00138131	0.00138963	0.00142033	0.00297015
n	0.564345	0.253603	0.0352848	0.0186077	0.0119357	0.00504351	0.0102504	0.00904334	0.0103851	0.030853	0.0200422	0.0306061
è	0.186938	0.393614	0.104427	0.0270265	0.0209931	0.012138	0.0300572	0.00883798	0.010563	0.0348427	0.0506972	0.119866
r	0.320966	0.324767	0.104857	0.0689814	0.0408491	0.0172455	0.00869325	0.00770653	0.0111769	0.0202388	0.0425133	0.0320049
t	0.369454	0.179084	0.167154	0.0526019	0.0431983	0.0301214	0.0250995	0.0151664	0.0180907	0.0229002	0.0282487	0.0488816
i	0.201952	0.108967	0.255059	0.0978832	0.0741294	0.0463266	0.0311429	0.0224923	0.0264553	0.0549675	0.0479474	0.0326768
n	0.0825202	0.261013	0.273037	0.065615	0.0470822	0.0439289	0.0389917	0.0178804	0.0229515	0.0370002	0.0510838	0.0588964
è	0.031348	0.158442	0.422122	0.114253	0.119184	0.0322891	0.0203504	0.00957281	0.00785605	0.0238864	0.0154175	0.0452791
s	0.11295	0.250744	0.386573	0.073947	0.0403573	0.0356547	0.0281865	0.0122062	0.00855125	0.00852668	0.013647	0.0286564
s	0.0201642	0.102786	0.375428	0.181237	0.164074	0.0822073	0.0262794	0.0110428	0.0069029	0.00952145	0.00965287	0.0107039
u	0.0158763	0.0575818	0.350342	0.220167	0.162206	0.112141	0.0251428	0.0106258	0.00690012	0.0134992	0.0143094	0.0112077
m	0.0263696	0.0927943	0.410014	0.179392	0.0870683	0.0527961	0.0379566	0.0151051	0.010977	0.0157536	0.0215166	0.0502561
u	0.0171974	0.0183057	0.0354504	0.067801	0.094656	0.158084	0.0685103	0.0799989	0.0199468	0.0231659	0.0603466	0.356537
k	0.0170833	0.0253649	0.155436	0.275817	0.240927	0.1477	0.0351851	0.0208085	0.00982711	0.0146884	0.014542	0.0426206
u	0.00853316	0.0205189	0.0752759	0.144373	0.201896	0.145238	0.0780568	0.109011	0.0145787	0.022088	0.0252537	0.155176
à	0.015257	0.0189486	0.0975875	0.230432	0.265195	0.174941	0.0442113	0.0400788	0.0130893	0.0143401	0.0168675	0.0690511
i	0.00723866	0.0108706	0.0946758	0.250652	0.262534	0.211043	0.03396	0.0517839	0.0152279	0.00558122	0.00733905	0.0490939
s	0.0122642	0.0136398	0.0523697	0.161019	0.260123	0.18167	0.0875239	0.110841	0.0232754	0.0116245	0.0114968	0.0741522
à	0.0088828	0.00963963	0.0236745	0.0707439	0.137608	0.0987407	0.164909	0.196294	0.0372495	0.0250049	0.025826	0.201427
m	0.00670123	0.00780876	0.0413425	0.132151	0.16931	0.188369	0.143092	0.146555	0.0370597	0.0107497	0.0149022	0.101959
b	0.00408242	0.0207479	0.0647564	0.0912557	0.145665	0.0832409	0.142085	0.171883	0.0562374	0.0504776	0.0371176	0.13245
a	0.00565525	0.0171933	0.0570013	0.08285	0.188814	0.16107	0.114128	0.19239	0.0785783	0.04742	0.0180654	0.0368347
v	0.00482726	0.00552238	0.0179588	0.0338174	0.0668394	0.0679198	0.256092	0.225504	0.174378	0.0337706	0.018297	0.0950722
ò	0.00460453	0.0058486	0.0124347	0.0190982	0.024451	0.04004	0.112161	0.0865359	0.142425	0.261596	0.0991477	0.191657
r	0.00368785	0.00468112	0.0289842	0.0458407	0.064232	0.0893417	0.211829	0.180948	0.173762	0.0653526	0.0274665	0.103875
a	0.00421448	0.00552947	0.0186607	0.027616	0.0512939	0.0513416	0.211647	0.180867	0.194585	0.0869819	0.0226505	0.144612
s	0.00531095	0.00542109	0.0161637	0.0208947	0.0262577	0.0276793	0.188235	0.0983411	0.240332	0.157746	0.0731191	0.1405
o	0.00374342	0.00439643	0.0143761	0.023639	0.0397278	0.0396434	0.187409	0.152016	0.184406	0.155782	0.0479637	0.146897
t	0.00514454	0.00521098	0.0120301	0.0151386	0.0202594	0.0147162	0.126958	0.0623256	0.220461	0.244677	0.0916511	0.181428
s	0.00251721	0.00300893	0.0115587	0.019091	0.0332702	0.0344633	0.139685	0.11687	0.147863	0.205123	0.165234	0.121316
o	0.00414475	0.00447357	0.0130298	0.0222121	0.0278098	0.018354	0.0937089	0.0672713	0.227954	0.281195	0.0912555	0.148591
m	0.0029643	0.0029955	0.00594923	0.00781096	0.0103548	0.00624808	0.0441577	0.0253704	0.119318	0.296192	0.300748	0.177891
ì	0.0018337	0.00544752	0.0119135	0.0174872	0.0466246	0.0355101	0.0926854	0.0884705	0.0769454	0.343015	0.202506	0.0775611
n	0.000890906	0.00107601	0.00599961	0.00909955	0.00979838	0.00757361	0.0173687	0.0149776	0.0508336	0.153649	0.563426	0.165308
a	0.00217079	0.0031856	0.00686758	0.00876853	0.00922779	0.00910773	0.0215963	0.0161737	0.0532691	0.290896	0.31406	0.264676
f	0.00669039	0.00549574	0.00608668	0.00834992	0.00783047	0.00571147	0.0196389	0.0140518	0.0358377	0.2659	0.368402	0.256004
è	0.000723613	0.00106236	0.00348348	0.00570249	0.013775	0.0124131	0.0423439	0.037913	0.0579765	0.292503	0.430668	0.101436
r	0.00161874	0.00163639	0.00441476	0.00523045	0.00625527	0.00403844	0.0171563	0.010769	0.0384663	0.0907943	0.653849	0.165771
