 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.863204	0.0781412	0.0143945	0.0078697	0.00608318	0.00584412	0.00586385	0.00595089	0.0126486
ò	0.301125	0.27331	0.0706343	0.0185392	0.006688	0.0054849	0.0134768	0.0463829	0.264359
t	0.139572	0.707398	0.066011	0.0216041	0.00443184	0.00481981	0.00468424	0.0152061	0.0362729
t	0.146484	0.566348	0.155235	0.0456435	0.0146422	0.014081	0.0144858	0.0265909	0.0164899
e	0.0673952	0.356801	0.308968	0.10231	0.0242738	0.0219889	0.0408441	0.0475465	0.029873
è	0.0770286	0.475102	0.170247	0.0795821	0.0227585	0.0232026	0.0287874	0.0515851	0.0717064
s	0.0555159	0.432186	0.345441	0.0652319	0.0177981	0.0144305	0.0125488	0.0212628	0.0355854
t	0.0391028	0.260378	0.423118	0.120208	0.024375	0.0148999	0.0146364	0.0315565	0.071725
a	0.0530556	0.177424	0.345463	0.189037	0.0467635	0.0264005	0.0421106	0.0568717	0.0628745
s	0.046203	0.167915	0.514283	0.0858184	0.024706	0.0203631	0.019394	0.040522	0.0807955
e	0.0299469	0.046875	0.443331	0.23079	0.0623013	0.029189	0.0200822	0.0324217	0.105063
o	0.0426682	0.117752	0.506298	0.125027	0.0265132	0.0231538	0.0123273	0.0423983	0.103863
G	0.0312494	0.0438842	0.356079	0.372074	0.0657188	0.0323618	0.0152932	0.0211316	0.0622086
i	0.0194155	0.0436154	0.403643	0.256163	0.0566469	0.0358917	0.0261779	0.0544382	0.104008
u	0.0561349	0.106184	0.480133	0.0866453	0.0221351	0.0204022	0.0215447	0.0517127	0.155108
v	0.0416568	0.0597598	0.390919	0.262815	0.0537754	0.0364503	0.0181781	0.0292959	0.10715
à	0.0127603	0.0505164	0.338325	0.33068	0.096401	0.0338632	0.0297367	0.0429787	0.0647388
n	0.0282765	0.0863339	0.431714	0.283146	0.0555234	0.0264447	0.0112304	0.0160906	0.0612402
n	0.0276404	0.120603	0.269361	0.28514	0.0669269	0.0253123	0.0274263	0.0195702	0.15802
i	0.0197023	0.0317368	0.169508	0.386553	0.100098	0.0572642	0.0698044	0.0396749	0.125658
t	0.0145278	0.0244589	0.15389	0.471513	0.178153	0.0430314	0.0274318	0.0330632	0.0539307
i	0.0124964	0.014531	0.0589344	0.319593	0.189086	0.109281	0.0443401	0.0456119	0.206126
n	0.0192975	0.0372508	0.105864	0.266873	0.255731	0.105389	0.0357063	0.0523911	0.121497
A	0.00736975	0.0140175	0.091341	0.18121	0.256264	0.182373	0.119831	0.0333401	0.114254
n	0.0107639	0.0314918	0.139417	0.33065	0.274771	0.0735472	0.0279914	0.0126378	0.0987299
n	0.0148541	0.0308419	0.134466	0.253756	0.204477	0.114455	0.044622	0.0374509	0.165077
a	0.0141033	0.0197643	0.0616082	0.227	0.24956	0.152562	0.0640257	0.0534864	0.157891
ì	0.00758058	0.00964165	0.0341581	0.130664	0.283061	0.279639	0.0693546	0.0699155	0.115986
s	0.00620202	0.0161622	0.0649304	0.158575	0.269894	0.223521	0.129778	0.0394105	0.0915278
t	0.00529273	0.00922879	0.104798	0.239346	0.232136	0.161244	0.0610934	0.0553238	0.131538
i	0.00874674	0.0187166	0.0482888	0.11426	0.175231	0.154833	0.173263	0.0652506	0.24141
n	0.00619345	0.0127001	0.0265754	0.0539397	0.137859	0.234635	0.208372	0.143784	0.175942
e	0.00582069	0.00855826	0.0348792	0.0914004	0.196113	0.23691	0.252481	0.0480768	0.125761
a	0.010516	0.0149626	0.0333777	0.0527422	0.102201	0.199908	0.152652	0.165162	0.268478
n	0.00580952	0.00667861	0.0188388	0.0561758	0.109931	0.165015	0.22528	0.164256	0.248014
k	0.00404144	0.00625477	0.04122	0.0816678	0.161338	0.198117	0.309855	0.0963431	0.101163
ò	0.00799304	0.00840655	0.0134803	0.0404179	0.122828	0.220065	0.204198	0.119062	0.26355
r	0.00497702	0.00987734	0.0381733	0.065536	0.106527	0.156661	0.230851	0.174186	0.213211
a	0.0143967	0.0186316	0.0396663	0.0687442	0.123669	0.150055	0.111542	0.128587	0.344708
m	0.00825249	0.00664297	0.012793	0.0205365	0.0293511	0.0586075	0.129354	0.256297	0.478166
a	0.00636198	0.00812083	0.0316092	0.0936775	0.177648	0.21428	0.313524	0.057493	0.0972855
r	0.00647384	0.00700851	0.0146616	0.0219788	0.0259616	0.0375949	0.0724429	0.411871	0.402006
è	0.00213995	0.00240065	0.00671929	0.0217709	0.0512431	0.0807258	0.215878	0.393265	0.225858
o	0.00184221	0.00326569	0.00672532	0.00940963	0.0136243	0.0254904	0.0525479	0.690654	0.196441
n	0.00628911	0.00493468	0.0092392	0.0174549	0.028137	0.0544307	0.0968498	0.47652	0.306145
t	0.002013	0.00214458	0.0112349	0.0272941	0.0904402	0.133759	0.243628	0.304813	0.184673
a	0.0107433	0.0082495	0.0100921	0.0136557	0.0227055	0.0310458	0.0943779	0.41426	0.39487
</S>	0.00832094	0.00752888	0.011659	0.015902	0.0214789	0.0368822	0.0621348	0.534789	0.301304
