 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.861172	0.048889	0.0388069	0.0101625	0.00577275	0.0036379	0.00897061	0.00329126	0.00316103	0.0031388	0.00316738	0.00329971	0.0065299
ù	0.363746	0.137537	0.180056	0.00892541	0.0153233	0.0182949	0.117987	0.0181926	0.0068247	0.0118296	0.0217437	0.0203892	0.079151
r	0.295753	0.3622	0.159223	0.0402781	0.0253925	0.0144135	0.0230066	0.0101628	0.0118167	0.0119395	0.0141082	0.0196354	0.0120703
u	0.156603	0.318125	0.271799	0.0417934	0.0318442	0.0266516	0.0738666	0.0209325	0.0113434	0.0106831	0.0104098	0.01657	0.00937786
k	0.0752077	0.366157	0.332157	0.025477	0.0224473	0.0186684	0.036413	0.0224017	0.0158374	0.0157265	0.0165561	0.0257356	0.027215
a	0.0324257	0.157874	0.149533	0.100805	0.112379	0.0872023	0.244821	0.0323013	0.00866788	0.0070696	0.00682523	0.0142503	0.0458472
s	0.0338936	0.298671	0.378565	0.0279997	0.0241758	0.0253597	0.0717234	0.033267	0.016091	0.01239	0.0130597	0.0285847	0.0362188
ì	0.0348176	0.104763	0.24677	0.0921414	0.0667116	0.0483728	0.171398	0.0546504	0.041677	0.0200669	0.0157579	0.0307107	0.0721634
t	0.0379025	0.276138	0.324442	0.0623501	0.028482	0.0232096	0.125364	0.0307362	0.0284559	0.0134833	0.00771974	0.015147	0.0265703
a	0.0196637	0.111973	0.191139	0.133693	0.157406	0.101381	0.137609	0.0380873	0.0339925	0.0171338	0.0092926	0.0143657	0.0342643
m	0.0258085	0.141657	0.303909	0.155886	0.0707663	0.0328288	0.119557	0.0347305	0.0341119	0.0157491	0.0107833	0.0220407	0.0321721
i	0.0126177	0.0168867	0.0160954	0.090756	0.178662	0.141965	0.096839	0.102062	0.0386963	0.0250128	0.00881044	0.0180604	0.253535
a	0.0226972	0.061521	0.129687	0.196512	0.234828	0.0847525	0.115707	0.0415389	0.0371031	0.0173467	0.0112209	0.0202806	0.0268048
f	0.0186202	0.0392513	0.0625823	0.148349	0.314944	0.159186	0.0868913	0.0491988	0.0400645	0.0243609	0.00902421	0.0166056	0.0309225
o	0.00718388	0.0125823	0.0260997	0.0989592	0.211947	0.279141	0.0742112	0.0977138	0.0472214	0.0269544	0.0153971	0.0150386	0.0875498
r	0.0220265	0.0521113	0.0765636	0.129716	0.291519	0.143862	0.0709281	0.0455387	0.0459601	0.0341165	0.0138532	0.025187	0.0486187
à	0.00934657	0.0156421	0.0201312	0.0554179	0.217593	0.301565	0.0366433	0.112208	0.069747	0.0338166	0.0196476	0.0196392	0.0886028
s	0.00852841	0.030469	0.0451727	0.186586	0.260832	0.25382	0.0568489	0.0636285	0.0406913	0.0217407	0.00646143	0.00709002	0.0181318
o	0.00658297	0.0126962	0.0194966	0.0949116	0.254361	0.227897	0.0690719	0.136132	0.0696963	0.044998	0.00952845	0.00786926	0.0467585
l	0.0119557	0.0294551	0.0373356	0.0556694	0.190932	0.218353	0.02716	0.153005	0.150803	0.0627253	0.0134837	0.0174706	0.0316513
