 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.914941	0.0619112	0.00680215	0.00371734	0.00150791	0.00137352	0.00143039	0.00133437	0.00132876	0.00133255	0.00143835	0.00288269
a	0.474524	0.235858	0.0581248	0.0151832	0.00691069	0.00704253	0.0146367	0.0286527	0.0225429	0.0299133	0.0698538	0.0367574
p	0.262953	0.435334	0.0549833	0.0156225	0.0198182	0.0124199	0.0186853	0.0191134	0.0135585	0.018304	0.0837675	0.0454401
e	0.105364	0.216972	0.123465	0.0606056	0.0303441	0.0278772	0.0462878	0.0277491	0.0173653	0.024403	0.139646	0.179921
d	0.189709	0.401628	0.060408	0.016562	0.0307491	0.0170898	0.0307088	0.0248705	0.0167378	0.0257229	0.105473	0.0803409
ì	0.0619273	0.187293	0.136534	0.0792782	0.0366012	0.030155	0.0397995	0.0333303	0.0205627	0.0204084	0.146381	0.207729
a	0.165299	0.577714	0.119918	0.0155909	0.0200543	0.0122823	0.0250838	0.00882114	0.00748553	0.00753284	0.0165919	0.0236271
e	0.0857107	0.149272	0.258201	0.0958089	0.0553044	0.0354097	0.0753052	0.0301274	0.0246283	0.025544	0.0677112	0.0969779
s	0.0628958	0.0818489	0.259071	0.175736	0.0530448	0.0354663	0.0663512	0.0340026	0.0234893	0.0236443	0.0728413	0.111608
ò	0.0396687	0.0449915	0.156069	0.16506	0.102331	0.0414762	0.0524685	0.0549541	0.0318003	0.0183973	0.0758751	0.216908
z	0.0584176	0.133177	0.339798	0.164373	0.0609307	0.0294619	0.0458258	0.0377521	0.0201469	0.0137823	0.0312335	0.0651021
u	0.0152562	0.0203414	0.0981744	0.159655	0.20034	0.196472	0.0494936	0.0292204	0.0347111	0.0122438	0.0587032	0.125389
n	0.0378546	0.0559715	0.204316	0.168106	0.232053	0.0645468	0.0541899	0.0408093	0.0223987	0.0150399	0.0379386	0.0667759
e	0.0132602	0.0149715	0.145558	0.206154	0.189213	0.200805	0.0445008	0.0220608	0.0221989	0.0124548	0.0229738	0.105849
f	0.0284719	0.0326876	0.0669924	0.113978	0.345716	0.157989	0.0516828	0.0405381	0.0243603	0.0124513	0.0531509	0.0719818
à	0.00803407	0.00848641	0.0483633	0.0955823	0.228769	0.29941	0.0924738	0.0192816	0.0410458	0.0227883	0.0422654	0.0935004
i	0.0117116	0.0228373	0.0624768	0.0760566	0.42452	0.256999	0.0437972	0.0189216	0.0213358	0.00584563	0.0101217	0.0453763
t	0.0107075	0.0119348	0.019475	0.0512211	0.349517	0.357303	0.099156	0.0223265	0.0304875	0.00652545	0.0174708	0.0238758
o	0.00920982	0.00943878	0.0186348	0.0671266	0.185307	0.275377	0.136308	0.0259694	0.0651638	0.0152593	0.0272525	0.164953
g	0.0151387	0.0169468	0.0192978	0.0287419	0.159198	0.241239	0.198306	0.0369069	0.0901703	0.0196601	0.0451317	0.129263
e	0.00442687	0.00448046	0.0210367	0.0564869	0.0826263	0.103324	0.120512	0.0461177	0.189622	0.138248	0.0927	0.140418
l	0.0158073	0.0162471	0.0170095	0.0214536	0.0731696	0.167702	0.241341	0.0439497	0.129757	0.0222404	0.0555505	0.195773
à	0.00343144	0.00365351	0.0266708	0.0519051	0.0732945	0.104128	0.124346	0.0461252	0.194909	0.158807	0.101102	0.111628
o	0.00548673	0.00697847	0.0104308	0.017799	0.130505	0.24993	0.263229	0.0294976	0.143114	0.031906	0.025019	0.0861047
p	0.00562474	0.00586962	0.00671389	0.00970904	0.0550514	0.131544	0.251181	0.0689267	0.248674	0.0651702	0.0794448	0.0720905
r	0.00270246	0.00292403	0.0157304	0.0378841	0.0890992	0.134862	0.143376	0.0354013	0.151775	0.126558	0.159294	0.100393
ì	0.00449621	0.00511453	0.00555459	0.00560456	0.0396123	0.0664221	0.17775	0.0664355	0.203577	0.102455	0.124878	0.1981
t	0.00297286	0.00385413	0.0050281	0.00572965	0.040332	0.0610137	0.126658	0.120706	0.174645	0.151509	0.174202	0.133349
a	0.00304025	0.00318442	0.00555049	0.0158631	0.0603623	0.131572	0.173283	0.0877637	0.164097	0.082283	0.146781	0.12622
k	0.00466027	0.00503459	0.00524365	0.00470409	0.0145061	0.0207204	0.0475704	0.169575	0.143166	0.184496	0.259336	0.140988
a	0.00342763	0.00335766	0.011516	0.0390317	0.0539669	0.0649276	0.0770179	0.104921	0.157794	0.227272	0.122088	0.13468
n	0.00698815	0.0067181	0.00676238	0.00680404	0.00945412	0.013716	0.0255142	0.151214	0.0974886	0.170758	0.246853	0.25773
a	0.00231178	0.00218721	0.00592895	0.0215075	0.0338566	0.0468413	0.0606004	0.121982	0.156743	0.294587	0.142623	0.110831
f	0.00623114	0.0057849	0.00582763	0.00591022	0.00799047	0.0115731	0.0192891	0.103589	0.0625018	0.140895	0.368223	0.262185
à	0.00161467	0.00160977	0.00378712	0.0134626	0.029107	0.052086	0.0711556	0.0982811	0.157922	0.275981	0.208365	0.0866273
n	0.00123731	0.00132641	0.0013872	0.0012968	0.0058063	0.00629269	0.013851	0.0447005	0.0349624	0.0628874	0.683671	0.142581
e	0.00246192	0.00244151	0.00598049	0.0192334	0.0329613	0.0522364	0.0706133	0.120179	0.119391	0.189793	0.228124	0.156584
</S>	0.00882401	0.00552485	0.005895	0.00777127	0.00519649	0.00648655	0.0078569	0.035589	0.0204397	0.0652981	0.534482	0.296636
