 	un	forno	che	fa	buon	pane	</S>
è	0.921454	0.0353181	0.0123502	0.00582204	0.00577468	0.00651441	0.012767
n	0.563054	0.161165	0.0597802	0.0682207	0.0472206	0.0601186	0.0404412
a	0.385793	0.392488	0.117234	0.0200577	0.0217842	0.0137331	0.04891
f	0.128587	0.635789	0.0657126	0.0297657	0.0329672	0.0393203	0.0678583
ù	0.0291939	0.493685	0.308913	0.050582	0.0151261	0.0175703	0.0849304
r	0.0945763	0.58683	0.220987	0.0394624	0.0124808	0.0124006	0.0332629
n	0.0376912	0.604072	0.244358	0.0800844	0.0130946	0.00602609	0.0146737
o	0.0362167	0.398007	0.317324	0.101242	0.0705728	0.034637	0.0419995
k	0.0205783	0.203723	0.666694	0.0753236	0.0100552	0.00845629	0.0151691
a	0.0405	0.199871	0.31216	0.158436	0.0467728	0.0333115	0.208948
i	0.0206848	0.0859011	0.44872	0.354204	0.0225325	0.0200929	0.0478648
k	0.0155454	0.0345142	0.243668	0.586658	0.0502599	0.0144287	0.0549265
à	0.00834964	0.0808816	0.148976	0.355312	0.202743	0.103585	0.100152
n	0.0107488	0.0341561	0.128434	0.452684	0.216496	0.0481533	0.109328
n	0.0117076	0.0510314	0.144911	0.285175	0.206301	0.0946074	0.206267
i	0.0140467	0.0233177	0.0613941	0.464685	0.215967	0.0584957	0.162094
t	0.00701579	0.0103912	0.0186202	0.175499	0.34966	0.113994	0.32482
s	0.00493951	0.00726541	0.0217248	0.173828	0.286153	0.307167	0.198923
o	0.00305854	0.00641325	0.0111568	0.121346	0.267957	0.411331	0.178738
m	0.00378412	0.00709723	0.0111087	0.0514797	0.182822	0.41408	0.329628
ì	0.00284726	0.0134978	0.0368925	0.114102	0.240948	0.538388	0.0533246
k	0.00409671	0.0131571	0.0349394	0.0766517	0.0941794	0.548783	0.228193
a	0.00150126	0.00366263	0.0171969	0.0527542	0.13993	0.644303	0.140652
l	0.0138371	0.0121594	0.0141026	0.0356788	0.106727	0.357962	0.459534
ò	0.00103523	0.00275409	0.0150804	0.0748325	0.168174	0.625389	0.112734
</S>	0.00693759	0.00923572	0.0187485	0.0715019	0.140337	0.410491	0.342749
