 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.80697	0.0873799	0.0313025	0.0135419	0.0118751	0.0117589	0.0124159	0.0247563
à	0.503672	0.170423	0.044967	0.0286579	0.0214486	0.0479977	0.0849946	0.0978391
o	0.829766	0.0697155	0.0374866	0.00775292	0.0092084	0.0107677	0.0224262	0.0128765
c	0.378817	0.24358	0.10099	0.0658049	0.0415589	0.0423989	0.0841912	0.0426591
e	0.0553368	0.78055	0.0960817	0.0171153	0.00707948	0.00380485	0.0124445	0.0275872
r	0.132244	0.34252	0.082435	0.0854862	0.0433531	0.0477097	0.11002	0.156232
k	0.0327511	0.549921	0.201705	0.0493456	0.0271307	0.00803734	0.0315321	0.0995765
è	0.0708816	0.528972	0.209759	0.0792241	0.0170039	0.0125877	0.0324479	0.0491233
o	0.0637629	0.595409	0.240111	0.0570053	0.0159667	0.00537737	0.00921564	0.0131525
n	0.0219848	0.395025	0.427462	0.0974539	0.0202698	0.00783129	0.0155697	0.014404
t	0.0287876	0.347433	0.309291	0.201782	0.0255037	0.00982943	0.0141005	0.0632741
a	0.0227372	0.152423	0.390365	0.249839	0.0504825	0.0190286	0.048714	0.0664103
è	0.020062	0.105541	0.381409	0.352082	0.0485563	0.0106101	0.0328049	0.0489345
n	0.0119362	0.122878	0.432675	0.355127	0.0419825	0.0066453	0.00935548	0.0194014
a	0.0156537	0.246083	0.254301	0.303779	0.0709624	0.0186159	0.0156594	0.0749457
f	0.0249762	0.0966757	0.290598	0.384979	0.0843749	0.0164843	0.0343883	0.0675234
ù	0.00892496	0.195531	0.234793	0.260133	0.135715	0.0687579	0.0249587	0.0711872
r	0.0171083	0.0676749	0.324247	0.423916	0.0949896	0.0140579	0.00874306	0.0492636
n	0.0107549	0.19189	0.31156	0.289193	0.0944291	0.0249754	0.0220088	0.055189
o	0.0132961	0.0851242	0.175396	0.376399	0.152602	0.0561656	0.0610945	0.0799226
k	0.00787574	0.0370036	0.120372	0.334065	0.361186	0.0502115	0.0383964	0.0508904
a	0.0209661	0.0529698	0.145056	0.215487	0.194901	0.0780164	0.051493	0.24111
k	0.00953895	0.0340191	0.0519705	0.169269	0.38855	0.144554	0.0658654	0.136233
à	0.00966497	0.0449976	0.0940747	0.143749	0.202939	0.315585	0.0408393	0.148151
n	0.00758924	0.0320969	0.0717199	0.203929	0.314212	0.208012	0.0237608	0.13868
n	0.0137673	0.0429547	0.118436	0.18799	0.208629	0.179395	0.0588883	0.18994
i	0.0131591	0.0371957	0.0582653	0.103841	0.248404	0.288482	0.088453	0.162199
r	0.00807796	0.011252	0.0147571	0.0343784	0.118169	0.273044	0.198403	0.341919
ù	0.00722171	0.012482	0.0219243	0.0547603	0.165321	0.269785	0.101946	0.366559
s	0.00348041	0.0129259	0.0184978	0.0343245	0.109411	0.181176	0.378981	0.261203
t	0.00376734	0.0261166	0.0669227	0.162198	0.194166	0.190174	0.154205	0.202452
i	0.00822081	0.0301447	0.0382928	0.0610158	0.132043	0.395253	0.140018	0.195012
k	0.00324267	0.00716655	0.00727486	0.00865009	0.0168013	0.0698566	0.72883	0.158178
u	0.0052204	0.0150221	0.0369794	0.069742	0.119713	0.370107	0.106618	0.276598
</S>	0.0175725	0.0211404	0.0207724	0.0297738	0.0396768	0.105692	0.459893	0.305479
