 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.94005	0.0244887	0.0117561	0.00750538	0.00278659	0.00188131	0.00185282	0.0018581	0.00189624	0.00190595	0.00401862
m	0.638845	0.168496	0.0409587	0.0207388	0.0155685	0.010006	0.0120534	0.0174429	0.015402	0.0328367	0.0276519
à	0.254439	0.232112	0.200125	0.0373814	0.0225534	0.022548	0.0110333	0.0110672	0.0118948	0.0300525	0.166794
k	0.185808	0.619295	0.11926	0.020222	0.0108903	0.00440686	0.00478863	0.0085712	0.00899729	0.0123583	0.00540216
i	0.109171	0.270859	0.224593	0.150152	0.119262	0.0161561	0.0121762	0.00879403	0.00997299	0.0222561	0.0566076
n	0.0491263	0.315064	0.409942	0.0673872	0.0444685	0.0163697	0.0150385	0.0166354	0.0164399	0.0330712	0.0164576
a	0.0331051	0.194371	0.304342	0.24784	0.0750593	0.0192996	0.00995076	0.00766243	0.00902389	0.0321935	0.0671523
e	0.0467455	0.16026	0.415775	0.191676	0.0430495	0.0236523	0.0133876	0.017322	0.0165436	0.0400602	0.0315283
k	0.0562293	0.109033	0.239972	0.291703	0.0929802	0.0531849	0.0206143	0.0205679	0.0195704	0.0435571	0.0525876
l	0.0154822	0.0507213	0.120132	0.258272	0.315547	0.0645084	0.0174502	0.00607366	0.00733391	0.0270563	0.117422
à	0.054086	0.0765107	0.129973	0.156519	0.220634	0.0876794	0.024807	0.0197833	0.0367737	0.0683883	0.124846
s	0.0139427	0.0484089	0.134383	0.364917	0.31995	0.0667238	0.0120845	0.00652828	0.00726682	0.0119436	0.0138514
t	0.0163097	0.0303675	0.0789553	0.238906	0.33058	0.151019	0.0326633	0.0114687	0.0263301	0.0472054	0.0361951
i	0.01713	0.0328476	0.0449335	0.124176	0.307663	0.204033	0.0717502	0.026678	0.0390663	0.0778911	0.0538316
c	0.0168704	0.0463341	0.0599946	0.106761	0.342375	0.258748	0.048338	0.0141422	0.0171814	0.0515782	0.0376774
e	0.00711459	0.0150141	0.0270145	0.0525682	0.191455	0.181186	0.146373	0.0359134	0.0593054	0.0824912	0.201564
e	0.0201329	0.0357383	0.0386038	0.0513132	0.197955	0.265176	0.115643	0.0270368	0.0272406	0.100821	0.120339
t	0.0142598	0.0178581	0.0192816	0.033786	0.161733	0.265165	0.258951	0.0423303	0.0335613	0.0682731	0.0848001
è	0.0094095	0.0106774	0.0119666	0.0239401	0.120625	0.19128	0.213527	0.0461824	0.032996	0.0789369	0.260458
l	0.0079505	0.023526	0.0249453	0.0354983	0.100325	0.209727	0.263913	0.123816	0.107631	0.0446493	0.058018
i	0.00501931	0.00815381	0.0206472	0.0554479	0.14562	0.144853	0.174282	0.0952807	0.0885883	0.0685236	0.193584
t	0.0184501	0.0211494	0.0214579	0.023103	0.0537308	0.0738516	0.222365	0.254573	0.0900504	0.105388	0.11588
i	0.00900703	0.00998452	0.0108727	0.0208187	0.060163	0.0898974	0.242212	0.145023	0.0847833	0.0921239	0.235115
a	0.0102202	0.0127045	0.0129595	0.0146341	0.0375803	0.0547768	0.170586	0.254151	0.167828	0.137448	0.127111
m	0.00855154	0.0101148	0.0105894	0.0163614	0.0555235	0.0796019	0.220229	0.200315	0.172197	0.117613	0.108904
m	0.00491143	0.0144589	0.0269262	0.0483096	0.164511	0.14506	0.110717	0.0435987	0.151483	0.152403	0.137621
è	0.00274832	0.0115893	0.0161047	0.0231203	0.0671139	0.103609	0.149865	0.177021	0.207673	0.121137	0.120018
n	0.00721716	0.0134721	0.0196417	0.0364651	0.0821761	0.0827316	0.14694	0.239759	0.225307	0.0497691	0.0965207
i	0.0105798	0.0156112	0.0224108	0.0392851	0.0485124	0.0497633	0.079752	0.143648	0.0982733	0.113546	0.378618
à	0.0135342	0.0122448	0.0123786	0.0137096	0.0232378	0.0340043	0.0583307	0.112687	0.186324	0.17929	0.354259
t	0.00469393	0.00729256	0.00841259	0.0190642	0.0530312	0.0581116	0.0838694	0.152586	0.206081	0.228572	0.178285
t	0.00379933	0.00517743	0.00623357	0.0147213	0.0527293	0.0834182	0.184444	0.149951	0.148759	0.169465	0.181302
o	0.00688343	0.0108547	0.0112505	0.0147377	0.0405222	0.0585046	0.0888279	0.191569	0.317744	0.0919048	0.167202
m	0.00505202	0.00795308	0.00816351	0.00914808	0.0181483	0.0210424	0.02981	0.088515	0.158595	0.400501	0.253072
à	0.00499719	0.0123007	0.0165697	0.0216251	0.0553103	0.0779641	0.16159	0.103552	0.214154	0.13279	0.199147
s	0.00489846	0.00927383	0.00989943	0.0167891	0.045789	0.0589009	0.0726687	0.115702	0.173194	0.346943	0.145942
t	0.0140873	0.015009	0.0158882	0.0271016	0.0622374	0.0737995	0.100022	0.106698	0.157451	0.155733	0.271973
o	0.0115749	0.0118283	0.0121191	0.0163362	0.0308033	0.0422483	0.0569183	0.0759217	0.126844	0.129864	0.485542
r	0.0169668	0.0145811	0.014735	0.0152114	0.0265529	0.0319192	0.0504563	0.0766137	0.145311	0.197678	0.409975
a	0.0049324	0.00460169	0.0046771	0.00561821	0.0106093	0.0157455	0.0258934	0.0460542	0.114368	0.287678	0.479823
</S>	0.00936727	0.00822599	0.00831446	0.00853345	0.0152628	0.0170337	0.0261765	0.0471711	0.104889	0.281677	0.473349
