 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.976793	0.0103771	0.00338839	0.0016882	0.00154234	0.00271844	0.00349214
a	0.671788	0.0967042	0.0807861	0.00589247	0.0226037	0.0449295	0.0772962
n	0.475334	0.263029	0.130476	0.0107055	0.0138282	0.065559	0.0410685
o	0.0857647	0.220166	0.323595	0.0152649	0.0225483	0.114574	0.218087
n	0.132989	0.289984	0.436659	0.0100467	0.0108224	0.0636569	0.055842
ò	0.049433	0.176497	0.298035	0.0489112	0.0246535	0.162604	0.239866
n	0.124753	0.292939	0.501298	0.0160654	0.00948934	0.0187259	0.0367301
t	0.0553803	0.19977	0.28204	0.192284	0.0500103	0.0490436	0.171471
a	0.0993228	0.123888	0.307609	0.176782	0.123985	0.0555815	0.112831
t	0.0726352	0.0954081	0.225818	0.420699	0.0507302	0.0583599	0.0763499
a	0.0603029	0.0635239	0.0860166	0.319647	0.0728234	0.0628447	0.334842
s	0.0634274	0.0760482	0.125956	0.520118	0.0456679	0.0477454	0.121037
ì	0.0393802	0.0405697	0.0475949	0.185938	0.212664	0.152863	0.32099
n	0.0326869	0.0620585	0.100565	0.354491	0.268404	0.0295462	0.152249
n	0.0119438	0.0153784	0.035571	0.148624	0.197997	0.195986	0.3945
e	0.0465614	0.0470029	0.0482777	0.0799665	0.0777287	0.162056	0.538407
f	0.0307227	0.0315059	0.0339749	0.0532927	0.205075	0.16617	0.479259
a	0.00812686	0.010864	0.0194649	0.163115	0.3497	0.165383	0.283346
n	0.0219484	0.022701	0.0252501	0.0330677	0.122493	0.219368	0.555171
o	0.00587007	0.0090757	0.0209551	0.129382	0.391946	0.222125	0.220647
ò	0.0182399	0.0187073	0.0200798	0.024142	0.0644557	0.33659	0.517785
k	0.00386024	0.00455477	0.00672643	0.015511	0.0680379	0.687669	0.213641
a	0.00538151	0.00736471	0.0160539	0.0947424	0.340763	0.307284	0.228411
v	0.0102102	0.0104884	0.0106001	0.0129735	0.0250083	0.666916	0.263804
r	0.00363232	0.00486035	0.00899895	0.0767611	0.275792	0.452792	0.177163
è	0.0020198	0.00208658	0.00220163	0.0027849	0.0172499	0.787473	0.186185
c	0.00149188	0.00187062	0.00270181	0.00502674	0.0211066	0.739719	0.228083
h	0.00268999	0.00921168	0.024663	0.113259	0.143253	0.535301	0.171622
i	0.00668283	0.00676135	0.00667685	0.00828875	0.0578655	0.65789	0.255835
</S>	0.00869914	0.00873123	0.00864673	0.00938913	0.0256635	0.692093	0.246777
