 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.90254	0.0708805	0.00720183	0.00405446	0.0019116	0.00135939	0.00142579	0.00128911	0.00128194	0.00128449	0.00130081	0.00128691	0.00139151	0.00279197
p	0.461201	0.326138	0.0255637	0.010222	0.00650512	0.00498881	0.0027831	0.00907229	0.00827095	0.0133057	0.027785	0.0207884	0.0561912	0.0271841
e	0.148512	0.211134	0.159744	0.0561602	0.012142	0.0149068	0.00611849	0.0303239	0.0185673	0.034623	0.0133404	0.0159645	0.137197	0.141266
t	0.272512	0.47058	0.0290286	0.0114791	0.0236965	0.0122524	0.00645988	0.00951077	0.00823993	0.0101185	0.0200668	0.0143413	0.0714315	0.040283
ì	0.103031	0.186787	0.135762	0.0517477	0.0156267	0.0173059	0.00700774	0.032791	0.0214256	0.0378941	0.0157458	0.0188508	0.138414	0.217612
a	0.174497	0.585745	0.103662	0.0107074	0.0129683	0.0118394	0.0092257	0.0115021	0.00576752	0.0109127	0.0082804	0.00792763	0.0182791	0.0286866
e	0.118482	0.228042	0.175838	0.0551485	0.0371758	0.0358562	0.0160052	0.0395167	0.01905	0.0387835	0.0291757	0.0278989	0.0769769	0.102051
s	0.0725738	0.103351	0.244093	0.132392	0.0383946	0.0357085	0.0152501	0.0490109	0.0227708	0.0490581	0.0263966	0.0249523	0.0744161	0.111632
ò	0.0425207	0.0536659	0.157179	0.151086	0.0571941	0.0269809	0.0175638	0.0519832	0.0387392	0.0591463	0.0194621	0.0195959	0.0826011	0.222281
z	0.0821944	0.223272	0.283707	0.121143	0.0332606	0.0270018	0.0199218	0.0411044	0.0257405	0.0415159	0.012751	0.0119402	0.0260638	0.0503845
u	0.0174852	0.0264401	0.0945099	0.148881	0.195818	0.0805759	0.0986712	0.0584287	0.045714	0.0316471	0.0141275	0.0127515	0.0647551	0.110195
n	0.039505	0.060299	0.239531	0.16917	0.13179	0.0429543	0.0403749	0.0561335	0.0351986	0.053341	0.0161316	0.0153078	0.0362662	0.0639977
e	0.0144812	0.016766	0.141516	0.212524	0.188808	0.0627962	0.131979	0.0421875	0.0335099	0.0251875	0.0101587	0.0119892	0.0255866	0.0825095
f	0.0343391	0.0396961	0.113207	0.147411	0.230651	0.0504124	0.0761839	0.0580989	0.0374674	0.0531502	0.0158349	0.014765	0.0554168	0.0733656
à	0.00959689	0.0102088	0.0517089	0.0921251	0.252581	0.146477	0.142637	0.0587789	0.0493739	0.021423	0.0260749	0.0210176	0.0394017	0.0785953
i	0.0144135	0.0279515	0.0976495	0.0901337	0.346869	0.0693454	0.208636	0.0316078	0.0265449	0.021802	0.00944414	0.00617007	0.0106147	0.0388172
e	0.0142084	0.0162364	0.0364846	0.0710929	0.34246	0.158879	0.163877	0.0601976	0.0468054	0.0294925	0.0101338	0.00737846	0.0166838	0.0260695
s	0.0183958	0.0197143	0.0282413	0.0650503	0.228768	0.182203	0.160862	0.0852717	0.064737	0.038594	0.0157957	0.0105333	0.0304869	0.0513479
ò	0.00987971	0.0101464	0.0193504	0.0501134	0.159132	0.187088	0.134079	0.118203	0.110858	0.0269371	0.0174382	0.0164413	0.0302418	0.110092
z	0.00940095	0.0132128	0.0204619	0.0346484	0.197588	0.243174	0.139957	0.127215	0.0959912	0.0254781	0.014828	0.0115997	0.0123254	0.0541192
u	0.00396808	0.00424065	0.0330014	0.0579672	0.117067	0.135613	0.0719188	0.116434	0.139628	0.0394688	0.0139207	0.0481121	0.0845762	0.134083
n	0.0114703	0.0122684	0.013759	0.0229837	0.0636324	0.178214	0.0749325	0.241683	0.201946	0.0557353	0.0178642	0.0208467	0.0217361	0.0629286
f	0.00505131	0.00523844	0.0289136	0.0725349	0.0855872	0.0954405	0.0885228	0.099854	0.121903	0.0766891	0.029905	0.0687642	0.0514217	0.170174
