 	sicuramente	stanno	ancora	svegli	</S>
s	0.712443	0.121436	0.0465984	0.06202	0.0575032
i	0.746036	0.0829373	0.0181632	0.0425591	0.110305
k	0.8038	0.0671786	0.0302406	0.0294948	0.0692858
u	0.460316	0.240261	0.0225509	0.0403777	0.236495
r	0.789908	0.039556	0.0218699	0.0245359	0.12413
a	0.349379	0.518404	0.0196252	0.0249919	0.0876
m	0.524002	0.312863	0.0264619	0.0310625	0.105611
è	0.154254	0.30765	0.115729	0.0793048	0.343063
n	0.332021	0.465327	0.0602499	0.047778	0.0946238
t	0.302406	0.249235	0.0519347	0.0926896	0.303735
e	0.148039	0.265903	0.0841064	0.128107	0.373844
s	0.143365	0.261264	0.135853	0.110603	0.348915
t	0.0775033	0.276841	0.220476	0.0888793	0.3363
è	0.0860584	0.164288	0.184635	0.0575358	0.507483
o	0.0632275	0.140343	0.499907	0.0767451	0.219778
n	0.105929	0.119791	0.234929	0.194831	0.34452
e	0.0187717	0.111608	0.211594	0.163806	0.49422
a	0.192914	0.187724	0.188296	0.189256	0.24181
n	0.105626	0.112047	0.195418	0.226828	0.360082
k	0.0072842	0.0477298	0.122259	0.311722	0.511005
ò	0.0509725	0.0569354	0.11179	0.0705996	0.709702
r	0.0719639	0.12578	0.245063	0.151582	0.405612
a	0.0784768	0.124311	0.270555	0.198571	0.328086
a	0.208848	0.205965	0.222881	0.0840693	0.278237
t	0.115014	0.104542	0.196129	0.259272	0.325043
s	0.00560528	0.0174489	0.0797459	0.35574	0.54146
ù	0.032263	0.0258163	0.033388	0.0963908	0.812142
n	0.0457883	0.0493603	0.0923523	0.210588	0.601912
n	0.0049018	0.0147391	0.0517062	0.34207	0.586582
i	0.0323896	0.0278092	0.0484456	0.103117	0.788239
t	0.0528018	0.053059	0.0577354	0.202181	0.634223
i	0.0173679	0.0158674	0.0211756	0.120662	0.824927
</S>	0.0438339	0.0443213	0.0522025	0.328778	0.530864
