 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.890565	0.0666024	0.0150525	0.00562138	0.00423726	0.00296203	0.00287646	0.00288482	0.0030094	0.0061887
p	0.468909	0.261026	0.0261022	0.00772793	0.0117147	0.0156099	0.028945	0.0334174	0.109484	0.0370637
è	0.0922336	0.465133	0.179168	0.0170663	0.0168922	0.0273345	0.0196731	0.00955584	0.0599389	0.113005
n	0.189222	0.628469	0.0894263	0.0178054	0.0130009	0.00805494	0.00980391	0.0108446	0.0204959	0.0128772
s	0.0834741	0.55548	0.114419	0.0564246	0.0344048	0.0203914	0.0116044	0.0107628	0.0476972	0.0653418
e	0.0620805	0.4822	0.197661	0.0358293	0.0437705	0.0243068	0.0219079	0.0218657	0.0727436	0.0376352
t	0.0560681	0.266875	0.349044	0.0866644	0.0473677	0.0374675	0.0234055	0.0224938	0.0716232	0.0389906
s	0.0427179	0.14365	0.21867	0.19894	0.0686834	0.0656585	0.0376858	0.0171439	0.0760643	0.130786
e	0.0376512	0.147809	0.259945	0.253805	0.0383906	0.0492715	0.0381126	0.017143	0.0729241	0.0849485
k	0.0407744	0.13795	0.203567	0.336033	0.0435926	0.0475737	0.037961	0.016835	0.0664908	0.0692232
a	0.0177406	0.0690127	0.142377	0.265648	0.20382	0.0492633	0.0578251	0.0272876	0.05535	0.111676
o	0.0360091	0.125661	0.169194	0.353936	0.0550841	0.0487702	0.0453583	0.0161048	0.0628673	0.0870148
l	0.0354991	0.0722186	0.0655524	0.187812	0.284244	0.095045	0.0721685	0.0203272	0.0637222	0.103411
à	0.0109611	0.0311192	0.0816467	0.165457	0.268285	0.123335	0.10502	0.0552531	0.0593158	0.099607
d	0.0147269	0.0546352	0.077026	0.256201	0.378292	0.0841442	0.0441094	0.0149202	0.0135325	0.0624132
r	0.00750914	0.0273716	0.0878244	0.134533	0.225516	0.135443	0.110546	0.0506191	0.0363925	0.184245
o	0.00814065	0.0231218	0.0250157	0.0887409	0.370953	0.217132	0.126481	0.0229252	0.0201116	0.0973774
m	0.00764904	0.0235904	0.0208198	0.0418577	0.278567	0.310368	0.187593	0.0299796	0.0279926	0.0715823
b	0.00943662	0.0129917	0.0275159	0.0812496	0.149855	0.164259	0.264255	0.0939768	0.03788	0.158581
ì	0.00602069	0.0220817	0.03585	0.0849881	0.252319	0.187782	0.133331	0.074496	0.0404264	0.162705
k	0.0041807	0.0160632	0.0303199	0.0764397	0.201921	0.231481	0.218875	0.130516	0.0104282	0.0797751
e	0.0116116	0.0143045	0.0276929	0.0525134	0.143644	0.183324	0.192344	0.0701931	0.0724364	0.231936
à	0.00511766	0.00875291	0.00708684	0.00859133	0.0472007	0.18685	0.281852	0.261272	0.0920059	0.101271
t	0.00479612	0.0114848	0.0158685	0.0293038	0.0864943	0.206929	0.243814	0.166704	0.0621882	0.172417
t	0.00376557	0.00827468	0.0107875	0.0414934	0.172112	0.207331	0.207356	0.120833	0.0786176	0.149429
i	0.00469319	0.0148445	0.0126634	0.0155325	0.0500314	0.1306	0.27778	0.219228	0.0760658	0.198562
f	0.00267691	0.00721948	0.00568695	0.00639715	0.0147984	0.0443001	0.105004	0.163404	0.33714	0.313372
i	0.00204461	0.00320572	0.00467868	0.0142506	0.065349	0.0967453	0.217634	0.256217	0.19288	0.146995
n	0.00494953	0.00727369	0.00608727	0.00644711	0.0127106	0.0265027	0.0748874	0.150426	0.354998	0.355717
è	0.00223283	0.0025988	0.00529217	0.0190744	0.0432552	0.05858	0.164314	0.369184	0.138038	0.197431
s	0.00219838	0.00365134	0.00300451	0.00361732	0.0143581	0.0292842	0.0514831	0.0851564	0.603564	0.203683
t	0.00245858	0.00309813	0.00310491	0.00491492	0.0220312	0.0718181	0.11738	0.141459	0.305523	0.328211
r	0.00419086	0.00526906	0.00475068	0.00519791	0.0144785	0.0327429	0.0928335	0.140955	0.394379	0.305202
a	0.00149702	0.0017201	0.00162366	0.00180604	0.00511991	0.010832	0.0211428	0.0452608	0.700504	0.210494
</S>	0.00371899	0.00237713	0.00337886	0.00348359	0.00423945	0.00800864	0.027222	0.0569254	0.652241	0.238405
