 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
d	0.500081	0.214777	0.0644511	0.0434556	0.0281002	0.0130798	0.0204131	0.010455	0.0104623	0.0104677	0.0104739	0.0104758	0.010492	0.0104769	0.0105033	0.0107995	0.0210359
ò	0.39502	0.286689	0.0647583	0.0276224	0.0127266	0.012695	0.0133836	0.0058955	0.00574249	0.00645855	0.00858257	0.00831171	0.00841987	0.00779061	0.0236387	0.0129631	0.0993019
p	0.441961	0.320162	0.0746122	0.0564656	0.0222903	0.0132438	0.0193301	0.00483746	0.00359244	0.00347302	0.003423	0.00417998	0.00408953	0.00365109	0.00581089	0.00762703	0.0112504
o	0.121071	0.559743	0.118043	0.0291678	0.0155135	0.0184385	0.0140209	0.00450659	0.00603458	0.00511488	0.0074631	0.00576396	0.00543104	0.00524468	0.00694781	0.0135366	0.0639593
G	0.125117	0.530682	0.048863	0.0270813	0.0350857	0.0214744	0.0310735	0.0173154	0.0140609	0.0116707	0.0122641	0.0153437	0.0136756	0.0120672	0.0177274	0.0257128	0.0407859
i	0.0546203	0.089292	0.193965	0.149963	0.0906631	0.0771582	0.048758	0.00692502	0.0168031	0.0111327	0.0284421	0.0127801	0.0111416	0.0113313	0.0205047	0.032532	0.143987
o	0.0636413	0.349763	0.125224	0.0441779	0.0583956	0.0534136	0.055244	0.0177156	0.0178279	0.0160871	0.0179584	0.0177779	0.0171624	0.0163547	0.0279819	0.0375588	0.0637158
v	0.047458	0.180051	0.338098	0.0653294	0.0499041	0.047945	0.0412233	0.0154481	0.0184605	0.0136838	0.0211659	0.0165155	0.0146666	0.0137819	0.0179932	0.0287163	0.069559
à	0.0251386	0.0818755	0.176764	0.207224	0.140863	0.078174	0.0617364	0.00725143	0.0180724	0.0105141	0.0238562	0.0141785	0.00683032	0.00786203	0.0156527	0.0457297	0.0782768
n	0.063724	0.362478	0.27328	0.0858495	0.048468	0.0371225	0.0302171	0.00735541	0.0109678	0.00664284	0.0138145	0.00782134	0.00640995	0.00632038	0.00660516	0.00830228	0.0246207
n	0.130457	0.303278	0.236753	0.0819387	0.0567118	0.0578687	0.0432932	0.0033178	0.00598542	0.00548629	0.00738466	0.00508607	0.0053764	0.00554829	0.00602964	0.0139156	0.0315694
i	0.037902	0.065902	0.243818	0.13844	0.116476	0.125035	0.107385	0.00756617	0.0150039	0.0129619	0.0146669	0.0104034	0.0125962	0.0127788	0.0205209	0.0245779	0.0339654
j	0.0240572	0.0722473	0.262069	0.197519	0.140334	0.106683	0.0697866	0.00882462	0.0128048	0.00917128	0.0151383	0.009943	0.00906489	0.00894393	0.0107435	0.018949	0.0237202
ù	0.0133425	0.0162709	0.0369674	0.122071	0.16982	0.120891	0.133145	0.0153552	0.0398236	0.028002	0.0321953	0.0207313	0.0153381	0.0206804	0.0131154	0.0632488	0.139002
r	0.0193243	0.0774823	0.262076	0.270259	0.151305	0.075843	0.0578249	0.00633115	0.0132722	0.00570439	0.014481	0.00757723	0.00411098	0.00441233	0.00381437	0.00620657	0.0199747
i	0.0186906	0.0642556	0.283931	0.164491	0.121043	0.123433	0.106611	0.00760914	0.0188551	0.00920407	0.0169105	0.00799887	0.00731069	0.00768889	0.00613764	0.0168545	0.0189761
s	0.0179759	0.0610912	0.206947	0.227612	0.196046	0.09723	0.074056	0.00807991	0.0155656	0.00671864	0.0170419	0.00890789	0.00587652	0.00583977	0.00608486	0.0114464	0.0334801
e	0.0189368	0.0341662	0.14212	0.199408	0.163681	0.118884	0.107457	0.0103606	0.0337483	0.0136819	0.0313556	0.0152519	0.00915734	0.0100928	0.00867311	0.0242658	0.0587604
o	0.0196558	0.0598209	0.161475	0.221747	0.196407	0.0989902	0.0833079	0.0129499	0.0213984	0.00776079	0.0183786	0.0136399	0.00573838	0.00572279	0.00709481	0.0155724	0.0503397
v	0.0163965	0.0308323	0.0662985	0.169886	0.226443	0.166004	0.144991	0.0120598	0.029485	0.013001	0.0272805	0.0173336	0.00773701	0.00905918	0.00715881	0.0171868	0.0388461
r	0.00674042	0.011089	0.0629188	0.1013	0.111763	0.128611	0.116241	0.0186042	0.0527549	0.0440984	0.0301557	0.015944	0.0232769	0.0413927	0.0148161	0.150529	0.0697654
à	0.015583	0.0454142	0.149395	0.192295	0.194435	0.106308	0.0888347	0.0143003	0.0257593	0.0116751	0.0225603	0.0170835	0.00684973	0.00766773	0.0092707	0.0163327	0.0762363
i	0.0111289	0.0345202	0.150266	0.25477	0.23079	0.120243	0.113172	0.00762992	0.0132912	0.00695718	0.0116362	0.00841919	0.00341526	0.00435447	0.00255505	0.00462187	0.0222305
è	0.0109012	0.0279697	0.111899	0.216924	0.236334	0.153676	0.143374	0.00712673	0.0183545	0.00743699	0.0173958	0.00912725	0.0049322	0.00556824	0.00432185	0.00900498	0.0156533
s	0.00854757	0.0271654	0.101388	0.222754	0.223422	0.174024	0.129319	0.0110154	0.0178769	0.0113836	0.0150799	0.0115026	0.00494421	0.00764955	0.00305775	0.00801992	0.022851
s	0.0107507	0.0447767	0.160943	0.19579	0.165759	0.108693	0.120986	0.010532	0.0297959	0.0134594	0.0193673	0.0119945	0.00598413	0.00768668	0.00403733	0.0326693	0.0567751
u	0.0120782	0.0357349	0.0928532	0.168493	0.194375	0.113154	0.120385	0.0235666	0.0464459	0.0210895	0.0244247	0.0194214	0.0091913	0.0115308	0.00804765	0.0289617	0.0702473
ì	0.0099055	0.0297489	0.0707317	0.166621	0.243994	0.170163	0.165778	0.0128215	0.024102	0.0108439	0.0162113	0.0124989	0.00519224	0.0066256	0.00411152	0.0165584	0.0340924
b	0.00688902	0.0214281	0.0785644	0.199144	0.229548	0.18754	0.164594	0.0110202	0.0179128	0.0117949	0.0129405	0.0103572	0.00508037	0.00801388	0.00264003	0.0079674	0.024565
