 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a	0.942438	0.0335618	0.00833929	0.00172111	0.00142122	0.00129416	0.00123165	0.00122314	0.00122387	0.00121872	0.00121995	0.00122269	0.00128786	0.00259618
n	0.522742	0.29523	0.0336874	0.0100098	0.0067667	0.00728981	0.00408358	0.00710915	0.0052646	0.0100514	0.0129002	0.0100124	0.0490595	0.0257941
ì	0.172912	0.286155	0.176562	0.016096	0.0131792	0.0115652	0.0122386	0.00545082	0.00747338	0.0076826	0.00947399	0.0078368	0.121729	0.151645
c	0.171387	0.64333	0.0852736	0.0206495	0.0167385	0.00753044	0.00374545	0.00298941	0.00313899	0.00448557	0.00623027	0.00511285	0.0146588	0.0147297
h	0.0576822	0.261492	0.475269	0.0606809	0.0255089	0.0180499	0.01254	0.00646255	0.00875215	0.00343502	0.00325087	0.00332427	0.0219352	0.0416169
e	0.237987	0.140923	0.227473	0.0980849	0.085397	0.0285402	0.017715	0.0246926	0.0184141	0.0200191	0.0200381	0.0200494	0.0406422	0.0200236
t	0.12427	0.0856696	0.422721	0.0466151	0.0557352	0.0299613	0.0318438	0.018556	0.0206797	0.0187621	0.0187987	0.0186732	0.0500247	0.0576899
o	0.0576892	0.0535416	0.356463	0.0814488	0.0629837	0.0435582	0.0566734	0.025919	0.0360389	0.0185128	0.018095	0.0180033	0.0706926	0.10038
r	0.0460025	0.0584568	0.415308	0.0409449	0.036596	0.0280081	0.0483376	0.0192119	0.0304597	0.0169246	0.0166806	0.0157813	0.0645466	0.162741
ì	0.0379702	0.0363247	0.191559	0.130174	0.0928977	0.0290149	0.0379031	0.0294775	0.0342873	0.0209514	0.0143359	0.0124376	0.0657418	0.266925
s	0.0947907	0.073333	0.367827	0.0833224	0.0712634	0.0355517	0.0458622	0.0345921	0.0416925	0.0157053	0.0111081	0.0103905	0.0244895	0.090072
o	0.0235281	0.0246327	0.165052	0.17191	0.200596	0.0920477	0.0706969	0.082786	0.058692	0.0135456	0.00968689	0.00968487	0.0215799	0.0555617
n	0.0302305	0.0390895	0.270859	0.206145	0.171663	0.0389427	0.0448591	0.030988	0.0348178	0.014215	0.0120848	0.0109009	0.0266091	0.0685957
t	0.0138434	0.0158092	0.0787435	0.224744	0.244908	0.118865	0.04699	0.0858347	0.0610062	0.00933641	0.00609296	0.00719505	0.020341	0.0662907
a	0.0251201	0.0251703	0.0600627	0.222937	0.240409	0.0965754	0.0561066	0.0750415	0.0581021	0.013359	0.0108061	0.0109371	0.0424613	0.062912
