 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.878557	0.0908891	0.00702192	0.00415929	0.00379973	0.00375691	0.00389742	0.00791885
t	0.600052	0.238726	0.0335241	0.0108133	0.00859309	0.0134465	0.0525073	0.0423375
i	0.297048	0.230567	0.143216	0.0239647	0.00774172	0.0145648	0.133693	0.149206
p	0.442391	0.277804	0.0637523	0.0179293	0.0139947	0.020644	0.0884112	0.0750736
à	0.144121	0.186182	0.292223	0.034854	0.0241301	0.0199575	0.162496	0.136035
s	0.296312	0.60589	0.0495846	0.00663899	0.00374906	0.00564067	0.0118586	0.0203257
t	0.150855	0.233466	0.34097	0.109148	0.0213294	0.018056	0.0508232	0.0753521
a	0.0957844	0.136927	0.332289	0.214878	0.0340591	0.0364062	0.0795762	0.0700806
v	0.0766188	0.120801	0.489403	0.0696967	0.0260269	0.0216009	0.0605549	0.135298
à	0.0174553	0.0225943	0.12848	0.477136	0.0899428	0.0355745	0.0731241	0.155693
l	0.0648387	0.0988851	0.419674	0.307037	0.0333773	0.00975045	0.0158773	0.0505604
e	0.0182915	0.0434117	0.203328	0.296305	0.0608187	0.0233219	0.0981011	0.256423
à	0.0230464	0.0341491	0.165481	0.519532	0.0992691	0.0133703	0.0322461	0.112907
l	0.0170499	0.0300258	0.139572	0.462112	0.196292	0.0287871	0.0339909	0.0921715
a	0.00746695	0.0175396	0.0897004	0.233843	0.175883	0.122678	0.129328	0.223562
e	0.0148893	0.0169907	0.0544926	0.102902	0.406993	0.0952325	0.0708935	0.237606
t	0.009893	0.010719	0.0303688	0.070921	0.306015	0.184711	0.152396	0.234976
è	0.00454795	0.00581969	0.0206342	0.0603121	0.202189	0.222242	0.314501	0.169754
l	0.00484567	0.00655348	0.0250782	0.0525164	0.210795	0.219476	0.322716	0.15802
i	0.00642394	0.0156252	0.0383522	0.133562	0.140919	0.233539	0.224113	0.207466
t	0.0063521	0.00571025	0.00920592	0.0166456	0.0451988	0.144961	0.539371	0.232554
à	0.00280188	0.00311665	0.00701598	0.0188887	0.054666	0.159737	0.632381	0.121393
l	0.00136839	0.00158063	0.00544124	0.0105762	0.0225137	0.0618859	0.783774	0.11286
a	0.00356828	0.00745577	0.0130856	0.0400451	0.069055	0.126003	0.562764	0.178023
</S>	0.006499	0.00609966	0.00459305	0.00679356	0.00887258	0.0357507	0.670163	0.261228
