 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.915979	0.0383642	0.0130784	0.00434131	0.00804149	0.00332451	0.00319688	0.0031987	0.00349669	0.00697834
d	0.629847	0.184636	0.0162395	0.00832189	0.0122463	0.00731436	0.0165001	0.0177419	0.0783347	0.0288174
r	0.144622	0.504924	0.0618982	0.032404	0.0209204	0.0235886	0.012378	0.00896452	0.0717921	0.118508
e	0.397488	0.448519	0.0257854	0.0190718	0.0214978	0.0109714	0.00916209	0.0124917	0.0405794	0.0144331
f	0.157325	0.472968	0.0664546	0.04404	0.0438489	0.0247565	0.0243174	0.0303554	0.093813	0.0421216
f	0.0671003	0.228798	0.226606	0.22806	0.0551021	0.0264073	0.0127692	0.00816153	0.0396784	0.107318
ò	0.0717278	0.255998	0.137871	0.177952	0.0738579	0.0592615	0.0249732	0.0256794	0.102264	0.0704142
m	0.0280525	0.293903	0.312699	0.224176	0.0806976	0.0283752	0.00663084	0.0057417	0.0106987	0.00902511
m	0.0141756	0.119764	0.168121	0.176522	0.164434	0.0629548	0.0427018	0.0109402	0.0164477	0.223938
u	0.0239298	0.197417	0.221006	0.167039	0.115408	0.0904042	0.0458522	0.0306964	0.0359486	0.0722997
e	0.0112434	0.0706693	0.202284	0.344373	0.247917	0.0840252	0.013285	0.00647431	0.0107232	0.00900529
m	0.012458	0.0317013	0.101414	0.342854	0.316171	0.142997	0.0170422	0.00679854	0.0149166	0.0136481
o	0.0148159	0.0220647	0.0744635	0.145576	0.161948	0.20836	0.115248	0.0352729	0.0315401	0.19071
m	0.0257723	0.0356159	0.0824317	0.207757	0.206293	0.276733	0.074493	0.0211313	0.0271604	0.0426124
a	0.0123037	0.018471	0.0581228	0.118593	0.129835	0.189679	0.198287	0.067614	0.0383409	0.168755
i	0.0242413	0.0293682	0.0485922	0.122818	0.137589	0.321444	0.162733	0.0402155	0.0292081	0.0837909
g	0.0158147	0.0180464	0.0321829	0.0831313	0.118158	0.272254	0.313746	0.0624676	0.0193292	0.0648699
r	0.00712632	0.0228616	0.0768119	0.123946	0.124981	0.132868	0.225163	0.0971558	0.0456328	0.143454
a	0.0128251	0.0153691	0.0232389	0.0571984	0.0625755	0.186946	0.283132	0.114706	0.038918	0.205091
m	0.00974738	0.010913	0.0120192	0.0239531	0.0298362	0.132008	0.375581	0.219658	0.0661246	0.120159
m	0.00732988	0.0451812	0.0979762	0.157742	0.12519	0.137225	0.196597	0.0913086	0.0562098	0.0852403
è	0.00424999	0.0167359	0.0601864	0.142814	0.109141	0.135227	0.183201	0.146986	0.0657085	0.135752
n	0.00694788	0.018465	0.0265827	0.0596621	0.0477844	0.145752	0.3651	0.24748	0.0305746	0.0516515
a	0.0109328	0.0268532	0.0373514	0.0451357	0.0464556	0.120133	0.205159	0.140762	0.0739385	0.293279
a	0.0121778	0.00891525	0.00968368	0.0144723	0.0199565	0.0427882	0.177138	0.170059	0.1865	0.358309
n	0.0110319	0.0096207	0.0130053	0.0233788	0.0311772	0.0533397	0.184854	0.158595	0.164862	0.350135
g	0.004795	0.0130929	0.0524009	0.0715156	0.0684424	0.075763	0.171288	0.156753	0.130922	0.255027
r	0.0107638	0.0109603	0.0110929	0.0131254	0.014807	0.0344239	0.157835	0.171995	0.185076	0.38992
à	0.00407328	0.00332199	0.00346102	0.00682675	0.00825534	0.0174975	0.0811774	0.0912533	0.421637	0.362496
m	0.00445201	0.00404814	0.00520323	0.0131772	0.0143186	0.02128	0.0820524	0.0852516	0.629165	0.141052
m	0.00698089	0.0292985	0.0613308	0.120457	0.089708	0.108449	0.191699	0.149128	0.113612	0.129337
a	0.00508189	0.00942218	0.0160389	0.0249361	0.0246428	0.065827	0.229643	0.182362	0.148629	0.293416
</S>	0.0184469	0.0155911	0.0176895	0.0208793	0.0266053	0.0398085	0.0489767	0.0673946	0.290634	0.453974
