 	voglio	che	Maria	che	venga	domani	</S>
i	0.940508	0.0372891	0.00482427	0.00350149	0.00338313	0.00347564	0.00701799
t	0.665426	0.129171	0.0184087	0.0159741	0.0150266	0.0913594	0.0646342
è	0.149437	0.522933	0.0262036	0.0202769	0.0111951	0.107614	0.162341
l	0.449075	0.472524	0.0169721	0.0060057	0.00459888	0.0156931	0.0351309
o	0.109663	0.335382	0.30231	0.0358149	0.0268559	0.0971384	0.0928356
k	0.0552241	0.587802	0.0836217	0.0282276	0.0163189	0.0665351	0.16227
a	0.0337103	0.198897	0.53877	0.0505076	0.0731967	0.0516895	0.0532284
i	0.0370787	0.28705	0.225971	0.0441064	0.0351826	0.0506981	0.319913
M	0.014754	0.0697468	0.623511	0.0607743	0.0467055	0.0427664	0.141742
a	0.0340458	0.180271	0.395864	0.111569	0.210463	0.0363239	0.0314629
r	0.020014	0.102281	0.391938	0.103881	0.0850009	0.068917	0.227968
ì	0.0162237	0.191813	0.378477	0.0764532	0.0792393	0.131299	0.126495
a	0.0130467	0.135228	0.348002	0.154693	0.155619	0.0664442	0.126968
n	0.0062007	0.0281905	0.241759	0.22354	0.224291	0.0952612	0.180758
a	0.00361241	0.0256628	0.189423	0.244875	0.379697	0.0935862	0.0631427
r	0.00497457	0.0141391	0.0232076	0.107044	0.108733	0.372544	0.369358
t	0.000888146	0.00415367	0.0443716	0.0648487	0.0975195	0.71196	0.0762583
i	0.00231897	0.0080276	0.0196541	0.145917	0.17701	0.366065	0.281008
à	0.000735714	0.00108791	0.0031992	0.0190013	0.0413458	0.773077	0.161553
v	0.000723151	0.00167744	0.00871772	0.015184	0.0230278	0.79903	0.15164
v	0.000683014	0.00827217	0.0260341	0.0365767	0.103623	0.520135	0.304676
r	0.0010419	0.00355055	0.00815594	0.0265528	0.0521647	0.436304	0.47223
i	0.00279802	0.0132138	0.0373945	0.0560063	0.0902868	0.519457	0.280844
</S>	0.00243354	0.00161633	0.00594392	0.0131361	0.0181349	0.71731	0.241426
