 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.935337	0.0342963	0.00894301	0.00415146	0.00200059	0.00136335	0.00129102	0.00124907	0.00126012	0.00123799	0.00123573	0.00123446	0.00123555	0.0012373	0.00127519	0.00265217
n	0.495437	0.302413	0.0366996	0.0211283	0.010879	0.00550038	0.00667066	0.00639352	0.0073142	0.00673481	0.00591706	0.00877668	0.0115182	0.0149372	0.0384084	0.0212729
ì	0.151566	0.280417	0.231683	0.0405495	0.0159192	0.01132	0.0116924	0.00869217	0.0111198	0.00907605	0.00791145	0.00624741	0.00800781	0.0128976	0.0686729	0.124228
c	0.141	0.641003	0.0909257	0.0493438	0.0194796	0.00658275	0.00459011	0.00295903	0.00312206	0.00310537	0.00309431	0.00273833	0.00437063	0.00577117	0.0128892	0.0090249
h	0.0454692	0.227462	0.41648	0.172593	0.0439816	0.0121295	0.0115796	0.00878701	0.0101087	0.00522246	0.00428389	0.00326802	0.00254074	0.00259157	0.0101084	0.0233941
a	0.201605	0.147916	0.196563	0.178685	0.053541	0.028374	0.0248094	0.0186679	0.0241115	0.0153171	0.0141361	0.0167887	0.0166974	0.0191601	0.0310024	0.0126259
t	0.106263	0.0889812	0.39433	0.0994004	0.0283245	0.0474621	0.034919	0.0187101	0.0263027	0.0169142	0.0161212	0.0162439	0.0162154	0.0170227	0.0371223	0.0356677
o	0.0500427	0.0513092	0.301205	0.184966	0.0466017	0.0421317	0.0381432	0.0325105	0.0362094	0.0273833	0.0230134	0.0181302	0.0156154	0.0219644	0.0495206	0.0612533
r	0.0387517	0.0574764	0.344799	0.200905	0.026736	0.0272734	0.0242839	0.0223411	0.0228098	0.0263606	0.0228347	0.0156715	0.0137442	0.0175982	0.0425941	0.09582
ì	0.0345108	0.0349785	0.15077	0.260064	0.073846	0.0282351	0.0261998	0.0248037	0.0252866	0.0362295	0.0348542	0.027197	0.0119509	0.0158343	0.0466321	0.168607
s	0.0804304	0.083387	0.293072	0.237921	0.0317502	0.0299064	0.0257943	0.0273808	0.0242325	0.0303662	0.0279126	0.0203411	0.00852576	0.00828036	0.0180667	0.0526328
o	0.0238019	0.0271718	0.167383	0.240683	0.0981379	0.0713586	0.069082	0.0645255	0.0724467	0.0352172	0.0308669	0.0221713	0.00917958	0.00918252	0.0191081	0.0396845
