 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.963184	0.0143975	0.00945217	0.00199431	0.00139344	0.00134183	0.00132876	0.00132542	0.00133349	0.0013921	0.00285702
n	0.594492	0.229023	0.0368794	0.00785995	0.010928	0.0116404	0.0108175	0.0105864	0.0206966	0.0312657	0.0358111
è	0.165085	0.365936	0.160837	0.0139814	0.0288742	0.0289764	0.00861445	0.00844923	0.0242204	0.076517	0.118508
r	0.320792	0.33895	0.142608	0.0522618	0.0117575	0.00939038	0.00664586	0.00706154	0.0135322	0.0317365	0.0652644
k	0.28498	0.19049	0.201006	0.074448	0.0492773	0.0283996	0.0163435	0.0169796	0.0191775	0.0345715	0.0843267
e	0.175363	0.128826	0.17953	0.213683	0.0659636	0.0320233	0.0293534	0.0277529	0.0440956	0.0491137	0.0542968
s	0.0735764	0.205224	0.333113	0.131723	0.0549178	0.0298957	0.0189303	0.0192284	0.0214943	0.0395169	0.0723795
e	0.0588507	0.152416	0.260136	0.181304	0.0862446	0.0594279	0.0224032	0.0206192	0.0279099	0.041524	0.0891653
k	0.0449118	0.139723	0.331752	0.120455	0.0551588	0.0565952	0.0176744	0.0157283	0.02207	0.0378681	0.158063
a	0.0212397	0.14736	0.195722	0.245014	0.10505	0.0415081	0.0310027	0.0157595	0.0248319	0.0438215	0.128691
i	0.0430046	0.0857672	0.23112	0.213577	0.0613311	0.0640743	0.0238889	0.0184412	0.0274739	0.0395538	0.191768
m	0.0355381	0.045536	0.0892814	0.330625	0.0822559	0.0690471	0.0411948	0.0289551	0.0238947	0.0327906	0.220882
è	0.015575	0.0688274	0.117587	0.204249	0.232488	0.0569667	0.0612889	0.0415382	0.0403875	0.031901	0.129191
r	0.0165417	0.0331112	0.110008	0.520691	0.132744	0.0407976	0.0369838	0.0233613	0.00712468	0.0130081	0.0656281
i	0.0136252	0.0254138	0.044368	0.243416	0.223829	0.138358	0.121462	0.063851	0.0186858	0.0307436	0.0762477
è	0.0144057	0.0176469	0.0359986	0.232076	0.327361	0.103969	0.0805142	0.0535287	0.0077627	0.0106031	0.116134
s	0.00980211	0.0177326	0.032758	0.375999	0.251155	0.0859687	0.0775388	0.0593694	0.00612665	0.00931692	0.0742324
s	0.00718086	0.0217729	0.0500148	0.227857	0.233347	0.0693486	0.0793987	0.0485808	0.0105839	0.0184379	0.233477
u	0.00807977	0.00956422	0.016393	0.143213	0.17538	0.133197	0.109777	0.103866	0.0581485	0.0413865	0.200994
m	0.00680915	0.00760507	0.0119032	0.07789	0.200839	0.136081	0.165946	0.133376	0.0206028	0.0218664	0.217082
u	0.00530735	0.0129216	0.0155024	0.0697673	0.170586	0.122912	0.195938	0.123304	0.0563536	0.0568473	0.170561
a	0.00662257	0.00675961	0.00733738	0.0194173	0.103454	0.155461	0.201808	0.204635	0.0487192	0.0317965	0.21399
v	0.00534799	0.00575182	0.00613794	0.0241441	0.116926	0.142025	0.244944	0.199198	0.0505818	0.0273021	0.177642
ò	0.00148363	0.00249848	0.00383604	0.0305354	0.0865109	0.0610007	0.0840741	0.0712476	0.193052	0.387792	0.0779698
r	0.00326804	0.00399385	0.00539056	0.0323912	0.0761547	0.0986231	0.168363	0.165884	0.110036	0.158172	0.177723
a	0.00306591	0.0038877	0.00451364	0.0208543	0.0759765	0.111887	0.1718	0.166488	0.15632	0.142699	0.142508
s	0.00372271	0.0038089	0.00421267	0.00889861	0.0394113	0.0627521	0.0917017	0.112893	0.170617	0.286909	0.215074
o	0.00251789	0.00289832	0.00325859	0.0162203	0.065541	0.0950794	0.139828	0.135051	0.160781	0.255361	0.123464
t	0.00322486	0.00327081	0.00341915	0.00574561	0.0294971	0.0429935	0.0592493	0.0707363	0.169371	0.413997	0.198496
o	0.00148895	0.00172736	0.00194801	0.00995686	0.0400669	0.056933	0.084531	0.0824352	0.146457	0.478721	0.0957347
t	0.00177404	0.00179303	0.00184335	0.0027598	0.0139523	0.0192777	0.0209887	0.0236735	0.133379	0.631988	0.14857
s	0.00106595	0.00121254	0.00135437	0.00614451	0.024811	0.0350201	0.0572605	0.0573837	0.149568	0.571695	0.0944842
o	0.000999768	0.00105607	0.00111816	0.00287224	0.0125503	0.0142083	0.0177775	0.019195	0.151709	0.664601	0.113913
m	0.00110256	0.00110712	0.00109847	0.00155576	0.00778385	0.0107851	0.0108741	0.0116635	0.122561	0.671629	0.15984
ì	0.0012829	0.00371518	0.00453512	0.0214893	0.0624387	0.0472738	0.0692941	0.0661205	0.232387	0.408866	0.0825969
</S>	0.000510674	0.000566961	0.000649115	0.00238095	0.00735008	0.00789496	0.00841901	0.010741	0.130967	0.622666	0.207855
