 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.898465	0.0290171	0.0160228	0.0158849	0.0156844	0.024926
c	0.628289	0.0679908	0.0628093	0.0881501	0.0631035	0.0896578
h	0.0933746	0.702402	0.0786389	0.0153734	0.0499441	0.0602672
e	0.341741	0.379637	0.112165	0.0503382	0.0837235	0.0323951
p	0.0876934	0.721741	0.0693816	0.023507	0.0407904	0.0568864
o	0.013232	0.205694	0.410699	0.0760379	0.0800511	0.214286
l	0.0314947	0.495658	0.292332	0.0299631	0.0439127	0.10664
e	0.00855638	0.144309	0.242341	0.283061	0.17897	0.142763
m	0.022742	0.221263	0.44202	0.0741192	0.0910282	0.148827
ì	0.00874103	0.042538	0.130075	0.325866	0.351286	0.141494
s	0.0174716	0.235376	0.420147	0.120821	0.0801283	0.126056
o	0.0167174	0.0908311	0.489695	0.180816	0.0450421	0.176899
n	0.0103043	0.0400928	0.239912	0.337508	0.185233	0.18695
t	0.00760219	0.035079	0.100224	0.337824	0.343047	0.176224
a	0.00622072	0.0154105	0.0759963	0.420046	0.26336	0.218967
ò	0.00744961	0.0186649	0.0536921	0.267369	0.313562	0.339262
l	0.00307895	0.0162347	0.0518545	0.136109	0.467616	0.325108
i	0.00327322	0.0203866	0.0410228	0.155988	0.64206	0.137269
t	0.0108197	0.0204936	0.0331076	0.144654	0.239958	0.550966
i	0.0027083	0.00618014	0.0175674	0.119941	0.601074	0.25253
n	0.00866808	0.0172002	0.024338	0.104086	0.323524	0.522184
a	0.00290711	0.0147977	0.0411889	0.136058	0.627954	0.177094
d	0.00962915	0.0151638	0.0230003	0.096372	0.455083	0.400752
d	0.00102898	0.013172	0.0349065	0.104451	0.706131	0.140311
o	0.00225898	0.0166728	0.0288573	0.0778787	0.600313	0.27402
m	0.00643745	0.015546	0.0230359	0.178693	0.330822	0.445466
à	0.00205598	0.0101268	0.0322413	0.128672	0.651884	0.17502
d	0.00407316	0.0182619	0.0201545	0.0604457	0.480918	0.416147
a	0.0048691	0.00952615	0.0139505	0.0477668	0.496835	0.427053
</S>	0.0137179	0.0118631	0.0128446	0.0480788	0.346793	0.566702
