 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
e	0.957124	0.0219849	0.00647221	0.00294745	0.00188175	0.00185956	0.00187433	0.00188802	0.0039677
t	0.691584	0.127555	0.0339739	0.0171426	0.00981246	0.0111755	0.0192415	0.0628297	0.0266854
t	0.247611	0.381031	0.0355562	0.0227726	0.0106927	0.0111204	0.0138022	0.103696	0.173719
è	0.470804	0.199668	0.0567224	0.0395932	0.0108448	0.0116662	0.0303501	0.0941307	0.0862202
d	0.273304	0.560065	0.0715047	0.023578	0.00616283	0.00660367	0.0107076	0.0243274	0.0237467
e	0.239775	0.22795	0.11488	0.102775	0.0254203	0.0225032	0.0158337	0.0712831	0.17958
c	0.0948518	0.518513	0.0779867	0.064694	0.0269142	0.0278419	0.0288013	0.0665177	0.0938797
i	0.0631026	0.27502	0.285005	0.222019	0.0180887	0.0174784	0.00950081	0.0426419	0.0671441
d	0.0606965	0.285284	0.116603	0.0973256	0.0481608	0.0443206	0.0305023	0.0839642	0.233143
è	0.0144039	0.115087	0.319562	0.347397	0.0249938	0.0266293	0.02244	0.0519914	0.0774963
t	0.0721017	0.338198	0.233267	0.184862	0.0391634	0.0365294	0.0119524	0.0211112	0.0628149
s	0.0229743	0.233719	0.271783	0.300192	0.0500017	0.0295298	0.00962726	0.0250102	0.0571627
a	0.0222723	0.0787572	0.364016	0.368602	0.0608669	0.0327827	0.0129736	0.0237347	0.0359943
m	0.0185507	0.0533665	0.412406	0.364744	0.0325237	0.0293336	0.00952605	0.0199557	0.0595936
o	0.0199027	0.0376565	0.141869	0.186133	0.117596	0.0939032	0.0306443	0.0614587	0.310837
k	0.0186068	0.0251962	0.392733	0.406464	0.0441727	0.0358723	0.010706	0.0223171	0.043932
a	0.0120596	0.064663	0.237822	0.364623	0.0960931	0.0623169	0.0196842	0.0420457	0.100693
s	0.0167501	0.0237028	0.375995	0.371169	0.0505012	0.0483228	0.0121448	0.0244618	0.0769515
ì	0.0101233	0.0170154	0.293543	0.412378	0.0851583	0.0546684	0.0162641	0.0254106	0.0854393
m	0.00896553	0.0262875	0.383645	0.362119	0.075447	0.0586466	0.0135916	0.00948531	0.0618124
m	0.0100735	0.0672293	0.175321	0.2731	0.13633	0.115847	0.0228936	0.0527808	0.146425
e	0.00750372	0.0476239	0.205903	0.297624	0.0837135	0.0933727	0.0518233	0.105741	0.106695
r	0.0112179	0.0302239	0.133937	0.234102	0.228304	0.219266	0.0189943	0.0327072	0.0912475
i	0.00893684	0.0114052	0.107058	0.167477	0.264723	0.225202	0.0255983	0.038457	0.151142
p	0.0102072	0.0120496	0.12189	0.153659	0.350905	0.204326	0.0286371	0.0277466	0.0905802
à	0.00431302	0.0168243	0.123269	0.193547	0.18759	0.139236	0.0827131	0.14055	0.111958
m	0.00657731	0.012632	0.166878	0.189524	0.308515	0.187793	0.0277805	0.0126083	0.0876918
e	0.00646994	0.0231049	0.109075	0.174973	0.170292	0.188135	0.0636371	0.103121	0.161192
s	0.00770187	0.00842183	0.0421481	0.0549411	0.288055	0.345948	0.0982186	0.0514898	0.103076
t	0.00654684	0.00869339	0.0358378	0.0531176	0.201755	0.259668	0.118827	0.102291	0.213264
i	0.00541142	0.00622976	0.0350171	0.0481338	0.206145	0.265656	0.141822	0.0926977	0.198887
s	0.00566431	0.00622102	0.0255176	0.0317716	0.162718	0.240406	0.183466	0.152191	0.192044
p	0.00417244	0.00565847	0.0287033	0.0450119	0.17274	0.203773	0.141645	0.229709	0.168587
i	0.00270426	0.00495142	0.104628	0.124457	0.164936	0.156637	0.0988467	0.189619	0.153221
à	0.003582	0.00403443	0.0172392	0.0194159	0.0580873	0.112121	0.197118	0.364719	0.223683
g	0.00160708	0.00241355	0.0149954	0.0192435	0.0416531	0.0723382	0.0820762	0.6101	0.155573
g	0.001486	0.00463571	0.0281073	0.0430926	0.0538995	0.0659784	0.184453	0.530165	0.0881817
i	0.0135076	0.013739	0.0180748	0.0181183	0.0383668	0.0791332	0.333745	0.175661	0.309654
a	0.00765274	0.00867678	0.00637765	0.00705887	0.0197506	0.0451225	0.177391	0.301976	0.425994
</S>	0.00404815	0.00512205	0.00551417	0.00589397	0.0174991	0.0419385	0.119267	0.523274	0.277443
