 	la	casa	la	costruirono	i	muratori	</S>
o	0.933278	0.0490615	0.00482195	0.00270299	0.00257071	0.00246604	0.0050989
s	0.654336	0.248018	0.0148688	0.0166165	0.0113613	0.0188825	0.0359167
p	0.167588	0.592582	0.0430717	0.00977037	0.00691905	0.0247133	0.155355
ì	0.21254	0.603016	0.0334504	0.0106747	0.0154841	0.0413194	0.0835156
t	0.186461	0.747631	0.0330464	0.00718362	0.00709487	0.00904955	0.00953296
i	0.075716	0.434689	0.36511	0.0309211	0.0210733	0.0344933	0.0379973
o	0.0816319	0.50449	0.228143	0.0266636	0.0209314	0.0432636	0.0948773
f	0.0602341	0.128928	0.606922	0.0430629	0.0220915	0.0369174	0.101845
a	0.0213812	0.0838266	0.55142	0.144995	0.0413111	0.0345638	0.122502
b	0.0566924	0.102571	0.577273	0.0447219	0.0172877	0.0473011	0.154152
b	0.0142803	0.166968	0.477641	0.119111	0.0695419	0.075446	0.0770113
r	0.0368103	0.206653	0.542093	0.10034	0.0313488	0.028692	0.0540624
i	0.0182532	0.101811	0.589908	0.136867	0.0419994	0.0574894	0.0536721
k	0.0168144	0.0448972	0.725264	0.153057	0.0219911	0.0169962	0.0209804
è	0.0157807	0.0427757	0.204882	0.327723	0.0674459	0.0763414	0.265051
t	0.0104267	0.0317121	0.399744	0.381971	0.121821	0.0203511	0.0339743
s	0.0166833	0.035476	0.302478	0.34628	0.0737269	0.0391977	0.186158
a	0.0161722	0.025568	0.164432	0.455188	0.170052	0.0446934	0.123895
n	0.0103729	0.0132977	0.0724788	0.38636	0.32202	0.101489	0.0939819
e	0.0063379	0.0157425	0.0743186	0.28768	0.328435	0.0814008	0.206085
e	0.0164779	0.0178197	0.0399649	0.212346	0.243375	0.189617	0.2804
f	0.0119693	0.013466	0.0360972	0.239804	0.204879	0.209631	0.284153
a	0.00210449	0.00594795	0.0480393	0.162719	0.293773	0.393435	0.0939803
b	0.00863593	0.0102251	0.0253827	0.0565891	0.0865748	0.400093	0.4125
b	0.000970821	0.00332302	0.0313759	0.0645104	0.141599	0.671656	0.0865654
r	0.00608449	0.0171078	0.0634409	0.100172	0.136283	0.387547	0.289365
i	0.0139215	0.0305791	0.127731	0.21557	0.207343	0.183686	0.221168
k	0.0108643	0.0122857	0.0244243	0.101276	0.134809	0.369218	0.347123
a	0.00409849	0.00535793	0.0104079	0.0479886	0.202322	0.420216	0.30961
t	0.0187914	0.0199255	0.0154333	0.0367927	0.0496331	0.291564	0.56786
ù	0.00370363	0.00412627	0.00513094	0.0210438	0.0466764	0.47035	0.448969
r	0.00575937	0.00638685	0.0133514	0.0459456	0.0645867	0.443589	0.420381
i	0.0048519	0.0053471	0.00949506	0.0410203	0.0371444	0.348511	0.55363
</S>	0.0207339	0.0214498	0.0208585	0.0514421	0.0486408	0.233914	0.602961
