 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.935997	0.0346636	0.00867239	0.00347986	0.00321212	0.00322657	0.00396049	0.00678789
ì	0.259432	0.378201	0.178873	0.0344785	0.0359992	0.0326136	0.0155903	0.0648119
n	0.648742	0.244599	0.0602501	0.0133214	0.00869897	0.0108668	0.00658012	0.00694084
i	0.313165	0.48685	0.127838	0.0223375	0.0149772	0.0133456	0.0122137	0.00927369
e	0.0952345	0.381121	0.360895	0.0501397	0.0392158	0.0210537	0.0245815	0.0277593
n	0.083079	0.228358	0.417462	0.0809512	0.092878	0.0219963	0.027279	0.0479974
è	0.0312995	0.224471	0.319116	0.187503	0.0464062	0.0159256	0.0172179	0.158061
r	0.0546788	0.106266	0.359622	0.336379	0.0813966	0.0169498	0.0126268	0.0320805
k	0.0228216	0.119519	0.247037	0.260125	0.239491	0.0354463	0.00743103	0.0681291
o	0.033392	0.0758838	0.193802	0.214627	0.270676	0.0698181	0.0518316	0.0899694
t	0.0139075	0.0158994	0.036894	0.301785	0.562556	0.0296493	0.0100394	0.029269
t	0.0242604	0.041942	0.0657796	0.356737	0.308837	0.0436736	0.0303381	0.128432
e	0.0142661	0.0167549	0.0242772	0.241289	0.450716	0.0992661	0.0390997	0.114331
e	0.0116032	0.0116839	0.0177548	0.139668	0.486171	0.224216	0.0254878	0.0834148
t	0.0159832	0.0178982	0.0221301	0.190803	0.473611	0.156216	0.0195515	0.103807
u	0.00823573	0.0120305	0.0217829	0.152992	0.270627	0.171842	0.0509702	0.311519
s	0.0132182	0.0131557	0.016599	0.0427967	0.246056	0.419675	0.0849134	0.163586
m	0.00352563	0.00446555	0.00705597	0.0647698	0.130575	0.200205	0.18635	0.403053
è	0.00478591	0.0176281	0.0509647	0.105416	0.207743	0.249751	0.128735	0.234976
n	0.00849444	0.0116126	0.018101	0.0563448	0.207608	0.229022	0.269692	0.199125
o	0.0054377	0.0148041	0.0174909	0.062414	0.0863857	0.179237	0.0985825	0.535648
m	0.0144223	0.0151257	0.0114149	0.0222317	0.0464235	0.287543	0.351457	0.251382
e	0.00669721	0.0182792	0.0249717	0.106861	0.20979	0.250537	0.0960836	0.28678
t	0.00713385	0.00745477	0.00586758	0.00969406	0.0161032	0.145228	0.485249	0.32327
r	0.00133492	0.00148265	0.00166107	0.00715542	0.0214715	0.116698	0.342993	0.507203
ò	0.00176971	0.00178535	0.00181274	0.00263208	0.00917256	0.112225	0.482253	0.38835
m	0.0041041	0.00419679	0.00478296	0.0110408	0.0395567	0.138223	0.527146	0.27095
e	0.0066021	0.0196065	0.0511838	0.0930277	0.176995	0.214075	0.187735	0.250775
</S>	0.0144535	0.0146555	0.011727	0.01589	0.021404	0.0922421	0.377057	0.452571
