 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.956969	0.0172499	0.00758961	0.00282217	0.00190505	0.00136751	0.00133368	0.00129749	0.00129211	0.00129167	0.00129313	0.00129504	0.001563	0.00273053
n	0.593044	0.137533	0.0396255	0.0228767	0.0154128	0.00583061	0.0071336	0.00916031	0.0098484	0.0122032	0.0160939	0.0195515	0.081753	0.0299339
ì	0.185427	0.254364	0.157524	0.02725	0.0205953	0.0115691	0.0124996	0.00707641	0.00675498	0.00985532	0.010958	0.0180634	0.115163	0.162899
c	0.216887	0.480706	0.0935566	0.0678154	0.0443586	0.0100852	0.00647189	0.0056015	0.00468506	0.00671043	0.00875711	0.00989207	0.0242271	0.0202452
h	0.0439113	0.209956	0.447838	0.133442	0.0637838	0.021593	0.0137521	0.00307373	0.00281707	0.00274616	0.00247024	0.00253328	0.0173964	0.0346869
e	0.136434	0.0822354	0.239432	0.199922	0.16582	0.0386581	0.0346416	0.0115488	0.0118951	0.0118618	0.0119334	0.0152807	0.026638	0.0136996
t	0.0985572	0.0851011	0.413292	0.0870812	0.0634614	0.0366407	0.0335597	0.0162124	0.0162236	0.0164415	0.0163594	0.0174551	0.0456959	0.0539187
o	0.0456671	0.0424131	0.361496	0.122819	0.100328	0.0595096	0.0463929	0.0151346	0.0148806	0.0154403	0.0141297	0.0214152	0.059962	0.0804113
r	0.0371489	0.0535589	0.399559	0.108437	0.0764814	0.0285736	0.0245668	0.0144636	0.0136934	0.015828	0.0141898	0.0185135	0.0565577	0.138429
ì	0.0251044	0.0223911	0.17402	0.208273	0.189969	0.0494654	0.036513	0.0181003	0.016921	0.0191606	0.0104821	0.012261	0.0415845	0.175754
s	0.071963	0.0609312	0.313809	0.189361	0.131538	0.0428048	0.0312558	0.0169271	0.0158515	0.0160147	0.00969492	0.00852461	0.0200333	0.0712909
o	0.0192996	0.0212821	0.202113	0.222749	0.184868	0.119056	0.105069	0.0139826	0.0138984	0.012716	0.00801284	0.00751775	0.0193819	0.050055
n	0.0198085	0.0287067	0.244724	0.248802	0.222282	0.0719137	0.0528867	0.00988399	0.00909975	0.0110834	0.00827123	0.0078489	0.0188338	0.0458551
