 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.777377	0.117123	0.0241173	0.0144968	0.0124205	0.0124164	0.014575	0.0274735
A	0.667766	0.0847705	0.0128368	0.0121143	0.0282613	0.0353831	0.107208	0.0516596
n	0.706677	0.203024	0.0335949	0.0118139	0.00459548	0.00580128	0.0232916	0.0112024
n	0.503973	0.245856	0.028196	0.0290737	0.0165295	0.0112455	0.0504818	0.114645
a	0.488516	0.241408	0.0397144	0.0307049	0.0356758	0.050388	0.0767904	0.0368033
à	0.225553	0.474714	0.059522	0.0526521	0.0343434	0.0341578	0.0733645	0.0456928
r	0.303802	0.45803	0.0815005	0.0552071	0.0341685	0.0138724	0.0249901	0.028429
t	0.145236	0.376126	0.262636	0.102644	0.0342954	0.0146018	0.0310011	0.0334602
e	0.11528	0.234998	0.306669	0.20743	0.0458057	0.0251119	0.036481	0.0282241
n	0.137165	0.333069	0.268854	0.0909313	0.0496497	0.0192571	0.0363545	0.0647199
a	0.0443456	0.282173	0.301647	0.147591	0.0422533	0.0196009	0.0500339	0.112355
s	0.133119	0.207561	0.340477	0.0999997	0.0639711	0.0251018	0.0490461	0.0807242
t	0.0457853	0.054346	0.442951	0.219935	0.0561205	0.0325113	0.0483665	0.0999841
è	0.0755898	0.0765743	0.356685	0.190887	0.0612554	0.0609041	0.0431941	0.13491
i	0.0598222	0.119087	0.548464	0.167302	0.0334582	0.0173778	0.014218	0.0402701
i	0.0451024	0.0464069	0.495743	0.299229	0.0487422	0.0156384	0.0279549	0.0211835
t	0.0385042	0.0347114	0.246724	0.489919	0.0825758	0.0281419	0.0420437	0.0373805
t	0.0162687	0.0244633	0.236387	0.383776	0.0855453	0.0428131	0.0653669	0.14538
u	0.0402133	0.0330699	0.18431	0.342509	0.0866075	0.0912006	0.0397301	0.18236
m	0.0394435	0.0319724	0.153485	0.441193	0.123129	0.0738562	0.043503	0.0934187
b	0.0150476	0.0516373	0.185135	0.254964	0.151295	0.0950346	0.120943	0.125943
r	0.0287181	0.0389186	0.296058	0.291905	0.101801	0.102442	0.0281307	0.112027
ò	0.0231297	0.0375742	0.164701	0.397407	0.153426	0.106999	0.0436145	0.0731493
s	0.0189023	0.0309664	0.199039	0.342964	0.244867	0.117231	0.0133494	0.0326814
e	0.0143163	0.0233804	0.127068	0.356744	0.230901	0.09789	0.0666905	0.0830097
m	0.0140228	0.0112887	0.0333627	0.179801	0.357244	0.273595	0.0827907	0.047895
è	0.00961451	0.0190422	0.0532726	0.147283	0.22862	0.204558	0.12112	0.216489
n	0.0132966	0.0117529	0.0497895	0.163907	0.297419	0.296265	0.0906731	0.0768965
a	0.00709088	0.0128582	0.0397995	0.1075	0.181372	0.195713	0.138038	0.31763
s	0.00820411	0.00759335	0.00995434	0.0203936	0.127172	0.207267	0.331247	0.288167
t	0.00522574	0.00537877	0.0149239	0.048904	0.173316	0.173532	0.287242	0.291477
e	0.0035484	0.00320822	0.00576268	0.0188458	0.0967321	0.224922	0.453548	0.193433
p	0.00308366	0.00265724	0.00395575	0.00770233	0.0309547	0.0734487	0.655071	0.223127
l	0.00168293	0.00304432	0.0256606	0.0431431	0.065726	0.112318	0.61638	0.132045
ò	0.0090191	0.00888694	0.00974311	0.0130157	0.0586113	0.171622	0.358173	0.370929
n	0.00249565	0.00206056	0.00502785	0.0121128	0.0252919	0.0365301	0.831598	0.0848833
n	0.00126809	0.00186569	0.00581896	0.0165616	0.0309992	0.0515653	0.637361	0.25456
i	0.00987711	0.00971589	0.0126094	0.0197674	0.0427173	0.0991455	0.351216	0.454952
</S>	0.0119483	0.0114589	0.0137368	0.019083	0.0404433	0.0637894	0.509444	0.330096
