 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.753111	0.0962876	0.0443407	0.0114137	0.0116486	0.0127261	0.0073769	0.00695984	0.00682636	0.00680592	0.00675439	0.00676633	0.00679952	0.00747037	0.0147122
v	0.537516	0.115674	0.0344109	0.0124654	0.00768783	0.0213625	0.00858532	0.0123269	0.0127044	0.0192919	0.0254457	0.0312329	0.0359212	0.0859097	0.0394653
ò	0.230977	0.223351	0.112406	0.0235096	0.0109168	0.0161583	0.0135905	0.0197964	0.0192319	0.028545	0.0116463	0.0122936	0.0139005	0.067736	0.195941
s	0.219833	0.617004	0.0502096	0.0201315	0.0112222	0.0120559	0.00632586	0.00457302	0.00455466	0.00465827	0.0045102	0.00585844	0.00783419	0.0202599	0.0109693
t	0.184917	0.421851	0.0776904	0.0355515	0.0188519	0.0434331	0.0220181	0.0255333	0.0187973	0.0221565	0.0182112	0.0183926	0.0181037	0.040297	0.0341949
o	0.0949726	0.292305	0.137641	0.0731722	0.0420185	0.0569643	0.0289147	0.0306316	0.0290574	0.0303535	0.0266163	0.0275978	0.028449	0.0662007	0.0351052
d	0.065102	0.400136	0.169915	0.0383641	0.029277	0.0385611	0.0263712	0.0291726	0.026127	0.0260236	0.0182239	0.0189988	0.0195486	0.044595	0.0495839
e	0.0199945	0.0976953	0.202015	0.192717	0.125745	0.0499915	0.048972	0.0376054	0.0251629	0.0301357	0.0138192	0.00852106	0.0103866	0.0384432	0.0987955
r	0.0543281	0.299982	0.256801	0.0367621	0.0271307	0.028805	0.0252252	0.0330695	0.0373752	0.0372354	0.0153206	0.016023	0.0169624	0.0422386	0.0727417
f	0.0232583	0.0856503	0.22209	0.15331	0.102815	0.0438912	0.0455029	0.0422951	0.0374301	0.0392187	0.0177209	0.0105137	0.0093459	0.0395732	0.127384
ò	0.0309859	0.13175	0.264686	0.10788	0.0693731	0.0393043	0.0410254	0.04858	0.0472224	0.0463298	0.014806	0.0121683	0.0148049	0.0485511	0.0825329
m	0.0394073	0.212235	0.345183	0.112457	0.0818906	0.032346	0.0345298	0.0306259	0.0275952	0.0267442	0.00832462	0.00669767	0.00645976	0.0131894	0.0223137
u	0.0124493	0.0541539	0.128455	0.124683	0.125843	0.168792	0.0916734	0.0659146	0.034694	0.0416916	0.0188909	0.00502389	0.0030818	0.010641	0.114012
e	0.021139	0.0790948	0.267685	0.188588	0.176084	0.0466528	0.0587216	0.0411991	0.0301193	0.0272565	0.00836329	0.00753239	0.00741807	0.0172981	0.0228469
n	0.0150347	0.02649	0.107813	0.285099	0.218336	0.0730199	0.104407	0.0499753	0.0296066	0.0283761	0.0092664	0.00662539	0.00610293	0.0160135	0.0238343
t	0.00897138	0.045339	0.106302	0.169478	0.131986	0.202305	0.136621	0.0835416	0.0232	0.0200628	0.00912167	0.00392763	0.00326689	0.0114308	0.0444459
u	0.0195972	0.0274601	0.0796501	0.188383	0.151343	0.0993099	0.125583	0.0847201	0.0528895	0.0424626	0.0168347	0.00982146	0.00979972	0.0373681	0.0547774
t	0.0147829	0.0222605	0.0521651	0.187034	0.155032	0.104628	0.166666	0.113606	0.0564245	0.0382219	0.0134787	0.00759397	0.0065168	0.0271161	0.0344725
ò	0.00922576	0.0111634	0.0282669	0.131222	0.100138	0.191851	0.177269	0.152768	0.0484131	0.0381617	0.0194413	0.00952693	0.00570872	0.01714	0.0597043
g	0.0113355	0.0276054	0.0758365	0.169952	0.16483	0.109879	0.163307	0.122027	0.0534425	0.0307784	0.015364	0.00905662	0.00578929	0.00830622	0.032491
r	0.00474176	0.0173223	0.0538187	0.101949	0.0786937	0.218151	0.11533	0.141369	0.0513103	0.0666285	0.0302116	0.011911	0.00607181	0.0156277	0.0868637
a	0.00883207	0.0107816	0.0207867	0.0997559	0.0784873	0.144287	0.159958	0.219173	0.097513	0.0797229	0.0175812	0.00643681	0.00437616	0.0145813	0.0377265
z	0.00718875	0.00873813	0.0126428	0.0599864	0.0573897	0.0804015	0.134953	0.248164	0.163864	0.14205	0.0253776	0.00850543	0.00459482	0.016809	0.0293347
z	0.00419443	0.00976374	0.0427127	0.0856799	0.0675355	0.184317	0.0980973	0.138539	0.0758014	0.104094	0.0452681	0.023395	0.0200029	0.0254117	0.0751878
a	0.0104791	0.0115298	0.0143965	0.04665	0.052354	0.0746532	0.11489	0.154638	0.0802203	0.114452	0.0906313	0.0382818	0.0242781	0.0295324	0.143014
