 	voglio	un	forno	che	vende	rustici	</S>
t	0.956885	0.0258958	0.00481377	0.00249538	0.00234491	0.00261691	0.004948
è	0.50985	0.231906	0.0241774	0.0135145	0.0331286	0.151405	0.0360183
l	0.528821	0.368335	0.0252656	0.00878315	0.0140568	0.0372968	0.0174416
o	0.143644	0.344553	0.302035	0.0520076	0.0122347	0.0533713	0.0921544
è	0.0762786	0.632439	0.0929894	0.0270409	0.0210206	0.0788853	0.0713466
n	0.0589501	0.675626	0.202109	0.0231573	0.00799229	0.0151532	0.0170123
a	0.0346247	0.259342	0.508904	0.0877376	0.00818283	0.0259203	0.0752878
f	0.0343595	0.186511	0.556524	0.0752304	0.0233103	0.0580355	0.0660292
ù	0.0100109	0.129931	0.454316	0.261941	0.0342222	0.0221237	0.0874553
r	0.0227151	0.118694	0.568871	0.202137	0.025337	0.0148696	0.0473766
n	0.010432	0.175363	0.515701	0.165307	0.028113	0.0250671	0.0800165
o	0.0146203	0.055278	0.426295	0.219332	0.0896016	0.11311	0.0817634
k	0.0119141	0.0352361	0.263983	0.55811	0.0449429	0.0342202	0.0515943
a	0.0163248	0.0549168	0.24707	0.284312	0.0856784	0.0436076	0.26809
p	0.0144241	0.0304922	0.0931267	0.398983	0.164247	0.0739214	0.224805
u	0.00353118	0.0124156	0.111189	0.257078	0.383538	0.0761173	0.156131
l	0.0150209	0.0345857	0.0636673	0.164168	0.25836	0.0888034	0.375395
ì	0.00266381	0.0110347	0.0697781	0.178732	0.518881	0.0752333	0.143677
r	0.00679029	0.0264931	0.0762237	0.191316	0.275634	0.0725456	0.350998
ù	0.00543122	0.0158711	0.0765564	0.225303	0.303226	0.125166	0.248447
s	0.00376511	0.0116991	0.0248479	0.0643761	0.201729	0.33371	0.359874
t	0.00539772	0.0214764	0.106135	0.274814	0.310763	0.118016	0.163398
i	0.0137155	0.0227697	0.084621	0.160884	0.256161	0.204395	0.257454
k	0.00282119	0.00332344	0.00803564	0.010763	0.0886566	0.794639	0.0917616
u	0.004293	0.00758672	0.0162125	0.060257	0.311714	0.112556	0.487381
</S>	0.0143942	0.00848248	0.0122671	0.0173144	0.0946606	0.547467	0.305414
