 	non	mi	aspetti	che	non	vengo	</S>
m	0.914864	0.039826	0.0197984	0.00598637	0.00655135	0.00430394	0.00867032
ì	0.0880602	0.0744485	0.0549045	0.0126311	0.0415305	0.0703399	0.658085
m	0.274196	0.585938	0.0948958	0.0148518	0.0135924	0.00580217	0.0107234
e	0.0335015	0.0832604	0.181808	0.119652	0.0387602	0.0570706	0.485947
m	0.0302998	0.473078	0.412212	0.0411016	0.0127053	0.0174285	0.0131743
ì	0.0271112	0.0490873	0.0579325	0.19073	0.0917787	0.120942	0.462418
n	0.0223758	0.168797	0.297398	0.449061	0.0239345	0.00966198	0.0287713
e	0.102239	0.128913	0.158547	0.286238	0.0556091	0.0567392	0.211715
k	0.0209349	0.0445209	0.0506913	0.337643	0.221619	0.14959	0.175001
a	0.0189856	0.0391907	0.0745385	0.231868	0.140925	0.200419	0.294072
e	0.0262381	0.030705	0.0274818	0.0539112	0.246249	0.104153	0.511262
n	0.017362	0.0208043	0.0262795	0.055238	0.298153	0.189425	0.392738
è	0.00279137	0.00874205	0.0202986	0.083609	0.263524	0.415231	0.205803
r	0.0179733	0.0243759	0.0203456	0.0365621	0.226251	0.199735	0.474757
k	0.00481216	0.00808025	0.0115489	0.0325516	0.383156	0.217348	0.342503
u	0.00541169	0.00669447	0.0112497	0.0390693	0.269221	0.236493	0.431861
m	0.0357617	0.0364273	0.0357249	0.0577498	0.247013	0.250426	0.336898
e	0.00894561	0.0169904	0.0183047	0.0451351	0.335257	0.341357	0.23401
</S>	0.0201348	0.0211647	0.0202604	0.0451183	0.219247	0.243629	0.430446
