 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.909748	0.0604305	0.0141906	0.00431025	0.00189049	0.00183528	0.00183976	0.00191029	0.0038445
o	0.413054	0.353822	0.0734882	0.0150165	0.00654025	0.0156162	0.0240533	0.0698673	0.028542
f	0.212819	0.558031	0.0580248	0.0278151	0.0106911	0.0142503	0.0168101	0.069603	0.0319546
à	0.0812349	0.345671	0.16145	0.0312308	0.0278598	0.0406346	0.0236029	0.122573	0.165744
i	0.116914	0.723875	0.094324	0.0242754	0.00524723	0.00733183	0.00620798	0.0129471	0.00887696
e	0.115173	0.367881	0.252989	0.0537535	0.0283161	0.0414778	0.0264752	0.0637014	0.0502333
e	0.0828111	0.165238	0.344874	0.110565	0.0427005	0.0641574	0.0296685	0.078186	0.0817993
t	0.0742595	0.0994514	0.270221	0.214165	0.0566208	0.0820192	0.0296896	0.0790748	0.0944987
è	0.0384936	0.0586576	0.15673	0.223599	0.109647	0.0564088	0.0437184	0.104443	0.208303
l	0.0607164	0.166077	0.309786	0.26284	0.0628761	0.0526385	0.0169815	0.0276211	0.0404627
i	0.0184931	0.0596618	0.149182	0.239159	0.154602	0.0467146	0.0216391	0.0583578	0.25219
f	0.0352413	0.0410045	0.111308	0.3047	0.306648	0.0664563	0.0211969	0.0553749	0.0580701
a	0.0139921	0.0234411	0.131704	0.246728	0.279438	0.0537015	0.0395237	0.0484028	0.163068
m	0.0250457	0.0296689	0.0476253	0.173822	0.445194	0.0860513	0.038209	0.0523354	0.102048
è	0.0121937	0.0189303	0.0647274	0.149138	0.241996	0.125872	0.0595236	0.0804124	0.247207
n	0.0106362	0.0154031	0.0478364	0.229112	0.465897	0.13253	0.0271522	0.0140795	0.057354
o	0.0131829	0.0232201	0.0705576	0.155254	0.192911	0.147302	0.0625214	0.0812798	0.253771
s	0.0129717	0.0122722	0.014244	0.0256935	0.308937	0.333999	0.095674	0.0821361	0.114072
ù	0.0100478	0.0103972	0.0153262	0.0316953	0.238386	0.262811	0.0811133	0.0994582	0.250765
b	0.00684523	0.00921199	0.0144128	0.0357239	0.263635	0.326695	0.149221	0.0605702	0.133685
i	0.00257485	0.00683035	0.0277446	0.0818861	0.116767	0.121199	0.0900157	0.3773	0.175683
t	0.00597754	0.00669987	0.00798467	0.0142691	0.0763565	0.281996	0.273807	0.222229	0.110681
o	0.00633669	0.00629991	0.00869864	0.0138836	0.0662467	0.165134	0.216316	0.274985	0.242099
è	0.00495687	0.00375564	0.00390328	0.00468587	0.0150482	0.0691604	0.148886	0.532535	0.217069
p	0.00122019	0.00116047	0.00159512	0.00282688	0.0114682	0.0256042	0.0499547	0.790553	0.115617
r	0.00115772	0.00139622	0.00524493	0.0210529	0.0572097	0.066434	0.0936955	0.640542	0.113267
è	0.00132772	0.00145159	0.00165845	0.00271257	0.00856228	0.0242727	0.0574949	0.761484	0.141036
s	0.00120922	0.000952545	0.00113847	0.00198775	0.0084916	0.0248151	0.0382036	0.834146	0.0890561
t	0.00131254	0.00103621	0.00128701	0.0020815	0.0151747	0.0399728	0.0571024	0.755271	0.126762
o	0.003741	0.0036517	0.00376801	0.00436744	0.0126728	0.0295111	0.0690237	0.680872	0.192393
</S>	0.00468079	0.00318182	0.00333543	0.0027562	0.0042343	0.0235577	0.0412547	0.754751	0.162248
