 	le	melanzane	vogliono	girate	</S>
i	0.972954	0.0141424	0.0034077	0.00327722	0.00621901
m	0.818124	0.0866856	0.00723689	0.0208877	0.0670659
a	0.218499	0.583811	0.012493	0.0194679	0.16573
r	0.498492	0.193644	0.0210644	0.0678921	0.218907
a	0.121625	0.763921	0.0100399	0.0119573	0.0924564
n	0.20146	0.591318	0.0197405	0.0307285	0.156753
g	0.0908696	0.658659	0.0389794	0.0405076	0.170985
i	0.133438	0.622073	0.0542631	0.0364851	0.153741
à	0.17276	0.258867	0.0446216	0.0623272	0.461423
n	0.174515	0.502798	0.115695	0.0475529	0.159439
e	0.0386493	0.201613	0.106597	0.214901	0.438239
i	0.204768	0.219135	0.100255	0.146603	0.329238
t	0.152085	0.167117	0.0858875	0.228744	0.366166
è	0.0268454	0.0865572	0.0786945	0.230405	0.577498
l	0.0833379	0.197501	0.144358	0.128045	0.446759
u	0.0168314	0.0614467	0.175881	0.191358	0.554483
n	0.116955	0.101272	0.0652937	0.236483	0.479996
e	0.0134553	0.0603421	0.250973	0.203888	0.471342
v	0.0723123	0.0481859	0.0646245	0.16031	0.654567
o	0.003698	0.0183889	0.12539	0.634407	0.218115
t	0.056451	0.0407333	0.0592235	0.210256	0.633336
i	0.0063951	0.00624779	0.0186716	0.626882	0.341803
m	0.0219328	0.0161791	0.0247376	0.440963	0.496188
m	0.00534349	0.0679771	0.131294	0.665578	0.129808
è	0.00304645	0.014686	0.0627392	0.641897	0.277632
n	0.00982368	0.0112669	0.0258224	0.372444	0.580643
e	0.0151215	0.0148384	0.0308573	0.474855	0.464328
</S>	0.00848661	0.0109169	0.0290865	0.581788	0.369722
