 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.9615	0.0118847	0.0132583	0.00229044	0.00167801	0.00155487	0.00154285	0.00154265	0.00157436	0.00317386
t	0.713491	0.0921846	0.0689848	0.0106091	0.0122536	0.0116877	0.0127071	0.0152212	0.0384966	0.0243649
e	0.21764	0.395184	0.105784	0.0145896	0.0184018	0.00453023	0.00608963	0.0140388	0.0696161	0.154125
l	0.624499	0.123201	0.0710889	0.0337948	0.0239188	0.0118983	0.0122974	0.0177919	0.0514834	0.0300263
ì	0.155781	0.275661	0.127308	0.0216467	0.0237207	0.00754493	0.0119173	0.030066	0.145365	0.200989
s	0.197633	0.587388	0.0929828	0.0385502	0.0177276	0.00486483	0.00687457	0.00960867	0.0210961	0.0232741
i	0.206862	0.347725	0.199238	0.0365967	0.0361582	0.0106925	0.0164627	0.0225096	0.0451181	0.0786381
n	0.153356	0.474387	0.127636	0.0356319	0.0352781	0.010514	0.0165081	0.0236531	0.055663	0.0673726
a	0.060301	0.191278	0.290402	0.126346	0.0821909	0.0157439	0.0172239	0.0308443	0.0510784	0.134591
z	0.0866817	0.279899	0.326034	0.0440922	0.0423154	0.0119981	0.0187236	0.0301389	0.0707941	0.089323
ì	0.0199791	0.077296	0.15752	0.248061	0.195672	0.0311737	0.0347139	0.0317962	0.0775441	0.126245
s	0.090138	0.292389	0.399503	0.102426	0.0407598	0.00970835	0.011027	0.00773865	0.0134119	0.0328984
i	0.0261461	0.0987215	0.31614	0.25036	0.192224	0.0209403	0.0243813	0.0171256	0.0201087	0.0338532
n	0.0302848	0.131052	0.373967	0.263855	0.081398	0.0120918	0.0166403	0.0129952	0.0254248	0.0522918
a	0.0176737	0.065639	0.152826	0.247735	0.302521	0.0222402	0.0236696	0.021576	0.0187707	0.127349
m	0.036515	0.0635992	0.235806	0.311672	0.17692	0.0146243	0.0211601	0.0188838	0.0466435	0.0741766
i	0.013324	0.015923	0.0306846	0.155285	0.194171	0.112836	0.0720098	0.0378772	0.0580598	0.309828
n	0.0306688	0.0373618	0.0972476	0.257066	0.342759	0.0298269	0.0425583	0.0272405	0.0323544	0.102916
ì	0.00818662	0.0230661	0.069133	0.156938	0.338061	0.108665	0.0643586	0.0375842	0.0256904	0.168317
s	0.0102215	0.0310611	0.127749	0.397971	0.288429	0.0397106	0.0314626	0.00800061	0.00906304	0.0563316
e	0.00835804	0.016711	0.0799187	0.236592	0.359819	0.0796031	0.0735891	0.0240227	0.0205538	0.100832
l	0.0154009	0.0237455	0.0788333	0.246488	0.308276	0.108038	0.0911322	0.0232275	0.0256628	0.079196
i	0.00627472	0.016654	0.0494744	0.109772	0.175333	0.190834	0.102948	0.0601702	0.0687105	0.219829
p	0.0177255	0.0200193	0.0382356	0.14045	0.234283	0.158338	0.140172	0.0353734	0.0471813	0.168223
a	0.00347538	0.00837085	0.0285449	0.0709113	0.15688	0.184362	0.14545	0.186136	0.0894339	0.126436
r	0.0152187	0.0186608	0.0395957	0.114271	0.140862	0.163545	0.175032	0.0630276	0.0543025	0.215483
ò	0.00502958	0.00618537	0.0121741	0.072403	0.129296	0.200768	0.175486	0.133195	0.0893328	0.176131
n	0.00524767	0.00996761	0.0236711	0.127246	0.129204	0.196196	0.233019	0.118784	0.036032	0.120632
g	0.00437925	0.023412	0.0602874	0.0855607	0.171644	0.20807	0.146907	0.0730948	0.0612277	0.165417
h	0.0193986	0.0208001	0.0242569	0.0613604	0.102873	0.140393	0.129499	0.0728343	0.110808	0.317777
ì	0.0140197	0.0236904	0.0360126	0.0632219	0.0940766	0.134305	0.175963	0.119946	0.0891445	0.249621
z	0.00584899	0.0105768	0.0252523	0.0599648	0.0988926	0.144648	0.248003	0.21227	0.0949745	0.0995689
i	0.00341751	0.00509339	0.00837826	0.0335361	0.0579039	0.120385	0.15966	0.261357	0.192722	0.157547
n	0.0102274	0.0112787	0.0140328	0.0178735	0.0429467	0.0662441	0.141061	0.259127	0.208671	0.228538
a	0.00360914	0.00699079	0.00899927	0.0406776	0.040875	0.0878074	0.109595	0.298959	0.182988	0.219499
f	0.00888971	0.0106321	0.0100551	0.0114334	0.0268609	0.0418126	0.0720686	0.15831	0.243727	0.41621
à	0.00156221	0.00288304	0.005434	0.0249141	0.0464915	0.0828934	0.099215	0.277544	0.341816	0.117246
i	0.00264775	0.00329127	0.00663658	0.0129947	0.0258598	0.0354852	0.0535807	0.114195	0.564435	0.180875
a	0.00485118	0.0067428	0.00473106	0.0063979	0.0177813	0.0370886	0.0516322	0.109779	0.422017	0.338979
l	0.00389727	0.00534564	0.00352873	0.00439808	0.011259	0.0248184	0.035298	0.0970178	0.489975	0.324462
ì	0.00174766	0.00510034	0.0129668	0.0292153	0.0527819	0.082748	0.105135	0.287543	0.277201	0.145561
o	0.00203437	0.00234766	0.00349334	0.00587035	0.0155787	0.0227441	0.0308609	0.0544248	0.692379	0.170266
</S>	0.00504554	0.00625642	0.00391774	0.00445814	0.010934	0.0276271	0.0357906	0.0720208	0.560674	0.273276
