 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.919097	0.0521793	0.0160112	0.00238549	0.00201358	0.00196349	0.00206793	0.00428209
m	0.425516	0.47109	0.0423364	0.00637701	0.00945268	0.00590977	0.0160369	0.0232812
a	0.215993	0.244833	0.336318	0.029592	0.0202754	0.00676248	0.019315	0.126911
r	0.21937	0.567589	0.0856025	0.0190034	0.012874	0.0106242	0.0364571	0.0484799
ì	0.112647	0.27462	0.352577	0.0296012	0.0155548	0.00716681	0.0251759	0.182657
o	0.0749808	0.569278	0.315049	0.0148064	0.00451333	0.00379979	0.00466829	0.0129047
e	0.0705932	0.279236	0.462045	0.0685408	0.0200171	0.0166286	0.0227911	0.0601481
t	0.0802056	0.154648	0.448187	0.127628	0.0316181	0.0212941	0.0305373	0.105882
è	0.0451032	0.0666398	0.174572	0.360575	0.0798738	0.0178662	0.0267814	0.228588
l	0.0507495	0.183438	0.420208	0.220012	0.0371922	0.0142953	0.0141999	0.0599045
i	0.0195196	0.0857538	0.176777	0.321496	0.160384	0.0261361	0.0205428	0.189391
f	0.0270076	0.035978	0.101396	0.701679	0.0624261	0.0202719	0.0136415	0.0375995
a	0.0147842	0.0465597	0.155852	0.3847	0.230282	0.0426478	0.0169253	0.108249
m	0.0259699	0.0351689	0.0628228	0.549722	0.172124	0.0443225	0.0243522	0.085518
è	0.0100355	0.0204075	0.062371	0.180857	0.445673	0.149149	0.0338278	0.0976786
n	0.0108736	0.0178208	0.0399485	0.538	0.271221	0.0779873	0.00613269	0.0380162
o	0.0171488	0.0369436	0.0973054	0.248891	0.204425	0.0279971	0.0403459	0.326943
a	0.0186124	0.0169224	0.0197145	0.163928	0.460154	0.210745	0.0236674	0.0862556
p	0.0220004	0.0206285	0.0232992	0.146369	0.409988	0.215081	0.0300754	0.132559
p	0.00468511	0.00674535	0.0240927	0.129267	0.377916	0.284839	0.0798473	0.0926071
è	0.00972263	0.0103979	0.0120461	0.0723612	0.215694	0.303184	0.0526334	0.323961
n	0.00885732	0.0127661	0.0197094	0.120701	0.184244	0.370661	0.0853164	0.197745
a	0.0106475	0.0188078	0.0317422	0.127388	0.24829	0.152732	0.076225	0.334168
o	0.0230289	0.0155612	0.0141511	0.0190105	0.0524054	0.0690859	0.177301	0.629456
m	0.0204857	0.0124431	0.0128047	0.0453144	0.114715	0.134919	0.21345	0.445868
a	0.00644605	0.0114258	0.0308206	0.101089	0.350118	0.342062	0.078712	0.0793267
r	0.0134574	0.00849586	0.0088877	0.0172512	0.0390263	0.0424321	0.42089	0.449559
è	0.00344161	0.00299697	0.00372701	0.0311785	0.0868377	0.145433	0.497425	0.22896
i	0.00490412	0.00428179	0.00533492	0.0152393	0.0301635	0.0469446	0.589131	0.304001
</S>	0.014414	0.0102543	0.00923913	0.0143996	0.048693	0.086192	0.432508	0.3843
