 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.938371	0.0485494	0.0038366	0.00147154	0.00144604	0.00145323	0.00177603	0.00309641
p	0.602197	0.314482	0.0149694	0.00475798	0.00912241	0.012108	0.0116569	0.0307056
e	0.203828	0.374793	0.176733	0.0107604	0.00700391	0.0130183	0.0362948	0.177568
t	0.350237	0.55989	0.0167705	0.00812426	0.00985797	0.0114435	0.0108694	0.0328072
à	0.174632	0.308169	0.204339	0.0171047	0.00773434	0.0156406	0.0483214	0.224058
c	0.163504	0.773247	0.040948	0.00257723	0.00241248	0.00462933	0.00463414	0.00804748
i	0.103073	0.464548	0.357618	0.0268975	0.00582408	0.00455177	0.00824164	0.0292458
a	0.185216	0.41855	0.175197	0.0212959	0.028818	0.0458918	0.0414934	0.0835372
k	0.151022	0.180532	0.37688	0.0390299	0.0322432	0.0429209	0.0420416	0.135331
è	0.0437663	0.0810697	0.293455	0.24172	0.0355596	0.0134706	0.0809387	0.210021
c	0.0964808	0.225437	0.483395	0.101347	0.019577	0.0189014	0.0152313	0.0396308
c	0.0401966	0.146281	0.401386	0.191025	0.0672854	0.00950027	0.0373533	0.106972
i	0.0653188	0.107897	0.320936	0.190825	0.0934805	0.0641188	0.0538483	0.103575
a	0.0347781	0.0397576	0.142035	0.464102	0.113636	0.0373666	0.0840571	0.0842674
a	0.0439276	0.0462933	0.0795827	0.442944	0.172794	0.0218215	0.0743919	0.118245
n	0.0481294	0.0489735	0.059331	0.344491	0.198225	0.0260359	0.105644	0.16917
d	0.0119766	0.0134631	0.0822611	0.218504	0.199198	0.0210065	0.152888	0.300703
ì	0.0232	0.0237937	0.028102	0.100862	0.153736	0.0551532	0.101974	0.51318
n	0.0108993	0.0174547	0.0342707	0.24419	0.45295	0.126984	0.038612	0.0746385
n	0.0114508	0.0151496	0.0995428	0.209451	0.229619	0.0251207	0.0640953	0.34557
u	0.0301764	0.0307727	0.0413695	0.132846	0.224528	0.0893366	0.117042	0.333929
n	0.0257091	0.0195707	0.0213073	0.0376188	0.137314	0.182454	0.207991	0.368034
e	0.0068227	0.00752239	0.0237944	0.129619	0.226426	0.181956	0.167297	0.256563
i	0.0263059	0.0195894	0.0204719	0.0254263	0.0575879	0.113117	0.231216	0.506286
g	0.014361	0.0124646	0.0139208	0.0318135	0.101833	0.196676	0.294633	0.334298
e	0.00323207	0.0033474	0.0163974	0.0589645	0.1013	0.286918	0.365342	0.164499
n	0.0221644	0.0175488	0.0184781	0.0207108	0.0384993	0.0723113	0.25629	0.553998
i	0.00261042	0.00290294	0.0100588	0.0611075	0.127447	0.300261	0.350259	0.145353
t	0.0248765	0.0164375	0.0164631	0.0193383	0.0345522	0.078676	0.303086	0.506571
ò	0.00411215	0.00336192	0.00390467	0.00870764	0.0308744	0.195782	0.488913	0.264344
r	0.00505677	0.00485635	0.00788515	0.0125995	0.0306342	0.0842225	0.456899	0.397847
i	0.00879941	0.00868371	0.0103256	0.0240503	0.0678454	0.10667	0.366116	0.40751
</S>	0.0312283	0.0254989	0.022574	0.0381525	0.0826807	0.113341	0.228445	0.458079
