 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.85862	0.0727536	0.0286037	0.00690471	0.00641128	0.00626033	0.00682551	0.0136209
ò	0.324966	0.281568	0.0871226	0.0289787	0.00624285	0.0100619	0.021549	0.239511
t	0.122646	0.748784	0.0638412	0.00723212	0.00565216	0.00540871	0.0122752	0.0341603
t	0.163559	0.579711	0.162067	0.0219117	0.0143648	0.0130266	0.0272281	0.0181314
i	0.0655089	0.396921	0.348315	0.0654297	0.0274807	0.0259531	0.0423249	0.0280669
ì	0.0690599	0.555641	0.187604	0.0368317	0.0325983	0.0188555	0.0390449	0.060365
r	0.048851	0.520468	0.27988	0.0426695	0.0357174	0.0115345	0.0202695	0.0406103
t	0.0264645	0.363182	0.43097	0.0845269	0.0244139	0.00715885	0.0168879	0.0463966
e	0.0358072	0.276313	0.364214	0.174669	0.0653304	0.0165568	0.0297615	0.037348
o	0.0381028	0.249426	0.502642	0.0706369	0.0426161	0.0122949	0.024262	0.0600189
G	0.0303649	0.117833	0.576418	0.127806	0.0514506	0.0137727	0.0279538	0.0544014
i	0.0211818	0.0435635	0.331303	0.289696	0.046547	0.0337481	0.0971295	0.136831
o	0.0495719	0.182282	0.469542	0.0692746	0.0462706	0.0212218	0.0391164	0.12272
v	0.0361171	0.100547	0.443995	0.197352	0.0767255	0.0191903	0.035192	0.0908808
à	0.0101893	0.0744422	0.287238	0.340516	0.0746626	0.0560878	0.0857353	0.0711284
n	0.0279269	0.112585	0.457218	0.213669	0.0778457	0.0155457	0.0145853	0.0806244
n	0.0280314	0.177073	0.335123	0.160251	0.0546811	0.0137857	0.0402062	0.190849
i	0.0249942	0.0595601	0.268566	0.246185	0.108643	0.0624855	0.0730835	0.156483
e	0.0133156	0.0433749	0.186013	0.347104	0.268298	0.0215877	0.0329818	0.0873251
A	0.0151009	0.0294494	0.1071	0.327793	0.292812	0.0527882	0.0481226	0.126834
n	0.00980518	0.0335271	0.110775	0.254048	0.300842	0.0762706	0.0272682	0.187464
n	0.010059	0.0460347	0.144828	0.259264	0.114845	0.14412	0.122515	0.158334
a	0.0151084	0.0216503	0.0728414	0.261269	0.162332	0.123958	0.117052	0.225789
g	0.00934404	0.0181075	0.0508988	0.141234	0.218335	0.212153	0.161543	0.188385
i	0.00776041	0.0163167	0.0751608	0.200391	0.0965385	0.311783	0.155065	0.136985
à	0.0107181	0.0272011	0.0443846	0.0789799	0.17747	0.251845	0.154863	0.254538
ì	0.00530908	0.0196635	0.0515911	0.0889933	0.115724	0.20619	0.329409	0.18312
c	0.00463636	0.0174461	0.0441105	0.0691834	0.0877671	0.191605	0.397929	0.187322
h	0.00214125	0.00787043	0.0331103	0.0439079	0.0327035	0.112982	0.700523	0.0667621
e	0.0144491	0.0183732	0.0436234	0.119272	0.0704005	0.246126	0.139501	0.348254
p	0.00607979	0.00619299	0.0111161	0.0305789	0.0317403	0.0965284	0.280357	0.537406
l	0.00162519	0.00262095	0.00931371	0.0494993	0.0347507	0.180637	0.584824	0.13673
ò	0.00937621	0.00983167	0.012549	0.0327234	0.0316659	0.25742	0.298157	0.348277
s	0.00430072	0.00771372	0.0251265	0.0468948	0.0335418	0.10436	0.547941	0.230121
o	0.00686974	0.00750234	0.0143321	0.0363762	0.0312088	0.0655416	0.257257	0.580913
n	0.00678213	0.00690605	0.010277	0.01791	0.0208721	0.0637385	0.515898	0.357616
t	0.00143818	0.00196407	0.00479744	0.0260065	0.0318492	0.151576	0.620744	0.161625
a	0.00409014	0.00406289	0.00523297	0.0119474	0.0110553	0.0839292	0.575848	0.303834
</S>	0.00540987	0.00535865	0.00723568	0.0126562	0.0155477	0.0526375	0.661892	0.239262
