 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.958372	0.0236697	0.00595199	0.00207769	0.00193964	0.00193675	0.00200697	0.00404552
r	0.455473	0.137834	0.0460912	0.0418536	0.0781668	0.0721566	0.11543	0.0529938
t	0.346666	0.40394	0.107184	0.0218394	0.0240623	0.0235334	0.0378139	0.0349619
e	0.15497	0.348271	0.246409	0.0356331	0.034329	0.0363724	0.0718009	0.072214
n	0.130075	0.517307	0.0907883	0.0360429	0.0309833	0.0305767	0.0678373	0.0963897
a	0.0321552	0.412662	0.386061	0.0368076	0.0124526	0.017772	0.025998	0.0760919
i	0.0650503	0.490518	0.126202	0.0353112	0.0228469	0.0217031	0.0526396	0.185729
v	0.0483472	0.214541	0.366623	0.0586552	0.0263807	0.0188785	0.0408357	0.225738
ò	0.0132943	0.141906	0.422795	0.238286	0.0359746	0.0310719	0.0297467	0.086925
s	0.0434844	0.267847	0.530142	0.0667802	0.0182375	0.00946405	0.0157116	0.0483326
t	0.0179592	0.190746	0.537985	0.187385	0.0182301	0.0135852	0.0108261	0.0232827
è	0.0252026	0.118256	0.44408	0.272266	0.0445217	0.0393065	0.0214801	0.0348877
o	0.0223319	0.170637	0.550063	0.214801	0.0146367	0.00632657	0.00523322	0.0159709
s	0.0204532	0.0832044	0.445181	0.387615	0.022103	0.0106743	0.00827814	0.022491
t	0.0215843	0.0439671	0.249535	0.516426	0.0492414	0.0215716	0.0126246	0.0850506
u	0.021755	0.0576125	0.125847	0.368276	0.162636	0.0795985	0.0259773	0.158298
d	0.0247217	0.0705199	0.126411	0.400369	0.148586	0.0519396	0.0261835	0.151269
i	0.00463518	0.011633	0.0626748	0.197916	0.25759	0.372811	0.0204546	0.072286
è	0.026763	0.0683476	0.106065	0.288893	0.206234	0.0788932	0.029254	0.195551
o	0.0103631	0.0432282	0.107691	0.302522	0.257316	0.185484	0.0101776	0.0832185
n	0.0119821	0.0207353	0.043478	0.153859	0.412203	0.220989	0.0169094	0.119844
a	0.00454367	0.0155656	0.0655175	0.140658	0.257675	0.384626	0.0292216	0.102193
g	0.0119323	0.0188784	0.02866	0.0580409	0.330442	0.252623	0.0393176	0.260106
h	0.00247707	0.0090636	0.0368909	0.0973901	0.260891	0.475645	0.047639	0.0700033
e	0.012277	0.014672	0.0231423	0.0546441	0.2269	0.244848	0.0955634	0.327954
t	0.00833435	0.00957655	0.0136686	0.0383882	0.158868	0.260135	0.149239	0.36179
t	0.005292	0.00806625	0.0171399	0.0536048	0.239256	0.357083	0.104866	0.214691
ò	0.0048067	0.00875769	0.0159582	0.0397456	0.18562	0.324169	0.189947	0.230996
m	0.00190638	0.00567891	0.0105052	0.0210914	0.0433443	0.0684904	0.509281	0.339703
e	0.00502815	0.0173233	0.0631386	0.149839	0.194963	0.396873	0.0648369	0.107997
s	0.00499689	0.00590565	0.00834039	0.017738	0.0341851	0.0526671	0.507033	0.369134
s	0.00310781	0.00387151	0.00644911	0.0206436	0.0895531	0.206511	0.436576	0.233287
è	0.00258673	0.0032343	0.00453741	0.0103309	0.0404717	0.0772489	0.646248	0.215342
r	0.00144534	0.00243631	0.0041653	0.0102303	0.020575	0.0598068	0.602723	0.298618
e	0.00205513	0.00273413	0.00476548	0.0150055	0.0515573	0.0960436	0.494799	0.33304
</S>	0.0059005	0.00588116	0.00912478	0.020243	0.0229297	0.0513045	0.453443	0.431174
