 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.915629	0.0381594	0.00998146	0.0077962	0.00689256	0.00168131	0.00156219	0.00158222	0.00150216	0.00151053	0.00150304	0.00150016	0.00149483	0.00149439	0.00149763	0.00150123	0.00153696	0.00317503
m	0.388507	0.299807	0.028207	0.0161541	0.145042	0.00284074	0.00275942	0.00435716	0.00743501	0.00830561	0.00971389	0.00897039	0.010915	0.00885641	0.0111491	0.0094975	0.022161	0.0153211
e	0.138107	0.203591	0.199036	0.082393	0.10536	0.00746483	0.00973258	0.0114835	0.0110204	0.0259108	0.0281213	0.0223106	0.0105286	0.0108739	0.00817388	0.00556578	0.0191615	0.101166
s	0.190646	0.398123	0.0524861	0.0307717	0.111657	0.00713285	0.00608079	0.0108893	0.00917636	0.0126091	0.0143986	0.0140981	0.0152704	0.0116963	0.0173759	0.0175898	0.0491946	0.0308038
s	0.0741189	0.317638	0.163427	0.0931489	0.108396	0.00829758	0.011617	0.016773	0.00688718	0.0231878	0.0235233	0.02043	0.00862392	0.00766063	0.00870157	0.00779774	0.0268103	0.0729609
è	0.0949755	0.354025	0.109731	0.0531268	0.125552	0.0157326	0.0186509	0.024684	0.00746839	0.0207453	0.019939	0.0176143	0.0135777	0.0104646	0.0150997	0.0160721	0.0449386	0.0376027
r	0.106838	0.475081	0.110989	0.0397524	0.139496	0.0108645	0.0165219	0.0168836	0.0045789	0.0126383	0.0110631	0.00962661	0.00686003	0.00609091	0.00712041	0.00712141	0.010019	0.008454
e	0.0480364	0.204302	0.168639	0.199332	0.140149	0.0353531	0.0233031	0.0370298	0.0110256	0.0256913	0.0209218	0.0171412	0.0108038	0.0109322	0.0103137	0.00915967	0.0135437	0.0143226
m	0.0383024	0.157649	0.291399	0.221432	0.112209	0.0172873	0.0187549	0.020165	0.00546544	0.0160518	0.0152803	0.013423	0.00977521	0.00754954	0.0109372	0.0112989	0.0168601	0.0161611
u	0.0187991	0.0239457	0.0745555	0.0741469	0.0327689	0.137751	0.0813523	0.0810644	0.0424376	0.0332172	0.0285441	0.0209632	0.0135836	0.0327804	0.0069559	0.00579731	0.0210991	0.270238
p	0.0300364	0.0729349	0.286676	0.288222	0.0609825	0.0331592	0.0265237	0.0339763	0.00837032	0.0283568	0.0254299	0.0210863	0.0115446	0.0104231	0.0116039	0.0106806	0.0233495	0.0166442
e	0.0127576	0.0267808	0.122627	0.143316	0.0431614	0.158288	0.0847105	0.0995152	0.03393	0.0300652	0.0262125	0.021004	0.0201536	0.030659	0.0132959	0.00675901	0.0204023	0.106362
n	0.0311606	0.0531765	0.281336	0.262679	0.0450275	0.052792	0.031254	0.0363376	0.010605	0.0324304	0.0341926	0.0306694	0.0121701	0.0110384	0.012277	0.0105185	0.027372	0.0249633
a	0.010625	0.0487153	0.16033	0.183986	0.0959115	0.138588	0.0629821	0.0765051	0.0246707	0.0239283	0.0212073	0.0173891	0.0126016	0.0194605	0.0082774	0.00406155	0.0149509	0.0758099
m	0.033974	0.0485451	0.240141	0.214454	0.043049	0.0886241	0.039208	0.0474252	0.013489	0.0350015	0.0379497	0.0348253	0.0139986	0.0132196	0.0137376	0.0105813	0.037161	0.0346167
i	0.0104835	0.0166664	0.0864743	0.0811332	0.031123	0.150212	0.114809	0.12925	0.0487659	0.0380189	0.0265284	0.020766	0.0230599	0.0457267	0.0147619	0.0110236	0.0237635	0.127434
n	0.0406102	0.0461928	0.159349	0.131252	0.0443892	0.124503	0.0717633	0.0886156	0.0196224	0.0447566	0.0479315	0.0424944	0.018107	0.0187553	0.0164474	0.0112734	0.0311327	0.0428032
f	0.00827735	0.0269067	0.108964	0.129754	0.0500761	0.136728	0.0969775	0.128205	0.0396445	0.036429	0.0258226	0.0216622	0.0190624	0.0351593	0.0131735	0.00654976	0.0150899	0.101519
à	0.0210859	0.0234317	0.0658822	0.0599518	0.0258732	0.100248	0.0877014	0.1122	0.0569043	0.0756944	0.0664959	0.0512747	0.0279382	0.051365	0.0176638	0.0134049	0.0269265	0.115957
o	0.0063457	0.00887155	0.0955345	0.103243	0.0119023	0.201884	0.154055	0.212719	0.0340468	0.0415117	0.027981	0.026709	0.0138202	0.0279667	0.0109716	0.00574129	0.00402684	0.0126694
g	0.0124325	0.0136894	0.0426717	0.0405369	0.0158414	0.132678	0.161505	0.232658	0.0555829	0.0797795	0.0511874	0.0453946	0.0203574	0.0455147	0.0142867	0.00657387	0.00793327	0.0213764
l	0.00563208	0.00907272	0.0484379	0.0503568	0.0174312	0.0900397	0.090093	0.0938082	0.0975157	0.0672113	0.0440627	0.0381734	0.0368626	0.0912183	0.0211588	0.0143671	0.0217411	0.162817
i	0.0149921	0.0151961	0.0190437	0.0181565	0.015538	0.0621705	0.0762505	0.0676169	0.0623587	0.0694514	0.0740701	0.0580608	0.0621332	0.0848618	0.0363716	0.0240262	0.0575948	0.182107
c	0.00509669	0.00512493	0.00633793	0.00654854	0.00545777	0.0262147	0.0604472	0.0576634	0.105855	0.128693	0.115845	0.0990466	0.0926333	0.13976	0.0589686	0.0207593	0.0233966	0.0421515
è	0.00215828	0.00368359	0.020372	0.0176102	0.0077491	0.0400983	0.039716	0.0541516	0.107835	0.0893282	0.0809895	0.0663285	0.0739924	0.10826	0.0504851	0.0663415	0.0723029	0.0985981
a	0.00233863	0.00250252	0.0099712	0.0117165	0.00348354	0.0511599	0.0630611	0.108051	0.106932	0.118946	0.0947907	0.0977122	0.0791843	0.112906	0.070967	0.0414701	0.00855209	0.0162541
t	0.0029312	0.00300734	0.00476042	0.00576747	0.00397123	0.0278159	0.0495982	0.0564261	0.128478	0.120016	0.115075	0.0951978	0.107833	0.143946	0.0718192	0.0323983	0.0114723	0.0194866
a	0.00419315	0.00435988	0.00715136	0.00873543	0.00639358	0.0446731	0.0688564	0.0673241	0.130078	0.0940761	0.0775268	0.0670966	0.0833833	0.140995	0.0536466	0.0293364	0.0311109	0.081064
p	0.00500943	0.00503858	0.00848902	0.00878554	0.00505548	0.0232377	0.0363699	0.0529457	0.0770602	0.0976048	0.102813	0.0994379	0.0994902	0.100062	0.0980056	0.0902351	0.0393693	0.0509897
