 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.936448	0.0293384	0.00839107	0.00542929	0.00294128	0.00279653	0.00279197	0.00278269	0.00295397	0.00612637
d	0.681236	0.103229	0.0299045	0.0194532	0.0113293	0.0126132	0.012089	0.0180238	0.0676102	0.0445122
r	0.14135	0.416476	0.18276	0.0331401	0.0155003	0.0113054	0.00667597	0.00865796	0.0583003	0.125834
e	0.382239	0.430885	0.062581	0.0259569	0.00693845	0.00554423	0.00646552	0.00982548	0.0389929	0.030571
f	0.159309	0.486256	0.118175	0.0403743	0.0131005	0.0120094	0.0147996	0.0235387	0.0780524	0.054385
f	0.0649934	0.216531	0.379851	0.114068	0.034269	0.0195053	0.0084248	0.00932052	0.0349715	0.118066
ì	0.0808684	0.327166	0.215807	0.0668972	0.0355348	0.0190989	0.0191829	0.0311279	0.098664	0.105653
m	0.0955783	0.479948	0.258929	0.0575535	0.0295512	0.0147101	0.00849455	0.00805646	0.014811	0.0323673
m	0.0170172	0.138434	0.244369	0.275469	0.123866	0.0740865	0.0148568	0.00550984	0.0101692	0.0962225
u	0.0291651	0.295173	0.248803	0.207192	0.116535	0.0311411	0.012759	0.0120575	0.0229819	0.024192
f	0.0157619	0.200332	0.363129	0.313836	0.0588437	0.0109855	0.00578475	0.00549318	0.0120479	0.0137863
ù	0.0172788	0.0665615	0.247298	0.384437	0.147815	0.0476273	0.0120564	0.0100832	0.025681	0.0411614
e	0.0156289	0.203116	0.363176	0.315335	0.0504267	0.0172591	0.00606708	0.00363438	0.00658514	0.0187716
p	0.019167	0.0678254	0.281792	0.43754	0.112727	0.0271614	0.00944506	0.00767985	0.0138127	0.0228501
p	0.0169006	0.0268334	0.0694031	0.181417	0.316789	0.210602	0.0403986	0.0084878	0.0203713	0.108797
ò	0.0332664	0.0430289	0.108768	0.230456	0.221689	0.157333	0.0403605	0.0222754	0.0376416	0.105181
r	0.00819201	0.0363493	0.109419	0.259277	0.361215	0.172614	0.0279887	0.00469416	0.00490058	0.0153509
k	0.0167672	0.0324876	0.0988163	0.254293	0.328632	0.176617	0.0365653	0.016411	0.00799115	0.0314193
e	0.0156347	0.029151	0.0640616	0.138268	0.255735	0.195919	0.0474694	0.023045	0.0347193	0.195997
t	0.0121194	0.0164857	0.041227	0.0680925	0.243518	0.389156	0.146828	0.0196255	0.0194454	0.0435033
e	0.0169708	0.0197412	0.0317189	0.0483585	0.159217	0.338421	0.136423	0.0183149	0.0271063	0.203728
e	0.0156923	0.0256343	0.0546328	0.06838	0.158694	0.282453	0.234836	0.0227698	0.0337333	0.103175
t	0.0124186	0.0150572	0.0322635	0.0453973	0.132171	0.360581	0.2685	0.0242853	0.0175122	0.0918138
è	0.00779579	0.0106413	0.0250166	0.0503075	0.183859	0.313054	0.214752	0.0363226	0.0159298	0.14232
l	0.00770288	0.0192424	0.0325902	0.0417449	0.115518	0.274975	0.319183	0.0789302	0.0104005	0.0997131
i	0.00568478	0.0169281	0.0437653	0.0976216	0.149302	0.197935	0.147053	0.100846	0.0495348	0.19133
n	0.0173697	0.0187449	0.0319812	0.0363488	0.0522331	0.13404	0.186894	0.114864	0.0800311	0.327492
a	0.00617257	0.0177124	0.0357394	0.0791333	0.142045	0.193613	0.147681	0.150162	0.0368473	0.190894
d	0.0127646	0.0139239	0.0253229	0.028677	0.0385582	0.0739734	0.1154	0.199407	0.104892	0.387081
i	0.00297827	0.00837362	0.0235913	0.052891	0.106895	0.143	0.124674	0.377346	0.055094	0.105156
v	0.0117125	0.0146712	0.0317111	0.0345118	0.0406564	0.058044	0.0822517	0.219595	0.124255	0.382592
e	0.00262007	0.00818167	0.0252197	0.0547057	0.107625	0.136766	0.128437	0.367826	0.076011	0.092608
n	0.0107372	0.0145454	0.0317859	0.0340393	0.0386327	0.0490042	0.0630217	0.202798	0.163689	0.391747
t	0.00387456	0.0101613	0.0179805	0.0293667	0.0736282	0.122194	0.117987	0.431027	0.0589598	0.13482
è	0.00883049	0.009073	0.0125038	0.0145115	0.0228224	0.04131	0.0492277	0.324405	0.157547	0.359769
s	0.00211526	0.00341664	0.00779223	0.00933549	0.0154631	0.0230345	0.0313592	0.103228	0.514788	0.289467
s	0.00538622	0.00750327	0.0187641	0.0269584	0.0494519	0.0974237	0.129186	0.257575	0.155252	0.252499
i	0.0110581	0.0129002	0.0261966	0.031523	0.0514344	0.0835114	0.0942808	0.195574	0.205433	0.288088
m	0.00437277	0.00333967	0.00571239	0.00673884	0.00763502	0.0115687	0.016037	0.0551999	0.594045	0.295351
e	0.00693824	0.0180499	0.0284647	0.0344466	0.0590128	0.155743	0.147618	0.29664	0.0462747	0.206812
s	0.00967224	0.00684271	0.00859291	0.0100075	0.0110429	0.0172782	0.0198609	0.0411556	0.519969	0.355578
s	0.00376597	0.00325901	0.00434116	0.00513594	0.00819859	0.0155409	0.0219281	0.14656	0.437898	0.353372
è	0.00266954	0.00245501	0.00362675	0.00402051	0.00484843	0.00710827	0.00827365	0.0839069	0.610338	0.272753
r	0.00114429	0.00120884	0.00257269	0.00291867	0.0038794	0.00575204	0.00896467	0.0436718	0.758379	0.171508
a	0.00268488	0.00272201	0.00411163	0.00501445	0.00863933	0.0159257	0.0187932	0.0878195	0.477116	0.377173
</S>	0.00779129	0.00632229	0.0085317	0.0106886	0.0112706	0.0178705	0.0185268	0.0442226	0.631205	0.243571
