 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.937193	0.0382222	0.0076229	0.00258598	0.00236806	0.00230557	0.00229718	0.00239505	0.00501018
a	0.40074	0.319734	0.0308271	0.00695415	0.0105563	0.0071451	0.0269267	0.0394016	0.157715
r	0.211914	0.312445	0.084035	0.0221111	0.0235176	0.0274635	0.0701136	0.0952615	0.153138
ì	0.0811736	0.286639	0.259374	0.045658	0.0576405	0.0453503	0.0230865	0.0411376	0.159941
s	0.147114	0.645843	0.0781449	0.0259418	0.0274093	0.0246146	0.00805029	0.0159924	0.0268901
a	0.0559629	0.297764	0.34169	0.111798	0.0815014	0.0408323	0.0152997	0.0265799	0.0285718
e	0.101934	0.279761	0.378097	0.0435431	0.0481714	0.0471875	0.0139412	0.0285129	0.0588516
N	0.0633439	0.115321	0.458978	0.0896862	0.079036	0.0589255	0.0191879	0.0350621	0.080459
ì	0.0410858	0.0520534	0.246431	0.259287	0.135082	0.0476166	0.0179906	0.0408369	0.159617
c	0.0725753	0.104595	0.28432	0.189511	0.0884914	0.0683536	0.0208647	0.0256719	0.145617
h	0.0100303	0.119465	0.244719	0.221994	0.124301	0.0808502	0.0302483	0.0576146	0.110777
o	0.0205238	0.0458151	0.177826	0.247546	0.196052	0.0948704	0.0712269	0.044532	0.101609
e	0.012221	0.0168956	0.0631394	0.407503	0.282168	0.11965	0.0104012	0.0203862	0.0676361
n	0.0115968	0.0144711	0.0407877	0.354599	0.31613	0.129722	0.0173884	0.0226535	0.0926526
è	0.00722685	0.0219222	0.116073	0.16863	0.198141	0.109137	0.124437	0.0576368	0.196796
c	0.0111648	0.0167288	0.0319365	0.30079	0.290814	0.207999	0.0289064	0.0174355	0.0942249
h	0.00923208	0.0287132	0.13877	0.165034	0.166628	0.123479	0.114532	0.131643	0.121967
u	0.0198681	0.0461905	0.0733924	0.184188	0.293944	0.111441	0.0700907	0.0339504	0.166935
n	0.0100037	0.0121127	0.0210328	0.121291	0.284154	0.0989383	0.114621	0.0870906	0.250757
f	0.00614031	0.0114414	0.0248245	0.115816	0.147662	0.106145	0.282084	0.0897301	0.216156
a	0.00777536	0.00826776	0.0134996	0.0486787	0.18061	0.0495843	0.34185	0.109428	0.240306
m	0.00406881	0.0046748	0.00968853	0.0194956	0.0802557	0.0262257	0.343655	0.215026	0.29691
è	0.0039087	0.00965857	0.0235919	0.087337	0.12658	0.0682208	0.373444	0.184537	0.122722
n	0.0036161	0.00478914	0.0106057	0.0350723	0.0968002	0.0344391	0.152632	0.502429	0.159617
a	0.00311939	0.00532724	0.0087407	0.0417411	0.0673366	0.0382434	0.255288	0.299423	0.280781
m	0.00571681	0.00792245	0.00814779	0.00877262	0.016469	0.0148907	0.126667	0.432572	0.378842
a	0.00336967	0.0078179	0.0208852	0.0844736	0.121986	0.0648508	0.375045	0.197181	0.12439
i	0.00404498	0.00491842	0.00738782	0.00742763	0.012175	0.00929403	0.0983432	0.642982	0.213427
</S>	0.00211173	0.00271239	0.00304823	0.00536863	0.0119918	0.00913991	0.087886	0.665283	0.212459
