 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.833257	0.0776616	0.0325753	0.0138049	0.00519314	0.00314244	0.00326205	0.00305952	0.00306388	0.00306951	0.00307604	0.00307156	0.00306031	0.00306543	0.00311912	0.00651771
t	0.519275	0.255756	0.0454501	0.0187872	0.0107855	0.00952006	0.0101669	0.0150627	0.0109083	0.0105712	0.0092542	0.00945454	0.00667654	0.0114778	0.0309809	0.0258726
t	0.116354	0.575618	0.133465	0.0104161	0.0129381	0.0135188	0.01429	0.00627451	0.00448424	0.00347123	0.0033156	0.00280682	0.00392664	0.00563893	0.0195701	0.0739115
ù	0.197515	0.57061	0.0350287	0.0228527	0.026442	0.00967249	0.0151631	0.00938246	0.00724757	0.0066965	0.00667952	0.00629718	0.0077705	0.0157377	0.0401688	0.0227363
s	0.150267	0.715995	0.0502522	0.0171425	0.0138045	0.0042442	0.00594171	0.00420445	0.00283277	0.00230833	0.00246159	0.00189419	0.00405503	0.00605463	0.0119081	0.00663381
t	0.0800969	0.58258	0.0977015	0.0328013	0.0357033	0.0216728	0.0295289	0.0128848	0.0103475	0.00804197	0.00840949	0.00521023	0.0103835	0.0107152	0.0247563	0.0291664
o	0.0835556	0.436707	0.13014	0.0559943	0.0528083	0.0248235	0.034915	0.0203322	0.0149137	0.011357	0.0120665	0.00803638	0.0178924	0.0207386	0.047942	0.0277775
s	0.0662097	0.336208	0.246492	0.0496723	0.0466834	0.0276234	0.0364676	0.0183714	0.0130082	0.009814	0.0104026	0.00716393	0.016868	0.0210161	0.0481721	0.0458275
p	0.0584797	0.127602	0.289344	0.102772	0.0655067	0.0655301	0.0577932	0.0237112	0.0217241	0.0147124	0.0137589	0.0100745	0.0142439	0.0134651	0.0368225	0.08446
ì	0.0252545	0.131514	0.217423	0.215727	0.089479	0.0532298	0.0404806	0.0150392	0.0181129	0.0126143	0.0105234	0.0119684	0.00984527	0.00920045	0.0320958	0.107492
t	0.0511139	0.481387	0.292353	0.0522182	0.0275335	0.0208351	0.0214537	0.00581416	0.00635885	0.00523837	0.00500149	0.00412643	0.00522918	0.00505472	0.00679429	0.00948753
i	0.0268226	0.125758	0.231077	0.164762	0.161955	0.0840773	0.0677274	0.0113651	0.0142281	0.0152423	0.0131566	0.0326703	0.0105983	0.00708511	0.0160144	0.0174599
è	0.0356922	0.158761	0.380649	0.162542	0.059352	0.04134	0.0378247	0.0125644	0.0120337	0.00883316	0.00879506	0.00655904	0.0113189	0.0114546	0.0234759	0.0288037
c	0.0321072	0.200543	0.384805	0.17938	0.0579054	0.0321421	0.0311512	0.00964304	0.0121929	0.00933914	0.00798389	0.00797232	0.00718087	0.00622395	0.00946422	0.0119656
h	0.0297451	0.251629	0.210614	0.147095	0.137359	0.0417075	0.0281631	0.00918374	0.0147011	0.0170395	0.0112068	0.0384455	0.00548429	0.00169192	0.00952812	0.0464069
i	0.0217746	0.0335953	0.19304	0.153586	0.143321	0.115423	0.130532	0.0137531	0.0256651	0.0328567	0.0246006	0.0441559	0.0140868	0.00572482	0.0132877	0.0345981
o	0.0198634	0.0301212	0.114557	0.365231	0.221988	0.0753201	0.0535493	0.0103437	0.013312	0.012505	0.0103784	0.0220203	0.00801142	0.00526405	0.0169635	0.0205713
l	0.0236435	0.0303027	0.0661265	0.290257	0.279087	0.0923094	0.0546824	0.0174612	0.0230683	0.0174962	0.0126777	0.0260409	0.0100072	0.0057026	0.0197149	0.0314233
ù	0.00686353	0.0118648	0.067732	0.117377	0.133554	0.10739	0.0977444	0.0180403	0.0484777	0.0772488	0.0408647	0.115618	0.0161461	0.0040042	0.0166258	0.12045
s	0.0139232	0.0451035	0.151537	0.401764	0.199117	0.0445557	0.0300836	0.013263	0.017903	0.0150289	0.0113175	0.0210588	0.00953727	0.0050247	0.00833128	0.0124515
t	0.0103334	0.0314773	0.166266	0.231337	0.170015	0.101571	0.0830822	0.0141489	0.0353813	0.0356768	0.023645	0.0388241	0.0146608	0.00432609	0.0103141	0.0289412
r	0.0110994	0.0176182	0.061293	0.186668	0.157319	0.127983	0.119944	0.0278356	0.0632112	0.0534013	0.0384899	0.0383332	0.0251467	0.0100113	0.0222292	0.0394173
o	0.00832666	0.0176447	0.0688045	0.287102	0.254871	0.0959281	0.0758173	0.0122786	0.0314946	0.0317728	0.0217055	0.0351276	0.0162188	0.00489443	0.0115295	0.0264834
a	0.0110546	0.0209623	0.0485662	0.280094	0.309914	0.0981669	0.0569253	0.0141377	0.024748	0.0242466	0.0169564	0.0409846	0.0136266	0.00474735	0.0154779	0.0193912
n	0.0109511	0.0127973	0.019715	0.120741	0.261526	0.161991	0.112606	0.0196198	0.0464671	0.0568831	0.0356061	0.0824896	0.0168862	0.00340543	0.0119761	0.0263385
a	0.00509464	0.00847748	0.0522928	0.0863099	0.0994841	0.104304	0.106353	0.0236778	0.0696244	0.102506	0.0584882	0.113417	0.0249451	0.00496552	0.0172017	0.122858
m	0.0229435	0.0282754	0.0402078	0.125794	0.244541	0.13645	0.0859235	0.0208468	0.0354368	0.0405241	0.02591	0.0843001	0.0187531	0.00676637	0.027388	0.0559397
m	0.00458445	0.00815203	0.0416706	0.0674423	0.0874665	0.106634	0.106448	0.0215563	0.0740063	0.109999	0.0718577	0.142719	0.0322273	0.0106064	0.0230082	0.0916221
è	0.00524102	0.0124678	0.0662157	0.108263	0.157209	0.0853174	0.0835485	0.0247159	0.0517432	0.0650756	0.0520958	0.110387	0.0277922	0.0117376	0.0250841	0.113107
