 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.867948	0.0989668	0.00700929	0.00622497	0.00222119	0.00221074	0.00216388	0.00215525	0.00215695	0.00216402	0.00219309	0.00458616
ù	0.433636	0.354845	0.0158997	0.0222969	0.00985444	0.0101268	0.00979339	0.0150551	0.0217782	0.021819	0.0528662	0.0320298
s	0.237621	0.671305	0.0267052	0.0246867	0.00362108	0.00266676	0.0022124	0.0032337	0.00448992	0.00456097	0.0101317	0.00876482
o	0.213212	0.585837	0.0303897	0.0215488	0.0111597	0.0185549	0.0100223	0.0109956	0.0117577	0.0116786	0.0276178	0.0472254
t	0.176049	0.63328	0.0283069	0.0259355	0.0077604	0.00972399	0.00725111	0.0101465	0.0141486	0.0133072	0.0391709	0.0349208
r	0.0773899	0.165189	0.132453	0.0575684	0.0471712	0.057751	0.043642	0.0270415	0.019404	0.0203674	0.0803702	0.271652
a	0.147261	0.416146	0.104897	0.0489545	0.0247602	0.0416554	0.0215587	0.021119	0.02277	0.0225159	0.0565107	0.0718516
v	0.116293	0.245139	0.163334	0.0611572	0.0334671	0.0552228	0.0291903	0.0276273	0.029787	0.0294244	0.075055	0.134302
ù	0.0257672	0.0695367	0.230805	0.28755	0.0392344	0.0404718	0.0418974	0.0296789	0.0136713	0.0159193	0.0838874	0.12158
d	0.165178	0.497713	0.159457	0.0364416	0.0237477	0.0311558	0.022582	0.0112384	0.00800045	0.00772358	0.0137287	0.0230335
i	0.0304078	0.0988379	0.30601	0.230148	0.0451057	0.0429301	0.0747405	0.0201828	0.00871945	0.00849867	0.033446	0.100973
ì	0.0470056	0.087343	0.441372	0.162149	0.0394287	0.0521989	0.0382911	0.0186071	0.0134257	0.0130129	0.0284805	0.0586855
r	0.0403583	0.069574	0.461475	0.241332	0.0321835	0.0335882	0.0315095	0.0210624	0.00864517	0.00685769	0.0137781	0.0396365
t	0.021172	0.0650642	0.368066	0.280988	0.0447373	0.0436436	0.0670149	0.0206597	0.00906514	0.00795631	0.0202512	0.0513821
e	0.032527	0.0395851	0.241505	0.193397	0.104332	0.0948314	0.168717	0.0339021	0.0150384	0.0145406	0.0301236	0.0315009
g	0.0331076	0.0471534	0.329708	0.314102	0.0497958	0.0510453	0.0572778	0.0252451	0.0119048	0.0105478	0.0230287	0.047084
r	0.0142451	0.0235394	0.22514	0.285987	0.0817374	0.0726053	0.111387	0.031467	0.00999738	0.0116736	0.0291596	0.103061
a	0.0274655	0.0324104	0.212235	0.384229	0.0600186	0.0609245	0.0660148	0.0286462	0.012622	0.0113189	0.0334636	0.0706517
m	0.0300792	0.0334845	0.128474	0.381351	0.0893163	0.0858369	0.0882493	0.0395418	0.015504	0.0122595	0.0323693	0.0635339
m	0.0112855	0.0133815	0.15029	0.210852	0.140974	0.122132	0.145662	0.0369283	0.0194662	0.0146886	0.0468958	0.0874446
è	0.00960535	0.0186985	0.205461	0.332658	0.0854558	0.0720372	0.0961641	0.0404131	0.0187537	0.0113931	0.0451168	0.0642441
n	0.0117408	0.0171111	0.233821	0.383022	0.0938481	0.0836932	0.0932665	0.0391568	0.0088641	0.0054086	0.00975665	0.0203103
o	0.0143747	0.0178517	0.167762	0.273707	0.108308	0.128935	0.11426	0.0487026	0.0200294	0.0176296	0.0283247	0.0601153
p	0.0163544	0.0169086	0.0615262	0.23055	0.200478	0.178745	0.189244	0.0407218	0.0106847	0.00819885	0.0189005	0.0276886
o	0.00843811	0.00864856	0.0622515	0.128868	0.173558	0.174128	0.159454	0.0653036	0.0270024	0.0152894	0.0365358	0.140524
d	0.0211685	0.0226063	0.0408581	0.146931	0.221123	0.178649	0.190225	0.0702525	0.0209432	0.0104057	0.0245448	0.0522935
d	0.00466755	0.00489391	0.0507658	0.0966645	0.156107	0.153816	0.188169	0.100026	0.0467694	0.0415393	0.0713881	0.0851934
h	0.0162257	0.0166737	0.0279055	0.0846571	0.163509	0.158449	0.167883	0.103202	0.0424715	0.0259302	0.0526169	0.140475
ù	0.00659571	0.00678034	0.0237245	0.0560544	0.178422	0.202034	0.211802	0.117151	0.0409737	0.0210606	0.0357261	0.0996756
c	0.00806252	0.0107321	0.0496813	0.112223	0.207642	0.177815	0.250192	0.0893045	0.0259137	0.00719877	0.00833684	0.052898
h	0.00386349	0.00543437	0.0562165	0.120219	0.152427	0.150432	0.157913	0.108686	0.046788	0.0305863	0.0878508	0.079584
r	0.0137833	0.01391	0.0394746	0.0571455	0.145675	0.18701	0.19194	0.119096	0.0532577	0.0336614	0.0427551	0.102292
ò	0.00613916	0.0059749	0.0104516	0.0172262	0.109208	0.130014	0.250941	0.215149	0.101098	0.0237161	0.0457064	0.0843765
n	0.00453082	0.00485219	0.0201123	0.0472585	0.140903	0.150668	0.256312	0.188897	0.0900521	0.0256597	0.018429	0.0523261
u	0.00408712	0.00454189	0.0510501	0.0868425	0.139488	0.148996	0.163746	0.117173	0.0655486	0.0330673	0.0629057	0.122554
a	0.00942224	0.00946143	0.0126721	0.0266077	0.0770859	0.0812368	0.169923	0.236817	0.163564	0.0389022	0.0621877	0.112119
m	0.00637613	0.00615327	0.0111433	0.015352	0.0685741	0.077777	0.21056	0.210215	0.175235	0.0584806	0.0575517	0.102582
p	0.00461603	0.00522363	0.0485366	0.0970659	0.138158	0.130838	0.177261	0.104039	0.0662588	0.0774993	0.0867496	0.0637547
ì	0.00523631	0.00556732	0.013787	0.026797	0.0941088	0.105938	0.176172	0.135526	0.0854732	0.0776789	0.0935838	0.180132
a	0.0037404	0.00475551	0.0249551	0.035634	0.0777474	0.0879376	0.176029	0.18244	0.166902	0.114716	0.0444846	0.080659
t	0.00447483	0.00433474	0.00793428	0.0141266	0.0600501	0.0642024	0.154403	0.187054	0.209824	0.125382	0.108513	0.0597005
t	0.00443172	0.00432795	0.0112433	0.018208	0.0874048	0.105892	0.187001	0.161728	0.122451	0.0611635	0.0835538	0.152596
o	0.00506795	0.00534174	0.00816436	0.0156456	0.0573613	0.0583147	0.115727	0.164205	0.146622	0.142108	0.0854852	0.195957
p	0.00391007	0.0035555	0.00507505	0.00967837	0.0296757	0.0277828	0.0456717	0.0871143	0.144639	0.153001	0.303994	0.185903
o	0.00147583	0.00146758	0.00872717	0.0335646	0.0723481	0.0741413	0.0841009	0.0771681	0.084777	0.145696	0.35392	0.0626139
è	0.00616412	0.00629976	0.00878443	0.0167496	0.0294489	0.0285629	0.040606	0.0750403	0.149701	0.144835	0.273656	0.220152
t	0.00174271	0.00173033	0.00484051	0.00875861	0.0232873	0.0237211	0.0374297	0.0469407	0.0748285	0.0866409	0.541163	0.148917
a	0.00180049	0.00175205	0.0046028	0.0102007	0.0521762	0.059902	0.0974146	0.0981879	0.0979195	0.101001	0.388169	0.0868738
d	0.00391851	0.00340589	0.00459172	0.00875982	0.0138982	0.0131515	0.0155321	0.0231022	0.0502639	0.0666872	0.58757	0.209119
i	0.00126954	0.0013273	0.0107667	0.0393753	0.0709271	0.0713916	0.0766472	0.072739	0.0882411	0.1306	0.377196	0.0595196
k	0.00452846	0.00386293	0.00449821	0.00787959	0.0139638	0.0136068	0.0154499	0.020368	0.0386394	0.0549753	0.63469	0.187538
ò	0.00237842	0.00230558	0.0164155	0.0371684	0.0741711	0.0782215	0.0973587	0.0850955	0.132127	0.206748	0.186069	0.0819407
m	0.00158564	0.00154479	0.00201287	0.00359396	0.0138746	0.0135721	0.0155176	0.0228948	0.0386691	0.0527563	0.701	0.132978
m	0.00355422	0.00400363	0.022184	0.0630703	0.116747	0.128076	0.146797	0.124157	0.0993167	0.0776425	0.0971239	0.117327
a	0.00363094	0.00322842	0.00742294	0.00751458	0.0174432	0.0179611	0.0327116	0.0405341	0.108576	0.189082	0.324961	0.246934
</S>	0.010943	0.00668774	0.00967835	0.00611882	0.0332178	0.0250582	0.0157705	0.0261981	0.0373556	0.0627875	0.470119	0.296065
