 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.896307	0.0596253	0.0166681	0.00477456	0.00418814	0.00468917	0.00463773	0.00910974
è	0.516881	0.197315	0.0433152	0.00796905	0.0113456	0.0209313	0.0924684	0.109774
o	0.450022	0.447401	0.0338243	0.0055473	0.00595378	0.0172457	0.0212191	0.0187864
p	0.174191	0.556237	0.0819023	0.0207509	0.0282854	0.0248041	0.0633698	0.0504597
p	0.0482947	0.162348	0.338303	0.144224	0.0200086	0.0177291	0.0845276	0.184565
ò	0.0989605	0.26526	0.259552	0.1127	0.0282989	0.0311768	0.116734	0.0873179
r	0.0781044	0.242166	0.511489	0.118868	0.0109441	0.0122114	0.0112542	0.014963
k	0.0428002	0.12472	0.496553	0.251417	0.0387863	0.00984316	0.0214039	0.0144765
e	0.0394051	0.0753983	0.337543	0.260402	0.0692315	0.0160903	0.067559	0.13437
t	0.0289209	0.0677359	0.289441	0.525068	0.0233751	0.0144923	0.0226612	0.0283058
e	0.0373718	0.0472711	0.110562	0.471111	0.108797	0.0223289	0.0409699	0.161588
e	0.041532	0.0858094	0.151342	0.415597	0.108882	0.0492924	0.0402666	0.107278
t	0.0306881	0.042357	0.0701308	0.399064	0.278468	0.0333922	0.0318119	0.114089
r	0.0156101	0.0191173	0.0439366	0.269289	0.315625	0.0276146	0.0486732	0.260134
ò	0.0174236	0.0324111	0.0504112	0.214679	0.33916	0.0456894	0.0509255	0.2493
o	0.0145784	0.0293214	0.0425003	0.227395	0.439342	0.0965834	0.0215545	0.128725
p	0.0172773	0.0215915	0.0313611	0.122256	0.471575	0.111825	0.051445	0.172669
ò	0.00675921	0.00798863	0.0271616	0.129061	0.181939	0.157097	0.248888	0.241106
s	0.0102355	0.0209952	0.0284151	0.07071	0.318284	0.234787	0.126496	0.190077
s	0.00796404	0.0102644	0.0205832	0.11032	0.272533	0.1628	0.1579	0.257635
a	0.0122873	0.0175171	0.0274037	0.0715677	0.199979	0.250423	0.148891	0.271931
t	0.00345045	0.00505766	0.00685361	0.0109147	0.0358282	0.0816624	0.628657	0.227576
è	0.00398953	0.00454504	0.00684725	0.0202427	0.0760922	0.0873121	0.591098	0.209874
l	0.00143405	0.00255122	0.0037742	0.00813215	0.0204293	0.0380692	0.810426	0.115184
o	0.00353284	0.00430701	0.0100828	0.0427064	0.068065	0.0820959	0.552096	0.237114
</S>	0.00482464	0.00469355	0.00464141	0.00624556	0.0117384	0.0336723	0.651043	0.283141
