 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.968167	0.0153615	0.00293569	0.00180372	0.00218234	0.00154448	0.00152739	0.00153212	0.00168552	0.00326007
t	0.762532	0.076045	0.0360235	0.0179277	0.00944459	0.00510397	0.00808968	0.0149212	0.0374629	0.0324493
e	0.173785	0.535963	0.0228462	0.0164437	0.0230535	0.00782712	0.00847733	0.00938995	0.0594313	0.142783
l	0.539788	0.15514	0.0647261	0.021068	0.0499265	0.0121563	0.0142035	0.0174609	0.076665	0.0488658
ì	0.123428	0.42165	0.0464619	0.0218737	0.0460419	0.0213783	0.0235489	0.0144713	0.136769	0.144377
s	0.29359	0.541687	0.0481009	0.0190896	0.0235156	0.00850609	0.00855452	0.0125918	0.0219589	0.0224056
i	0.150991	0.415619	0.0695715	0.0388707	0.149847	0.0269339	0.0250922	0.0222747	0.0405422	0.0602575
n	0.0946445	0.539086	0.0497551	0.0264993	0.112519	0.0197497	0.0185839	0.0238402	0.0504214	0.064901
a	0.0401435	0.234422	0.113623	0.117646	0.294561	0.024631	0.0186286	0.0111708	0.0279925	0.117181
m	0.0708868	0.33835	0.0664354	0.0387725	0.266324	0.0269606	0.0246549	0.0234898	0.0636035	0.0805224
ì	0.0110494	0.0529893	0.247296	0.274859	0.133078	0.0772246	0.062699	0.00995214	0.0229575	0.107895
n	0.0325546	0.279547	0.0826974	0.0762589	0.397922	0.0579458	0.0395729	0.00753674	0.00903322	0.016931
i	0.0132327	0.171483	0.296346	0.166645	0.175609	0.0420566	0.034891	0.012823	0.011034	0.0758804
p	0.0157123	0.0453265	0.215413	0.192759	0.257641	0.134144	0.0934834	0.00794003	0.0171068	0.0204728
à	0.00587475	0.0245122	0.246935	0.279794	0.0932479	0.0899116	0.0930107	0.0192623	0.0176686	0.129783
n	0.00763769	0.0387855	0.173995	0.196376	0.219606	0.195386	0.140085	0.00713441	0.00470459	0.0162906
t	0.00602335	0.0710609	0.272957	0.24126	0.108943	0.0703961	0.064614	0.00928267	0.02088	0.134583
a	0.00759148	0.0113237	0.332963	0.226609	0.0802993	0.117456	0.129794	0.0179024	0.0226213	0.0534401
l	0.00739015	0.00952387	0.224082	0.147969	0.0633937	0.17794	0.271421	0.0286121	0.0179903	0.0516776
e	0.00466494	0.0233737	0.178087	0.23472	0.0760202	0.0821746	0.0926566	0.0953243	0.0516473	0.161331
t	0.0128787	0.0147701	0.163839	0.120949	0.0555253	0.155615	0.278146	0.0571884	0.0319411	0.109147
t	0.00576728	0.00778291	0.201549	0.164199	0.0396181	0.109686	0.146961	0.0914167	0.059687	0.173333
ò	0.00607649	0.0070949	0.108227	0.0642999	0.0271361	0.131145	0.21239	0.183059	0.0632023	0.19737
m	0.00392317	0.00776727	0.115478	0.0787117	0.0465531	0.194196	0.217641	0.191912	0.0649213	0.0788959
i	0.00465759	0.0210813	0.196618	0.225429	0.0723133	0.0793019	0.0945744	0.0729733	0.0766362	0.156415
f	0.0110969	0.0122867	0.0761707	0.0574013	0.0192878	0.0884496	0.138321	0.307365	0.12293	0.16669
à	0.00363766	0.00797406	0.0921918	0.102968	0.0283823	0.0639459	0.0717336	0.199075	0.225659	0.204433
i	0.0041192	0.00567222	0.0590268	0.0392996	0.0206029	0.118556	0.139542	0.237689	0.249211	0.126282
t	0.00751519	0.00968673	0.0777807	0.0590538	0.0143501	0.0634422	0.0743289	0.244515	0.260398	0.188929
o	0.00477318	0.00638264	0.0598619	0.0527542	0.0120446	0.0676894	0.0725269	0.156436	0.293112	0.274419
v	0.00503232	0.00656781	0.0190327	0.0186464	0.00688433	0.011804	0.0166841	0.114913	0.503187	0.297248
r	0.00137962	0.00401346	0.071563	0.0766991	0.0223356	0.0285637	0.0409254	0.144404	0.47654	0.133576
à	0.00135386	0.00151238	0.00754338	0.00611413	0.00231858	0.00504282	0.00850349	0.0585973	0.738284	0.17073
i	0.00153364	0.00235793	0.0125908	0.00847612	0.00423344	0.0103867	0.0164469	0.0737817	0.716381	0.153812
</S>	0.00649307	0.00799969	0.0240279	0.0184782	0.00515076	0.0141695	0.0206701	0.100617	0.560901	0.241493
