 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.964358	0.0190413	0.00415205	0.0018544	0.00158239	0.00158561	0.00158867	0.00228243	0.00355535
a	0.574702	0.113572	0.0529646	0.00509449	0.0164703	0.0313776	0.053807	0.0776715	0.0743408
n	0.427649	0.263011	0.0814396	0.00779583	0.012603	0.0179758	0.0217071	0.118891	0.0489278
o	0.0943483	0.212089	0.273324	0.0101108	0.0256092	0.016205	0.0277871	0.105774	0.234752
n	0.149975	0.290627	0.313858	0.00820382	0.011398	0.0170696	0.0212343	0.108192	0.0794433
ì	0.053223	0.166867	0.261019	0.0316006	0.0442538	0.0171092	0.0271267	0.128665	0.270135
s	0.145947	0.344982	0.393602	0.0115379	0.015665	0.0122754	0.0124587	0.0254308	0.0381009
o	0.0573012	0.164003	0.340806	0.116393	0.0820653	0.023112	0.0210446	0.0530832	0.142191
n	0.0643826	0.20466	0.48116	0.0658438	0.0247736	0.0184523	0.019289	0.046839	0.0745992
t	0.0378459	0.095019	0.175131	0.300367	0.0866448	0.0166105	0.0235257	0.0627917	0.202065
a	0.0730723	0.087147	0.147289	0.196596	0.102264	0.031054	0.0366892	0.134236	0.191652
t	0.0624978	0.078516	0.1283	0.3699	0.0975001	0.0267639	0.0248471	0.0908426	0.120833
e	0.0460554	0.0477527	0.0550221	0.224672	0.212907	0.0476382	0.0245567	0.0716261	0.269769
s	0.056072	0.0681734	0.102573	0.385537	0.134366	0.0252305	0.0165345	0.0719397	0.139573
m	0.0324685	0.0333996	0.0371479	0.146873	0.34372	0.0622308	0.0258634	0.0961636	0.222133
à	0.021062	0.0337019	0.0746214	0.284121	0.276162	0.0422207	0.0333654	0.0942333	0.140512
n	0.0189665	0.0297759	0.0492937	0.2436	0.44481	0.0938488	0.0274634	0.0120281	0.0802135
t	0.0148622	0.0272222	0.0569666	0.253847	0.153264	0.0616237	0.0327105	0.0320564	0.367447
e	0.0192412	0.019724	0.0210915	0.0426185	0.353868	0.19018	0.0556749	0.0559774	0.241625
ì	0.0153414	0.0158099	0.0174309	0.0271442	0.322651	0.342157	0.0591687	0.0417861	0.15851
t	0.0098835	0.0133826	0.0226005	0.0952694	0.478603	0.235019	0.045094	0.0117027	0.088446
s	0.00749646	0.00870608	0.01267	0.1326	0.320474	0.142505	0.0631863	0.0419322	0.27043
e	0.00982408	0.0149988	0.0242234	0.0381523	0.24471	0.15759	0.123658	0.0261748	0.360669
r	0.00816565	0.0117682	0.0188805	0.0264558	0.173813	0.290087	0.152182	0.0379002	0.280748
e	0.00602804	0.00679489	0.00908531	0.0536009	0.29412	0.209944	0.13018	0.0912661	0.19898
k	0.0115116	0.0133556	0.0185867	0.0248475	0.128464	0.304773	0.152563	0.051673	0.294226
a	0.00625888	0.00850655	0.01512	0.107416	0.173142	0.165103	0.280376	0.0734429	0.170634
n	0.0130064	0.0133773	0.0146221	0.0163884	0.0535706	0.224168	0.190962	0.0822309	0.391674
a	0.00467101	0.0059091	0.00874088	0.0780585	0.149473	0.188549	0.300395	0.0873978	0.176806
v	0.012606	0.0127916	0.0135305	0.0145295	0.0351431	0.136943	0.225156	0.160945	0.388356
r	0.00442088	0.00568595	0.00917544	0.0867098	0.18883	0.197116	0.241165	0.101027	0.165871
è	0.00486337	0.00514651	0.00606244	0.00737213	0.035566	0.121058	0.297938	0.26058	0.261413
t	0.00114695	0.00155653	0.00246133	0.00332264	0.0140662	0.0325214	0.0538802	0.61887	0.272175
s	0.00346893	0.00378804	0.00468127	0.0143228	0.105829	0.191415	0.175376	0.311455	0.189663
i	0.00569165	0.00598522	0.00693892	0.00840736	0.0390602	0.0783983	0.174382	0.518146	0.162991
</S>	0.00188657	0.00190519	0.00211197	0.00215174	0.00389557	0.0125857	0.0266153	0.797155	0.151693
