 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
s	0.527599	0.112202	0.104594	0.0517229	0.0286284	0.0139625	0.0159538	0.0130368	0.0130346	0.0130035	0.0128707	0.0128998	0.0128547	0.0128685	0.0129608	0.0137298	0.0280777
ì	0.428402	0.115996	0.0776037	0.0465537	0.0239693	0.0113738	0.00913628	0.0117918	0.015527	0.0166158	0.0205582	0.0129167	0.018353	0.0277577	0.0733188	0.0516777	0.0384488
m	0.635891	0.0870117	0.0824463	0.0608381	0.0313456	0.00890882	0.0108448	0.00541469	0.0045522	0.00650637	0.00600546	0.00391612	0.00497895	0.00833807	0.0114429	0.017565	0.0139939
b	0.198625	0.200663	0.144924	0.0829298	0.053589	0.0358102	0.0267048	0.0236749	0.0360747	0.0264568	0.0121015	0.0115461	0.0112119	0.00972427	0.020912	0.0124879	0.0925644
e	0.259136	0.328983	0.180402	0.121068	0.0458721	0.010693	0.0139628	0.00421787	0.00403219	0.00333511	0.00323964	0.00370355	0.00309715	0.00300993	0.00492698	0.00617606	0.00414468
r	0.136446	0.450504	0.0949257	0.0797007	0.0528765	0.0188011	0.0306669	0.0121043	0.0125982	0.012525	0.0108503	0.0109112	0.0108288	0.0107783	0.0200798	0.0218049	0.0135984
i	0.0784673	0.316731	0.104568	0.0754	0.0597008	0.0490305	0.0524691	0.0328961	0.0345555	0.0372045	0.0162399	0.0150589	0.0157482	0.0157412	0.0284352	0.0330718	0.0346817
d	0.0667221	0.300015	0.083771	0.0626398	0.0456776	0.0437668	0.0418285	0.0472815	0.0457032	0.0556033	0.0186722	0.0145175	0.0172058	0.0175563	0.0284223	0.03717	0.0734471
e	0.0193119	0.0709597	0.209126	0.252688	0.146593	0.0435526	0.0457916	0.0198885	0.0232948	0.0193152	0.0142271	0.0194624	0.011035	0.00701539	0.0143549	0.0191457	0.0642389
c	0.0712315	0.275248	0.0732974	0.0621294	0.0393695	0.0347198	0.0329485	0.0497839	0.0429051	0.0675055	0.0211095	0.0123091	0.0178694	0.0203413	0.0389941	0.0451719	0.0950659
i	0.0583865	0.111025	0.258797	0.213806	0.115154	0.0431254	0.0499254	0.0125651	0.0131342	0.0112764	0.00979467	0.0145518	0.00867301	0.00586054	0.00934851	0.0273776	0.0371983
d	0.0590067	0.219837	0.0738881	0.063382	0.0411274	0.0347605	0.0331364	0.0529411	0.0463365	0.0649986	0.0213878	0.0151517	0.0173184	0.0173742	0.0356389	0.0457216	0.157993
è	0.0339208	0.109862	0.23868	0.213727	0.118161	0.0449521	0.0565932	0.0140229	0.0141393	0.0126449	0.0115128	0.0160897	0.0107639	0.0081697	0.00990044	0.0378611	0.0489983
s	0.170042	0.286129	0.168769	0.0874044	0.0440748	0.0277398	0.0292568	0.0283838	0.0275961	0.0294256	0.0126029	0.0145244	0.00968202	0.00764264	0.00688084	0.0110641	0.0387819
s	0.0360207	0.179369	0.199055	0.20578	0.120777	0.0520483	0.0592618	0.0248384	0.0263464	0.0231609	0.00804347	0.0135595	0.00675337	0.00575127	0.00706932	0.0101364	0.0220296
a	0.0205744	0.0879931	0.202598	0.196919	0.143292	0.0752688	0.0858948	0.0333382	0.034714	0.0298409	0.00982556	0.0176779	0.00839647	0.00732797	0.013773	0.0142119	0.0183543
m	0.0280214	0.111418	0.259483	0.199452	0.0912997	0.0367947	0.0420195	0.0343354	0.0327202	0.036127	0.013786	0.0150874	0.0108506	0.00920129	0.0138589	0.0183374	0.0472065
o	0.0143707	0.0250102	0.0567951	0.0742394	0.0980049	0.144589	0.15217	0.0420589	0.0736441	0.020002	0.0216155	0.0745647	0.0200229	0.00705587	0.0101884	0.0147494	0.150919
n	0.0232338	0.0470706	0.219836	0.243516	0.14213	0.0460659	0.0542734	0.0352345	0.0328584	0.0379248	0.014554	0.0150463	0.0112704	0.00993028	0.0175489	0.0182271	0.0312798
a	0.00888419	0.0484296	0.146707	0.2182	0.189944	0.116974	0.105289	0.0188287	0.0261002	0.0122875	0.00927486	0.0314688	0.00729972	0.00411314	0.00903929	0.00873265	0.0384263
p	0.0208146	0.0402925	0.206133	0.234351	0.15784	0.0501501	0.0652866	0.0311369	0.0276483	0.0343267	0.0160255	0.0154884	0.0116439	0.00960322	0.0151362	0.0207348	0.0433885
à	0.00621273	0.0358619	0.12807	0.186603	0.175598	0.146024	0.116938	0.0234265	0.0273545	0.0118221	0.0108076	0.0536584	0.0111646	0.00810772	0.00861872	0.0166139	0.0331189
m	0.0194665	0.0760895	0.272572	0.220191	0.158961	0.04675	0.0701402	0.0186375	0.0180393	0.0174351	0.0126255	0.016929	0.0100895	0.00657216	0.00389011	0.00642217	0.0251898
