 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.951647	0.0318671	0.00548905	0.00243504	0.00163109	0.00132296	0.0013222	0.00138568	0.00289983
k	0.58212	0.267707	0.0259563	0.0138162	0.00477091	0.019252	0.0185188	0.0384815	0.029377
à	0.170852	0.242463	0.251085	0.043086	0.0165982	0.014785	0.0142573	0.0939464	0.152926
j	0.162026	0.70611	0.0706273	0.0275208	0.00476702	0.00623218	0.00597771	0.00823421	0.00850473
o	0.0655356	0.079324	0.304345	0.246832	0.137906	0.0197583	0.0139614	0.0312172	0.101121
t	0.0779091	0.206798	0.469523	0.0843332	0.0449553	0.0192113	0.0181253	0.0302924	0.0488521
r	0.0300169	0.0469845	0.320344	0.29516	0.126336	0.0206951	0.0135868	0.0362044	0.110672
a	0.0364071	0.0871789	0.398776	0.22119	0.130201	0.0206219	0.0137679	0.030228	0.0616302
ù	0.0339378	0.0799796	0.337474	0.26183	0.110317	0.0217189	0.0129454	0.032348	0.10945
d	0.0282774	0.060397	0.264596	0.351553	0.193275	0.023471	0.00955747	0.0139858	0.0548868
i	0.0132238	0.0182913	0.131326	0.366202	0.21798	0.0508245	0.0290904	0.0394019	0.133661
a	0.0274989	0.0521587	0.167224	0.397178	0.236334	0.0336789	0.0134028	0.0215595	0.050965
a	0.0304756	0.0382926	0.0788268	0.345498	0.321854	0.0551493	0.0199365	0.0328411	0.0771266
s	0.0386257	0.0447256	0.0722337	0.270586	0.298687	0.0929777	0.0350369	0.0379571	0.10917
ò	0.0223742	0.0241937	0.0379394	0.169888	0.254544	0.117491	0.0809067	0.0670734	0.225589
z	0.0252369	0.0398696	0.0738065	0.231172	0.240936	0.174072	0.0834455	0.0224202	0.109041
i	0.00656647	0.00788107	0.0387631	0.175108	0.113153	0.12839	0.15817	0.159662	0.212306
g	0.0207036	0.0230725	0.0309849	0.056786	0.048563	0.400807	0.214336	0.0528635	0.151884
r	0.00657173	0.00720865	0.0152096	0.0676501	0.111347	0.158639	0.256683	0.143495	0.233196
à	0.0093295	0.00957682	0.0107088	0.0160781	0.0290743	0.271519	0.247645	0.102524	0.303544
t	0.005111	0.0077682	0.0137455	0.0252661	0.0195799	0.255229	0.273883	0.218741	0.180675
s	0.00554426	0.0061804	0.0111989	0.0504232	0.0673766	0.246679	0.237272	0.166261	0.209065
i	0.00859998	0.0112148	0.0179641	0.0289247	0.0186868	0.221676	0.342841	0.130686	0.219406
i	0.00256842	0.00312554	0.0047787	0.00725226	0.00450068	0.0628752	0.120289	0.582651	0.211959
n	0.00465543	0.00475531	0.00547856	0.00815229	0.0164231	0.103612	0.202338	0.403296	0.25129
ì	0.00244542	0.00288097	0.0078713	0.0330241	0.0521958	0.108612	0.260457	0.386643	0.14587
t	0.00345276	0.00373225	0.00480633	0.00838499	0.00956415	0.0569783	0.0791722	0.652798	0.181111
t	0.00206541	0.00216965	0.00280313	0.00612603	0.0114342	0.0894887	0.120182	0.623276	0.142455
a	0.00593213	0.00624428	0.00737691	0.0109697	0.01047	0.0785976	0.161353	0.533235	0.185821
</S>	0.00302974	0.002649	0.003218	0.00361952	0.00527032	0.0284494	0.0549964	0.619984	0.278784
