 	forse	stanno	ancora	svegli	</S>
f	0.938542	0.0313636	0.010262	0.0129195	0.00691326
ò	0.583678	0.182375	0.0270204	0.0642105	0.142716
r	0.803264	0.135537	0.0215266	0.0248169	0.0148553
s	0.303535	0.414592	0.117365	0.0795946	0.0849131
i	0.182907	0.22196	0.186999	0.23486	0.173275
s	0.115984	0.655403	0.0813713	0.0682233	0.0790185
t	0.0988525	0.320633	0.113805	0.0964212	0.370288
è	0.101402	0.229472	0.148599	0.0616689	0.458858
o	0.0622211	0.268553	0.487413	0.0472121	0.134602
n	0.107049	0.137342	0.304625	0.113849	0.337134
e	0.0221739	0.117939	0.282768	0.0945977	0.482522
a	0.154468	0.173551	0.226222	0.2472	0.198559
n	0.112918	0.1199	0.181768	0.229203	0.356211
k	0.00833935	0.0379605	0.153601	0.308427	0.491672
ò	0.0529572	0.0601733	0.11014	0.0735203	0.703209
r	0.0681573	0.143821	0.235285	0.122515	0.430221
a	0.0870748	0.102977	0.24252	0.215227	0.352201
a	0.203625	0.203089	0.216819	0.079046	0.297421
t	0.106687	0.103931	0.15534	0.269943	0.364099
s	0.00516311	0.00768193	0.0619539	0.382314	0.542887
ù	0.0258807	0.0268854	0.0355678	0.108327	0.803339
n	0.0349607	0.0535233	0.0848033	0.22985	0.596863
n	0.00513679	0.00886475	0.0417831	0.353824	0.590391
i	0.0274403	0.0272775	0.0397446	0.110744	0.794794
t	0.0600487	0.0586951	0.0677792	0.229015	0.584462
i	0.016451	0.0158938	0.0198719	0.128687	0.819096
</S>	0.0469311	0.0415171	0.0639078	0.340351	0.507293
