 	lo	sentii	ee	che	arrivava	</S>
t	0.96982	0.0208901	0.00240448	0.00205234	0.00161064	0.00322225
o	0.661058	0.198988	0.0112275	0.0186842	0.0697766	0.0402651
n	0.389861	0.382156	0.0367837	0.0217285	0.0957665	0.0737042
ì	0.109068	0.245539	0.150288	0.0656401	0.164968	0.264497
k	0.230509	0.66528	0.053861	0.0112171	0.0175256	0.0216072
u	0.047389	0.18658	0.466876	0.0680036	0.0463561	0.184795
s	0.0606993	0.121385	0.620226	0.0521344	0.051672	0.0938839
a	0.0520643	0.0612289	0.405172	0.229122	0.06406	0.188353
e	0.0546978	0.0812062	0.327679	0.286819	0.0586418	0.190957
e	0.0543318	0.0595445	0.149422	0.491504	0.068198	0.177
k	0.0534568	0.0570314	0.0983807	0.553432	0.068475	0.169224
a	0.00799982	0.0154438	0.117592	0.653922	0.116357	0.0886858
è	0.0255228	0.0277132	0.0320356	0.221257	0.209836	0.483635
s	0.0059358	0.00669355	0.0122077	0.0855124	0.76674	0.122911
t	0.00245002	0.00273842	0.0106958	0.142409	0.736984	0.104723
a	0.00982122	0.0110123	0.0147074	0.188523	0.459116	0.31682
z	0.00299926	0.00229056	0.00309072	0.0333338	0.707911	0.250375
z	0.000655404	0.00152776	0.0125642	0.182441	0.734314	0.0684981
e	0.00233166	0.00348406	0.00714505	0.0795533	0.506871	0.400615
</S>	0.00214404	0.00161378	0.00273136	0.0756819	0.666489	0.25134
