 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a	0.958289	0.0257106	0.00360428	0.0022496	0.00126884	0.00125845	0.00123242	0.00122862	0.00122849	0.00132901	0.00260083
n	0.604495	0.187631	0.0224482	0.0235753	0.0102861	0.00992312	0.00977778	0.012891	0.015096	0.0765513	0.0273253
e	0.164269	0.473041	0.0581924	0.0241436	0.0125592	0.00513441	0.0074448	0.0086396	0.0152439	0.0979695	0.133362
v	0.375658	0.399524	0.0320477	0.0282519	0.00879826	0.00759971	0.00768599	0.00827327	0.0108247	0.087586	0.0337504
ò	0.109322	0.320247	0.102051	0.0345387	0.0187512	0.0142523	0.0215721	0.013067	0.0217163	0.126098	0.218385
ì	0.130444	0.789472	0.0202306	0.0176981	0.00347454	0.00214604	0.0024666	0.00355188	0.00421506	0.0134848	0.0128169
c	0.123932	0.779649	0.0365758	0.0206555	0.00651609	0.00386156	0.00450271	0.00459977	0.00463416	0.00661315	0.0084604
h	0.0277282	0.438864	0.319798	0.155862	0.0195755	0.00562454	0.00437169	0.00178045	0.00175033	0.00943501	0.0152106
a	0.0268105	0.141932	0.419781	0.242292	0.0686604	0.0275692	0.020355	0.0094686	0.013383	0.0171557	0.0125925
d	0.024747	0.0860708	0.569345	0.180075	0.0336907	0.011323	0.0118168	0.00918578	0.00976896	0.0241822	0.0397957
ò	0.018495	0.0230334	0.234499	0.352944	0.128708	0.0538708	0.0417926	0.013503	0.0171528	0.030433	0.0855682
n	0.0328597	0.0650226	0.439072	0.32947	0.0396178	0.0190685	0.0191017	0.00822274	0.0055373	0.0115086	0.0305192
t	0.0160152	0.0303849	0.284915	0.328767	0.14307	0.0438362	0.0385772	0.0110979	0.0131298	0.0167143	0.0734921
a	0.0150557	0.0239622	0.239157	0.360812	0.170757	0.0537156	0.0474542	0.0113956	0.015709	0.0201178	0.0418637
s	0.0210042	0.0513445	0.249644	0.345295	0.13583	0.0421982	0.0390652	0.0133593	0.0104487	0.0344073	0.0574042
ì	0.0205574	0.0258656	0.0848928	0.235849	0.222377	0.111669	0.0945143	0.0280721	0.0160071	0.0358162	0.12438
n	0.0174484	0.0532361	0.221708	0.269316	0.169137	0.066719	0.0493011	0.0254003	0.0075737	0.0159725	0.104188
d	0.00618956	0.0107682	0.116271	0.211332	0.256776	0.0993618	0.0708278	0.0314369	0.0175167	0.0128579	0.166662
e	0.0133791	0.0156032	0.0557522	0.1682	0.187945	0.114766	0.114924	0.0613031	0.064255	0.0308441	0.173029
k	0.0104654	0.0171219	0.0526863	0.137108	0.296641	0.202102	0.150187	0.0255747	0.0123842	0.0242964	0.0714333
