 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a	0.957195	0.0289406	0.0036289	0.00177751	0.00138853	0.00133223	0.00125892	0.00173173	0.00274654
n	0.580328	0.26386	0.0236286	0.0124184	0.0103369	0.00884263	0.0179993	0.0518142	0.030772
ì	0.191096	0.32236	0.114999	0.0198244	0.00916476	0.005949	0.0213688	0.143525	0.171713
c	0.175585	0.698453	0.0550343	0.0195056	0.00657613	0.00647665	0.00778169	0.0136108	0.0169768
h	0.0550411	0.268354	0.484101	0.102634	0.0238231	0.00466348	0.00343964	0.0242124	0.0337312
e	0.133109	0.103322	0.42938	0.159653	0.0748325	0.0212783	0.0267922	0.0326321	0.0190007
t	0.0680323	0.0747632	0.588077	0.0942611	0.0272795	0.0169442	0.0193881	0.0503946	0.0608605
o	0.0419402	0.0456738	0.437975	0.184262	0.0785457	0.0166454	0.0282113	0.0634992	0.103248
r	0.0406967	0.0557749	0.454559	0.107523	0.0389877	0.0138156	0.0236736	0.0667353	0.198235
ì	0.0271871	0.0283018	0.191911	0.296235	0.146287	0.0193296	0.0184278	0.0609779	0.211342
s	0.0317534	0.0449568	0.31224	0.351013	0.139026	0.0162422	0.00909484	0.0209658	0.074708
o	0.0153815	0.016394	0.131652	0.393596	0.301282	0.049589	0.0143601	0.0155803	0.0621644
n	0.0243427	0.0312642	0.189338	0.362219	0.288652	0.0227485	0.011717	0.0195388	0.0501798
t	0.0124701	0.0145467	0.111219	0.259893	0.34895	0.0372433	0.0272864	0.0174061	0.170986
a	0.0231573	0.0235612	0.0467036	0.224445	0.370812	0.0887997	0.0472049	0.0377308	0.137585
e	0.0241011	0.0250239	0.0583669	0.200548	0.323768	0.162496	0.0297396	0.0546753	0.121281
m	0.0270845	0.0274361	0.0410737	0.144321	0.321837	0.228656	0.0324733	0.0361105	0.141008
a	0.00928914	0.0101594	0.0852833	0.219581	0.339171	0.163006	0.0460533	0.0520265	0.0754301
n	0.0253038	0.0258196	0.0454368	0.08088	0.131281	0.225768	0.0705757	0.0412417	0.353694
t	0.00575207	0.00631542	0.0379444	0.156816	0.249945	0.201677	0.150173	0.0486047	0.142773
e	0.018271	0.0184085	0.0235534	0.0414701	0.0779656	0.23497	0.12443	0.0570804	0.403851
ì	0.0131379	0.0136259	0.024838	0.0423083	0.0631058	0.237175	0.157204	0.0545313	0.394074
t	0.00768752	0.00860174	0.0265939	0.0664417	0.0888218	0.364879	0.215382	0.0362847	0.185307
s	0.00510904	0.0053432	0.0130536	0.0909756	0.175666	0.235184	0.153513	0.10998	0.211175
e	0.00821178	0.00899176	0.0241675	0.0360683	0.0429607	0.17914	0.235275	0.089464	0.375721
r	0.00697539	0.00758049	0.0182489	0.0253314	0.0299439	0.0996361	0.342416	0.116495	0.353372
e	0.00433903	0.00455469	0.0107107	0.0446015	0.0846222	0.221308	0.316662	0.129954	0.183248
k	0.0084333	0.00882452	0.0176537	0.025878	0.0322231	0.0658997	0.32414	0.167239	0.349708
a	0.00433636	0.00503833	0.0356112	0.111415	0.177985	0.149574	0.344732	0.0487925	0.122515
v	0.0102457	0.0105302	0.0131039	0.018466	0.0283176	0.0318868	0.231581	0.345429	0.31044
r	0.00314236	0.0035668	0.0256139	0.125325	0.176066	0.176231	0.279879	0.0843983	0.125776
è	0.00281152	0.00290777	0.00550911	0.00848389	0.0108537	0.0185935	0.154693	0.613456	0.182691
c	0.000549016	0.000684315	0.00155226	0.00199775	0.0022237	0.00429987	0.0191831	0.785349	0.184161
h	0.00236795	0.00522512	0.0415255	0.123455	0.146444	0.146656	0.13936	0.244387	0.150578
i	0.0107027	0.0113152	0.0112169	0.0163349	0.0191692	0.0372387	0.107256	0.451419	0.335347
</S>	0.00711051	0.00724701	0.00678607	0.00643324	0.00755534	0.0130032	0.0335518	0.720259	0.198054
