 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.949524	0.0239573	0.00936539	0.00215617	0.00188245	0.00180101	0.0017968	0.00177773	0.0017786	0.00214664	0.00381371
r	0.412834	0.144321	0.0680326	0.0369973	0.0463858	0.0553466	0.0332393	0.0429654	0.0499552	0.0706764	0.0392462
t	0.341352	0.346816	0.106097	0.0214854	0.0233035	0.0203983	0.0159137	0.0205647	0.0203504	0.0546148	0.029104
e	0.165856	0.284839	0.211186	0.0436211	0.0407462	0.0305376	0.0245612	0.0299286	0.0298084	0.07779	0.0611255
n	0.114281	0.432929	0.0817885	0.0487627	0.0586641	0.0321534	0.02025	0.0278524	0.0276048	0.0792936	0.0764209
a	0.0323753	0.32739	0.352107	0.0688234	0.0365881	0.0184054	0.0129275	0.00982331	0.00968401	0.05423	0.0776454
i	0.0562337	0.438629	0.112183	0.0341048	0.0509245	0.032375	0.0127821	0.0189523	0.0184915	0.085761	0.139563
v	0.0416523	0.175257	0.323438	0.0509998	0.0555399	0.047439	0.0194061	0.0170242	0.0162741	0.0759207	0.177049
ò	0.0131882	0.097891	0.304994	0.298589	0.050461	0.0277559	0.0390917	0.0133441	0.010349	0.0597277	0.0846084
s	0.0499014	0.292209	0.420919	0.0636185	0.0395111	0.0333446	0.0205524	0.00964563	0.00908592	0.0202367	0.0409766
t	0.0161539	0.194632	0.415384	0.189803	0.066581	0.0266956	0.0378979	0.00694608	0.0066548	0.018734	0.0205178
e	0.0210828	0.0909744	0.33232	0.227148	0.139443	0.0455605	0.0706296	0.0100692	0.00978623	0.0292329	0.0237531
s	0.0260379	0.116744	0.410091	0.207569	0.0528787	0.0386399	0.026994	0.0110221	0.0102803	0.0329692	0.0667736
t	0.0229454	0.0426719	0.183628	0.356608	0.0964756	0.0510029	0.0799394	0.0134837	0.0109954	0.0457117	0.0965378
u	0.0219486	0.0503776	0.151456	0.300115	0.128973	0.058018	0.0923875	0.0177438	0.0135053	0.0486327	0.116842
d	0.0249719	0.0726634	0.195082	0.294566	0.0907723	0.0483092	0.0498182	0.0164061	0.0125058	0.049167	0.145739
i	0.00627671	0.0182887	0.104642	0.24777	0.212235	0.0826114	0.203954	0.0172332	0.0161729	0.0419469	0.0488698
è	0.029505	0.0848529	0.196547	0.277156	0.0718572	0.0425126	0.042742	0.0182085	0.0133315	0.0550384	0.168249
o	0.0112196	0.041115	0.153277	0.361953	0.163676	0.0510832	0.1209	0.0140325	0.0100529	0.0170155	0.055675
n	0.0155073	0.0250313	0.05596	0.208171	0.30279	0.0923062	0.195388	0.0168392	0.0116704	0.0269487	0.0493881
a	0.00634817	0.0252736	0.0977323	0.183867	0.197752	0.142861	0.226976	0.0167768	0.0121442	0.0248226	0.0654464
n	0.0213996	0.0390701	0.064592	0.143614	0.243096	0.0994666	0.1795	0.0240783	0.0152751	0.0463916	0.123517
a	0.00479853	0.0175969	0.0802855	0.166393	0.190414	0.166458	0.221766	0.0297122	0.02807	0.0280172	0.0664887
m	0.017459	0.0347467	0.0531599	0.0985012	0.240953	0.129592	0.193212	0.0294801	0.0197266	0.0419189	0.141251
à	0.00513147	0.0222982	0.0820868	0.166349	0.182558	0.157593	0.210598	0.0389929	0.0442017	0.0307915	0.0593986
s	0.00535703	0.0199174	0.0439623	0.108252	0.274277	0.194188	0.2323	0.0316735	0.026306	0.00722309	0.056545
o	0.00541287	0.0130003	0.0306007	0.091224	0.231661	0.200572	0.216332	0.0565835	0.0406869	0.0287794	0.0851469
n	0.00742618	0.0173286	0.0248177	0.0394206	0.168318	0.234671	0.155199	0.125505	0.10348	0.025169	0.0986653
a	0.00482361	0.0138792	0.038523	0.095401	0.134331	0.192785	0.1818	0.0828571	0.0679899	0.0408973	0.146714
d	0.00884818	0.0139565	0.0205149	0.0341321	0.097688	0.168552	0.127716	0.166139	0.129133	0.0419642	0.191356
i	0.00261009	0.00718222	0.0253213	0.0858165	0.124649	0.151497	0.148512	0.134558	0.148162	0.0783531	0.0933381
v	0.0101509	0.0185808	0.0267472	0.0384783	0.0764216	0.120328	0.111545	0.156374	0.128351	0.0453284	0.267694
e	0.00237003	0.00803017	0.0322484	0.0981897	0.129154	0.141431	0.143413	0.129723	0.150041	0.0777554	0.0876443
n	0.00886519	0.0179421	0.0252084	0.0338028	0.0546327	0.0833266	0.0763306	0.167384	0.148891	0.0540847	0.329531
t	0.00290546	0.00834201	0.0206322	0.0622258	0.0985485	0.143371	0.134236	0.165047	0.18425	0.0762604	0.104182
è	0.00592333	0.00698065	0.00923084	0.0188118	0.0450517	0.0877196	0.0566345	0.210271	0.206588	0.124834	0.227955
s	0.00289023	0.00803774	0.0130637	0.0216236	0.0479963	0.0675651	0.060134	0.152308	0.163235	0.150575	0.312571
s	0.00285865	0.00522932	0.0123194	0.031074	0.103766	0.145597	0.143706	0.154307	0.143687	0.128795	0.12866
o	0.00611213	0.0121848	0.0192729	0.032225	0.0646997	0.0896969	0.0585892	0.183271	0.218672	0.118311	0.196966
m	0.00285243	0.005212	0.00747861	0.0104583	0.013655	0.0193521	0.0150825	0.0798427	0.0946013	0.382956	0.368509
a	0.00422836	0.0134811	0.0217961	0.0641364	0.153909	0.189186	0.198277	0.104085	0.104343	0.0461542	0.100403
è	0.0034077	0.00443524	0.00610091	0.0104719	0.0127167	0.0169185	0.0135003	0.0395639	0.04501	0.557395	0.29048
s	0.00106149	0.00150042	0.00274821	0.00690214	0.0123433	0.0159025	0.0125567	0.0281753	0.0392526	0.705552	0.174006
