 	tu	le	hai	cucinati	le	verdure	</S>
e	0.793496	0.142859	0.0106416	0.00758001	0.00972243	0.0180416	0.0176595
s	0.397183	0.524134	0.00646199	0.0102336	0.00576159	0.011302	0.0449244
ù	0.0964097	0.640318	0.0722483	0.0357849	0.00479694	0.0254964	0.124946
t	0.0912661	0.859907	0.0136058	0.0083377	0.00549361	0.00482052	0.0165689
a	0.0616856	0.370688	0.272489	0.109959	0.0288591	0.0771447	0.0791748
m	0.0460024	0.296955	0.385289	0.114055	0.0173494	0.02616	0.114189
à	0.0225277	0.0220112	0.0650387	0.103004	0.150908	0.200835	0.435675
r	0.0184087	0.0745101	0.436695	0.257399	0.105408	0.059445	0.0481339
e	0.0822003	0.109558	0.255054	0.270892	0.0712527	0.0398871	0.171156
t	0.0194833	0.0597647	0.0849752	0.117369	0.40461	0.199506	0.114292
s	0.028362	0.0322328	0.0941678	0.119247	0.194201	0.078364	0.453426
e	0.0222261	0.0422014	0.085924	0.0844025	0.334527	0.0667804	0.363939
t	0.0209179	0.0296446	0.0304326	0.0502758	0.221704	0.294809	0.352216
a	0.00542165	0.0047944	0.0130543	0.0269129	0.142769	0.632285	0.174763
l	0.0182736	0.0214515	0.0205033	0.0320011	0.0680081	0.30445	0.535312
à	0.00239634	0.00160535	0.0119261	0.0326592	0.188497	0.696007	0.0669095
c	0.0110061	0.0139982	0.0239192	0.0419732	0.0598657	0.59157	0.257668
h	0.00856856	0.0177274	0.0259358	0.0235307	0.1281	0.677506	0.118632
a	0.0211581	0.0197534	0.0596422	0.0742235	0.0913429	0.524091	0.209789
n	0.0229125	0.0121381	0.022278	0.0385524	0.0720039	0.379782	0.452333
a	0.0124875	0.00840325	0.015763	0.0477846	0.102552	0.587156	0.225853
</S>	0.0156761	0.0144268	0.0298318	0.0384756	0.0778714	0.266438	0.557281
