 	avete	cucinato	le	verdure	</S>
è	0.864451	0.0312205	0.0412184	0.0371573	0.0259529
c	0.718686	0.0348973	0.0204801	0.028757	0.19718
h	0.177777	0.406256	0.222986	0.163233	0.0297473
e	0.306054	0.179568	0.195704	0.214431	0.104243
t	0.0885757	0.430079	0.269588	0.0942993	0.117459
e	0.050901	0.256658	0.384254	0.0799983	0.228189
m	0.0456219	0.180054	0.421469	0.0594183	0.293437
a	0.010557	0.0427903	0.299034	0.417506	0.230113
r	0.0378474	0.0484896	0.117684	0.0684735	0.727506
à	0.00904315	0.0128318	0.0541213	0.608081	0.315922
t	0.0176036	0.0300425	0.0724941	0.563512	0.316348
a	0.00960401	0.0235643	0.0592189	0.651225	0.256388
t	0.0294803	0.0350431	0.0548757	0.324745	0.555856
a	0.00547834	0.0126628	0.0535842	0.558347	0.369928
l	0.015671	0.0170452	0.0337617	0.190607	0.742915
à	0.00350306	0.033004	0.125446	0.68138	0.156667
c	0.00953944	0.0159762	0.0347333	0.509303	0.430448
h	0.0115153	0.0213647	0.0475008	0.53898	0.380639
a	0.0171645	0.0371917	0.0750904	0.544952	0.325602
n	0.0175683	0.0192846	0.0416975	0.250617	0.670833
a	0.0136363	0.0197175	0.0944543	0.639865	0.232327
</S>	0.013708	0.0283094	0.0483935	0.231034	0.678556
