 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.923946	0.047038	0.00771371	0.00638067	0.002123	0.00202554	0.00203258	0.00204042	0.00240806	0.0042924
ì	0.365479	0.335382	0.0718387	0.025537	0.00389029	0.00668327	0.00482973	0.0371636	0.0176215	0.131576
s	0.190891	0.723706	0.0210795	0.0126471	0.00668267	0.0035193	0.00620911	0.00829413	0.0183442	0.00862724
o	0.133828	0.482997	0.186394	0.0450028	0.024583	0.0168278	0.0203021	0.0221854	0.0369203	0.03096
n	0.118111	0.518017	0.167113	0.0199707	0.0252087	0.0166468	0.0221273	0.0250061	0.0314529	0.0563468
t	0.0803938	0.112654	0.414256	0.0922882	0.0350998	0.0269572	0.023044	0.0280939	0.0993282	0.0878852
a	0.0665748	0.118372	0.422368	0.0800149	0.0392374	0.024368	0.0249665	0.0284713	0.112492	0.0831349
e	0.0523789	0.107292	0.490114	0.0861048	0.0357709	0.0154448	0.0183644	0.0219218	0.0743599	0.0982493
k	0.051177	0.0837814	0.429364	0.171788	0.0436989	0.0155763	0.0170041	0.0218258	0.0621794	0.103605
i	0.0257319	0.0321532	0.19709	0.276174	0.133316	0.0382126	0.010462	0.0224663	0.0871795	0.177215
a	0.0534287	0.0742309	0.288292	0.296796	0.065778	0.0159827	0.0156223	0.0235336	0.0701764	0.0961592
t	0.0472181	0.0627224	0.200926	0.316672	0.119211	0.0248692	0.0170141	0.0201388	0.0750674	0.116162
è	0.033468	0.0356819	0.0627711	0.165734	0.238287	0.0514115	0.0251833	0.0189562	0.100062	0.268445
r	0.0258293	0.0563966	0.135845	0.33292	0.27566	0.0406358	0.0181567	0.00998421	0.0339638	0.0706092
a	0.0158125	0.0169916	0.0347892	0.107239	0.356457	0.171262	0.0456916	0.00717128	0.0636227	0.180963
m	0.0295705	0.0432247	0.0953942	0.224592	0.372802	0.0886275	0.0232729	0.0107807	0.0308791	0.0808564
u	0.0105794	0.0120302	0.0229447	0.11787	0.164655	0.219575	0.0376408	0.00867282	0.0754489	0.330583
i	0.0327684	0.0344654	0.0484097	0.0760831	0.221189	0.167859	0.139999	0.0147668	0.052767	0.211693
n	0.0229985	0.0232311	0.0280678	0.0549376	0.199565	0.217108	0.173343	0.0107453	0.0637283	0.206276
ì	0.00733	0.00863848	0.0353879	0.0982168	0.142194	0.317963	0.0778858	0.00845649	0.0658869	0.23804
c	0.0105206	0.014507	0.031585	0.0541008	0.257835	0.163166	0.312797	0.00711277	0.036469	0.111907
h	0.00464726	0.00914922	0.0339591	0.0733885	0.149974	0.219758	0.172879	0.020592	0.165433	0.150219
a	0.0297568	0.034437	0.0575026	0.10095	0.141702	0.256518	0.123549	0.057653	0.0267923	0.17114
p	0.0220217	0.0167829	0.0163784	0.0206077	0.0571495	0.13546	0.253402	0.0495566	0.0958206	0.332821
à	0.00854372	0.00882335	0.0149982	0.0567287	0.109973	0.195989	0.186702	0.0250546	0.0998323	0.293356
r	0.00803273	0.0111724	0.024691	0.0294512	0.12195	0.113811	0.41515	0.0392003	0.0565339	0.180008
o	0.0106624	0.0116155	0.0192344	0.0342421	0.0962683	0.169264	0.386407	0.0622058	0.0378439	0.172256
n	0.0181307	0.0189074	0.0326153	0.0271604	0.0767754	0.0851824	0.412299	0.107229	0.0626044	0.159096
t	0.00902298	0.0113381	0.0217138	0.0742124	0.104703	0.185534	0.14607	0.0403707	0.0957504	0.311285
a	0.0125725	0.0104775	0.0106437	0.0120628	0.0285023	0.0785476	0.108678	0.122211	0.0665201	0.549785
s	0.0167076	0.0138356	0.0118321	0.0101359	0.0195833	0.0459247	0.108539	0.198514	0.0395556	0.535372
t	0.0109926	0.00910137	0.0103502	0.0144761	0.0481507	0.103408	0.251141	0.0570018	0.109648	0.38573
i	0.00880685	0.00881603	0.0115564	0.0122283	0.0464278	0.0852016	0.269625	0.114216	0.0658606	0.377262
n	0.0126447	0.00979848	0.0109529	0.00920599	0.0215371	0.0411601	0.101233	0.181429	0.0696339	0.542405
a	0.00472275	0.00501379	0.01032	0.0457997	0.065015	0.160895	0.0938966	0.103272	0.288578	0.222488
g	0.0179522	0.0137248	0.0134297	0.0125267	0.0194322	0.0524362	0.0545506	0.257166	0.0546811	0.504101
l	0.00465075	0.00513804	0.0111696	0.0534161	0.0913449	0.213955	0.135552	0.0600937	0.233259	0.191422
i	0.0247676	0.020214	0.0193596	0.0202602	0.0343747	0.0572254	0.0727903	0.193319	0.112207	0.445483
s	0.0117901	0.0117232	0.0104172	0.00817364	0.0103736	0.0229679	0.0228365	0.569499	0.0262173	0.306002
ì	0.00793042	0.00678182	0.00678582	0.00519917	0.0116844	0.0200575	0.06392	0.223901	0.14132	0.512419
a	0.00324003	0.00294862	0.00489332	0.00367871	0.0141593	0.0174198	0.0353113	0.108251	0.415137	0.394961
</S>	0.00886506	0.00911744	0.010052	0.00745023	0.0129555	0.0213207	0.0322143	0.287453	0.152249	0.458323
