 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.950235	0.0310598	0.00661684	0.0022769	0.00159618	0.00156582	0.0015713	0.00168701	0.00339127
g	0.515688	0.365353	0.0374841	0.00535148	0.00513332	0.00578613	0.0150927	0.027347	0.022764
e	0.198296	0.319605	0.174419	0.0251275	0.0216102	0.0193883	0.0213435	0.0479314	0.172279
n	0.300271	0.494306	0.0690754	0.0184692	0.0101171	0.00920076	0.0152687	0.0507971	0.0324954
i	0.147087	0.251626	0.168774	0.057774	0.0342388	0.0334028	0.0284133	0.0761303	0.202554
t	0.143686	0.481912	0.198591	0.0293558	0.0152224	0.0100385	0.0154426	0.0575706	0.0481818
ò	0.0912542	0.187672	0.196708	0.1035	0.0344791	0.0391201	0.032751	0.0771568	0.237359
r	0.170703	0.455155	0.251123	0.0440596	0.0158884	0.00905409	0.0100793	0.0244955	0.0194416
u	0.0696749	0.241333	0.224075	0.186941	0.151846	0.0368863	0.0206308	0.0240998	0.0445135
e	0.0625323	0.267847	0.291654	0.259369	0.0499031	0.0110358	0.0104567	0.0229046	0.0242977
n	0.0748832	0.0944843	0.242745	0.321475	0.145615	0.0277759	0.0248519	0.0246931	0.0434772
è	0.0213415	0.0749314	0.116628	0.280492	0.242835	0.0407469	0.0182375	0.0195419	0.185245
n	0.0341543	0.0683073	0.109785	0.326728	0.313746	0.0835222	0.0158173	0.0164517	0.0314874
u	0.0118951	0.0373282	0.119335	0.206446	0.212448	0.0838208	0.0338588	0.0256108	0.269256
s	0.0267714	0.0310516	0.0415365	0.0921596	0.303354	0.327291	0.0662916	0.0364066	0.0751377
a	0.0168961	0.0177893	0.031878	0.117099	0.286544	0.260211	0.0578641	0.0429832	0.168736
l	0.0218393	0.0267369	0.0253619	0.0491086	0.222856	0.325456	0.157346	0.0617023	0.109592
l	0.00377382	0.00535873	0.0320508	0.0629857	0.0881146	0.0831276	0.445509	0.0960239	0.183056
i	0.0218109	0.0219241	0.0225221	0.0273901	0.0555436	0.189299	0.104333	0.127665	0.429512
m	0.00791896	0.00682981	0.00702982	0.00864075	0.0167084	0.0979256	0.384824	0.123509	0.346613
o	0.00431551	0.0055635	0.0303934	0.0551617	0.10028	0.0946486	0.436256	0.0838892	0.189492
n	0.00735649	0.00682862	0.00692044	0.00789243	0.0106031	0.0527114	0.353524	0.121196	0.432967
ì	0.00211616	0.00214266	0.00621415	0.0181163	0.0398666	0.0448235	0.391116	0.236396	0.259209
s	0.00310849	0.00371969	0.00349786	0.00999539	0.0261971	0.0997567	0.239685	0.423567	0.190472
o	0.0046785	0.00470507	0.00584839	0.0146394	0.0260377	0.0848766	0.308735	0.218365	0.332115
m	0.00513009	0.00346997	0.00378301	0.00394294	0.00663561	0.0225094	0.20305	0.530161	0.221318
e	0.00464908	0.00516476	0.0156075	0.0227289	0.0595194	0.0850557	0.445009	0.0857142	0.276551
m	0.00723959	0.00402712	0.00535146	0.00470982	0.00546472	0.0137214	0.0939798	0.583015	0.282491
a	0.00241753	0.00249522	0.00665872	0.0106167	0.0253279	0.0467497	0.33345	0.277149	0.295136
i	0.00626973	0.00345457	0.00466145	0.00411428	0.00448527	0.0121674	0.0818375	0.613507	0.269502
</S>	0.00303719	0.00163302	0.00239398	0.00250457	0.00303725	0.0136474	0.141395	0.507203	0.325149
