 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.942436	0.0349822	0.00357386	0.00285777	0.0026891	0.00264396	0.00259384	0.00261887	0.0056049
ù	0.643509	0.221774	0.0173873	0.00973377	0.00911173	0.00607655	0.0193878	0.0345545	0.0384655
o	0.648427	0.264904	0.022372	0.0105753	0.00732423	0.00600599	0.00949045	0.0148523	0.0160486
o	0.424076	0.431019	0.0193512	0.0139793	0.0101183	0.00835265	0.0249948	0.031931	0.036178
f	0.236899	0.452742	0.0647473	0.0583905	0.0158752	0.01223	0.0363347	0.048412	0.0743697
r	0.0730662	0.159779	0.232327	0.286529	0.0418298	0.00845608	0.0115165	0.0392332	0.147264
a	0.232955	0.496254	0.0654282	0.0663777	0.0100014	0.00680848	0.0187648	0.0391054	0.0643049
b	0.108119	0.330246	0.143643	0.212214	0.015714	0.0100051	0.0270463	0.0532368	0.0997759
b	0.0463613	0.153482	0.332001	0.313372	0.0530479	0.0136303	0.00463128	0.028905	0.0545697
i	0.142085	0.491535	0.146192	0.137402	0.031689	0.0113662	0.00600041	0.0116835	0.0220463
k	0.0327123	0.15812	0.298969	0.393776	0.0425576	0.0129677	0.00853205	0.0149984	0.0373675
è	0.0225753	0.202563	0.261963	0.366316	0.0534563	0.0160661	0.00620117	0.0153988	0.0554603
s	0.0379499	0.137113	0.343886	0.384747	0.0565413	0.011753	0.00461949	0.00496892	0.0184219
s	0.0208888	0.0985106	0.281968	0.444446	0.092574	0.0274976	0.0104293	0.00907899	0.0146066
a	0.0249508	0.0379215	0.251994	0.406251	0.160019	0.0446674	0.0231228	0.0284573	0.0226167
n	0.0267638	0.0423044	0.274473	0.326867	0.228325	0.0375164	0.0105618	0.0186894	0.0344989
o	0.0160644	0.038668	0.25801	0.242992	0.239325	0.0495775	0.0111491	0.0304989	0.113715
m	0.0343515	0.041279	0.237231	0.288504	0.268237	0.0447512	0.0115473	0.0254619	0.0486372
a	0.0153399	0.0228243	0.13595	0.14861	0.280051	0.184805	0.0259724	0.0689884	0.11746
s	0.041124	0.0447772	0.160725	0.181423	0.352191	0.08031	0.0216923	0.0344384	0.0833187
t	0.02109	0.0227987	0.0871507	0.0919452	0.351602	0.2026	0.0211703	0.0401478	0.161495
ò	0.0225892	0.0246448	0.0932724	0.102083	0.310749	0.161588	0.035604	0.0554634	0.194007
r	0.0136261	0.020809	0.0810021	0.0948435	0.353958	0.319179	0.04314	0.0213204	0.0521215
i	0.0155817	0.0185267	0.0989706	0.102811	0.347686	0.180947	0.0271869	0.034074	0.174215
k	0.0285904	0.032029	0.0977018	0.0996383	0.210645	0.222791	0.11495	0.0841269	0.109527
a	0.00788252	0.0214644	0.143952	0.135178	0.175671	0.137411	0.090405	0.0859348	0.202101
ì	0.0295762	0.0306716	0.0740912	0.0671442	0.0994489	0.121406	0.114336	0.119681	0.343645
a	0.009518	0.0126502	0.0575307	0.0506244	0.135037	0.227046	0.319568	0.0759823	0.112044
n	0.0193445	0.0202186	0.050243	0.0424625	0.100232	0.125099	0.275721	0.124714	0.241966
e	0.00570572	0.0120263	0.0825275	0.0834607	0.118478	0.102477	0.264706	0.144276	0.186342
e	0.0207811	0.0205418	0.0408161	0.0366706	0.0431029	0.038766	0.13758	0.16026	0.501482
f	0.0119474	0.0112939	0.0215563	0.0195853	0.0387978	0.041774	0.195455	0.25886	0.40073
r	0.00239969	0.00505247	0.0580244	0.0590996	0.0938669	0.0666496	0.292491	0.330782	0.0916341
a	0.00450799	0.005027	0.0146582	0.0133564	0.020302	0.018748	0.117235	0.525723	0.280442
b	0.00560475	0.00384196	0.00889623	0.0112391	0.0135177	0.0102321	0.0728561	0.451109	0.422703
b	0.00107144	0.00432841	0.041166	0.0443555	0.0533678	0.0461926	0.176169	0.568397	0.0649528
i	0.00436192	0.00740055	0.0154095	0.0140788	0.0294646	0.0325401	0.0749003	0.520459	0.301385
k	0.0016506	0.00181796	0.00416863	0.00490381	0.00542617	0.00535506	0.0463073	0.473161	0.45721
a	0.00439451	0.00726821	0.026969	0.0300258	0.0775995	0.0794309	0.263816	0.325506	0.184991
t	0.0117198	0.00744328	0.00964799	0.013667	0.0138934	0.0121015	0.0465312	0.425823	0.459173
ò	0.00303091	0.00232282	0.00369674	0.004059	0.00749267	0.00763387	0.0767369	0.658629	0.236398
r	0.00360745	0.00303007	0.00827901	0.00865235	0.0132811	0.00965174	0.0611368	0.51246	0.379901
i	0.00469829	0.00387299	0.0066847	0.00677866	0.0123667	0.0106617	0.0447462	0.44555	0.464641
</S>	0.0155957	0.0118991	0.0161522	0.0229694	0.0243199	0.0190034	0.0528638	0.297068	0.540129
