 	non	mi	aspetti	che	non	vengo	</S>
m	0.914864	0.039826	0.0197984	0.00598637	0.00655135	0.00430394	0.00867032
ì	0.0880602	0.0744485	0.0549045	0.0126311	0.0415305	0.0703399	0.658085
m	0.274196	0.585938	0.0948958	0.0148518	0.0135924	0.00580217	0.0107234
e	0.0335015	0.0832604	0.181808	0.119652	0.0387602	0.0570706	0.485947
m	0.0302998	0.473078	0.412212	0.0411016	0.0127053	0.0174285	0.0131743
ì	0.0271112	0.0490873	0.0579325	0.19073	0.0917787	0.120942	0.462418
n	0.0223758	0.168797	0.297398	0.449061	0.0239345	0.00966198	0.0287713
i	0.102239	0.128913	0.158547	0.286238	0.0556091	0.0567392	0.211715
k	0.0210519	0.0447623	0.0508865	0.340185	0.220946	0.149742	0.172426
a	0.0191983	0.0393903	0.0747861	0.23204	0.140484	0.197888	0.296214
e	0.0262497	0.0307651	0.0275659	0.054475	0.24625	0.105144	0.509551
n	0.0176271	0.0211637	0.0268811	0.0565827	0.294781	0.188279	0.394686
è	0.0028395	0.0089129	0.0206915	0.0845872	0.26105	0.41514	0.206779
r	0.0179348	0.0243844	0.0203566	0.0367194	0.226055	0.196322	0.478228
k	0.00482742	0.0081362	0.0116328	0.0330175	0.38207	0.219543	0.340773
o	0.0054786	0.00681604	0.0115481	0.0403989	0.268303	0.236778	0.430676
m	0.0357831	0.0364368	0.035741	0.057772	0.246841	0.251596	0.33583
e	0.00888649	0.0168589	0.0181623	0.0451449	0.3349	0.343554	0.232493
</S>	0.0202389	0.0212645	0.0203655	0.0453276	0.218784	0.244968	0.429052
