 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.949764	0.0383358	0.00302178	0.00152869	0.00140739	0.00142906	0.00146002	0.00305295
a	0.56744	0.274872	0.0219029	0.00723802	0.0148872	0.0307225	0.0436035	0.0393343
k	0.260958	0.524869	0.0600965	0.0159822	0.0133549	0.0177037	0.0595778	0.0474578
à	0.124004	0.256564	0.190874	0.0452419	0.0305197	0.0342894	0.109796	0.208711
j	0.150585	0.792451	0.0240039	0.00535443	0.00396389	0.0060434	0.00815802	0.00943993
o	0.041803	0.112708	0.398524	0.24126	0.0512264	0.0158578	0.0320729	0.106548
t	0.0838461	0.251613	0.424175	0.078008	0.0287964	0.0209735	0.0401709	0.0724173
r	0.0315355	0.0729579	0.472032	0.196169	0.0476803	0.0179835	0.0409441	0.120698
a	0.0368231	0.111128	0.480206	0.186369	0.0470612	0.0161651	0.0346059	0.0876404
v	0.0385465	0.11524	0.472437	0.11843	0.0464036	0.0159837	0.0411525	0.151808
ù	0.013958	0.0188104	0.151196	0.439838	0.171452	0.0343221	0.0644129	0.10601
d	0.0298835	0.0706794	0.387439	0.389649	0.0510873	0.0093452	0.011879	0.0500375
i	0.00919122	0.0150697	0.210597	0.27291	0.162264	0.0400178	0.0482894	0.241661
a	0.016297	0.0471547	0.144371	0.555226	0.167148	0.00910393	0.016495	0.0442045
i	0.0141409	0.02229	0.053429	0.511941	0.317129	0.0119747	0.0221922	0.0469038
g	0.0139542	0.0202056	0.0356654	0.363439	0.44695	0.0223725	0.0229965	0.0744167
r	0.00701175	0.00802715	0.0674933	0.160499	0.285263	0.180047	0.128588	0.163071
à	0.010463	0.0166544	0.0252064	0.158503	0.411854	0.073727	0.0681231	0.235469
f	0.00654277	0.0185068	0.0263351	0.170796	0.329059	0.221077	0.0866103	0.141073
u	0.00333554	0.00515293	0.0510658	0.140085	0.203784	0.21597	0.242885	0.137722
t	0.00991346	0.0218495	0.0285965	0.0464108	0.108112	0.264603	0.316637	0.203878
t	0.00389616	0.00474343	0.0115971	0.112023	0.216302	0.239827	0.252271	0.15934
e	0.00569508	0.010381	0.0145728	0.0332587	0.105731	0.350748	0.243997	0.235616
a	0.00213824	0.00324871	0.0044998	0.0079253	0.0214932	0.121685	0.655328	0.183682
t	0.00317629	0.00359558	0.00476283	0.0166428	0.0567142	0.169483	0.541924	0.203701
s	0.0013094	0.0016955	0.00345573	0.0310611	0.0720081	0.137881	0.670285	0.0823045
è	0.00129467	0.00194748	0.0027129	0.00589771	0.0166592	0.0842913	0.789648	0.0975488
n	0.00116742	0.00192626	0.00283123	0.00795499	0.0162875	0.0376369	0.731898	0.200298
ì	0.00128895	0.00136168	0.00402061	0.0251228	0.0520364	0.159121	0.630223	0.126826
t	0.00327267	0.00391577	0.00507028	0.0122624	0.0353384	0.0689117	0.664295	0.206934
t	0.00178804	0.00195462	0.00253408	0.0103987	0.042894	0.0985708	0.677226	0.164634
a	0.00657458	0.00680936	0.00740302	0.0130079	0.0419549	0.128717	0.537948	0.257585
</S>	0.00757118	0.00517421	0.00536308	0.00607018	0.0189243	0.0492792	0.543106	0.364512
