 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.838779	0.0735684	0.030875	0.0166731	0.0068169	0.00630281	0.00627285	0.00715954	0.0135525
e	0.265602	0.287096	0.0770328	0.0971911	0.0836589	0.026592	0.0206633	0.0585272	0.0836363
f	0.326406	0.344969	0.0370704	0.0385162	0.0199365	0.023139	0.026712	0.104835	0.0784164
ò	0.0946718	0.271412	0.190276	0.0569143	0.0452057	0.0123602	0.0144876	0.136351	0.178322
r	0.198351	0.677573	0.0363701	0.0243286	0.0233238	0.00742029	0.00753421	0.00901826	0.0160811
s	0.132622	0.353903	0.283624	0.110915	0.0518532	0.013434	0.0129105	0.0163386	0.0243997
i	0.0447991	0.255351	0.32911	0.218523	0.0625561	0.0163176	0.0165526	0.0314376	0.0253529
è	0.0404231	0.26071	0.454708	0.0866329	0.0564012	0.0134458	0.0131968	0.0219179	0.0525646
n	0.0410743	0.178009	0.596101	0.0973295	0.0380875	0.00842686	0.0074196	0.00875414	0.0247985
a	0.0342417	0.141658	0.311373	0.325979	0.0642471	0.010372	0.00779986	0.0213978	0.0829327
m	0.0307945	0.0923766	0.316765	0.370205	0.076123	0.0134039	0.0121803	0.0270314	0.0611202
b	0.0171081	0.0199953	0.0778659	0.254965	0.252413	0.0595259	0.0492437	0.0467628	0.22212
ì	0.0144211	0.0363226	0.218223	0.446606	0.156033	0.0360094	0.0279435	0.019982	0.0444603
k	0.0138036	0.0580649	0.271004	0.366627	0.217378	0.0246809	0.0174287	0.00343851	0.0275754
e	0.0373776	0.0482745	0.113179	0.311122	0.228707	0.0549089	0.0217159	0.0299109	0.154804
à	0.00853123	0.0147282	0.0459797	0.393304	0.412289	0.0428808	0.0367947	0.0103189	0.0351731
t	0.0099282	0.0255094	0.0997373	0.414343	0.278713	0.0579821	0.0643231	0.00977759	0.0396862
t	0.00740215	0.0118509	0.0810358	0.31388	0.310051	0.0612657	0.0497423	0.029308	0.135464
i	0.00709799	0.0153078	0.0242311	0.152012	0.287707	0.0930442	0.14902	0.0406686	0.230912
f	0.0065526	0.0130311	0.0176883	0.0909391	0.235431	0.206105	0.256148	0.0469793	0.127126
i	0.00382533	0.00450927	0.0134428	0.07521	0.138129	0.164839	0.265259	0.210056	0.12473
n	0.00914768	0.0117278	0.0136307	0.0480885	0.134101	0.232984	0.266361	0.0807482	0.203211
è	0.00466544	0.00586078	0.021893	0.0669653	0.0952101	0.172017	0.29622	0.202073	0.135096
s	0.00464954	0.00763774	0.0129114	0.0627386	0.12506	0.249613	0.25066	0.146004	0.140726
t	0.00437563	0.00522343	0.0130323	0.0678331	0.167019	0.211346	0.173222	0.204103	0.153845
r	0.00578695	0.00692696	0.0102919	0.0519608	0.0838202	0.181526	0.296149	0.177621	0.185917
a	0.00243895	0.00288198	0.00403908	0.0205685	0.0340234	0.101224	0.105233	0.566722	0.162868
o	0.00282226	0.00212719	0.00236077	0.00763745	0.015891	0.0455294	0.0685407	0.622059	0.233032
l	0.00305256	0.00237792	0.00290828	0.00993834	0.0185266	0.0624568	0.0735891	0.590451	0.2367
à	0.00245529	0.00265018	0.0122357	0.0343246	0.0467586	0.112314	0.262544	0.396199	0.130518
d	0.00141028	0.00173526	0.00222262	0.0104422	0.0167793	0.0356903	0.0421932	0.739759	0.149768
r	0.00101794	0.00135096	0.00480787	0.029348	0.044502	0.0543004	0.0735151	0.711318	0.0798402
o	0.00140587	0.00146061	0.0016196	0.00524208	0.0104426	0.0198493	0.0211553	0.78501	0.153815
</S>	0.00319689	0.00173371	0.00188329	0.00379513	0.00791622	0.0157749	0.0269629	0.70779	0.230947
