 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a	0.950038	0.0314762	0.00668851	0.00226623	0.00141344	0.00128371	0.00127836	0.00127625	0.00150546	0.00277389
n	0.525331	0.303448	0.0305794	0.0128268	0.00834047	0.00886217	0.00963954	0.0156744	0.0585789	0.0267199
ì	0.169477	0.31319	0.19	0.0249607	0.0144066	0.00398746	0.00769706	0.0186168	0.115717	0.141948
c	0.136481	0.720992	0.0683502	0.0305775	0.0073929	0.00239248	0.00367701	0.00565798	0.0123787	0.0121009
h	0.0439393	0.234815	0.455984	0.177194	0.0357652	0.00296242	0.00259144	0.00267086	0.0200143	0.0240634
a	0.130607	0.108766	0.357698	0.201221	0.093827	0.0205172	0.0164185	0.0237285	0.0325423	0.0146745
d	0.0656615	0.0868911	0.518434	0.131157	0.0464041	0.0153819	0.0164528	0.0190547	0.0542738	0.0462887
ò	0.0291392	0.0311031	0.185956	0.314479	0.237178	0.0189757	0.0117855	0.0232146	0.0509697	0.0971997
n	0.0729996	0.105636	0.366969	0.301217	0.0999544	0.00785937	0.00665961	0.00642697	0.0114452	0.0208333
t	0.0273858	0.0519875	0.337922	0.234682	0.208273	0.0462249	0.0187698	0.0161519	0.0217261	0.0368768
a	0.0209449	0.0240474	0.15398	0.398304	0.290954	0.0337063	0.0138662	0.0149554	0.0245713	0.0246699
t	0.0246347	0.0302277	0.164088	0.366141	0.289885	0.0107379	0.0105881	0.0117376	0.0421248	0.0498347
a	0.0341394	0.0347544	0.065563	0.237756	0.35111	0.0456096	0.0193588	0.0242849	0.0455556	0.141868
s	0.0271553	0.0325235	0.101243	0.305823	0.34028	0.0164955	0.0104785	0.0131222	0.0487966	0.104083
ì	0.0291367	0.0296338	0.0437965	0.145336	0.299661	0.115576	0.0410829	0.0257265	0.0565672	0.213483
n	0.0204532	0.0364376	0.100807	0.290012	0.327053	0.0616827	0.0254416	0.0100623	0.0231103	0.104941
n	0.00856278	0.0105399	0.0569391	0.148951	0.238404	0.19331	0.0514812	0.0303332	0.0211821	0.240295
e	0.0283026	0.028678	0.0344703	0.0889354	0.18958	0.094608	0.0635774	0.102482	0.0373454	0.332021
f	0.0262396	0.0267757	0.0346232	0.0731999	0.170809	0.207724	0.125944	0.0482944	0.057888	0.228502
a	0.0084686	0.00907499	0.0200353	0.110807	0.199585	0.277101	0.0747019	0.0399825	0.0189707	0.241273
ì	0.0213919	0.0222593	0.0332408	0.0583689	0.112132	0.156856	0.173599	0.0458313	0.057634	0.318687
c	0.00964298	0.0124194	0.0313372	0.0790308	0.128976	0.267067	0.272061	0.0358004	0.0181	0.145566
h	0.00315359	0.0054796	0.0454416	0.118	0.173309	0.202748	0.15735	0.124699	0.0469077	0.122912
a	0.0269832	0.0272235	0.0301148	0.0463006	0.0712067	0.185381	0.157959	0.0894773	0.091244	0.27411
a	0.0111228	0.0113287	0.013099	0.0179339	0.0313515	0.0794836	0.342763	0.119495	0.0589835	0.314439
n	0.0124371	0.0126104	0.014169	0.0225164	0.0361013	0.141086	0.335402	0.0807219	0.0359628	0.308993
o	0.00490733	0.00594233	0.0234393	0.0834296	0.124411	0.28403	0.159072	0.110578	0.0290275	0.175162
ì	0.0130684	0.0134115	0.0174499	0.0239262	0.038691	0.0572513	0.221054	0.128345	0.0831269	0.403675
s	0.0054914	0.00622441	0.0136707	0.0298315	0.0412061	0.0782641	0.290464	0.247509	0.0870724	0.200266
o	0.00451389	0.00478988	0.00861155	0.0328215	0.0764106	0.185161	0.24292	0.122591	0.134168	0.188012
n	0.00880514	0.00983008	0.0191651	0.0260699	0.032644	0.0375699	0.140202	0.218716	0.212705	0.294293
t	0.00400761	0.00473227	0.012017	0.0511926	0.0787874	0.215472	0.140363	0.227308	0.0972888	0.168831
a	0.00883504	0.00890706	0.00905759	0.00978839	0.0119989	0.0344421	0.0753203	0.272955	0.168755	0.399941
k	0.0051339	0.00551329	0.00537381	0.00625991	0.00994682	0.0185515	0.0467167	0.199061	0.279607	0.423835
a	0.00288114	0.00321913	0.00854659	0.0423194	0.0708268	0.178955	0.138839	0.373904	0.0505097	0.129999
v	0.00997454	0.0102027	0.0115681	0.0142154	0.0226983	0.0375673	0.0484746	0.148431	0.383609	0.313259
r	0.00258853	0.00301737	0.00955789	0.0544496	0.103459	0.175639	0.173395	0.26853	0.0922131	0.11715
è	0.00242596	0.00253915	0.00381484	0.00546982	0.00804358	0.0111118	0.0310729	0.176325	0.546488	0.212709
c	0.000543472	0.000637289	0.00125159	0.00169397	0.00205801	0.00281742	0.00878669	0.0245742	0.825263	0.132374
h	0.00223197	0.00480738	0.0205798	0.0788267	0.120443	0.143884	0.142035	0.134263	0.21742	0.135509
i	0.01071	0.0108501	0.010961	0.013227	0.0145011	0.0416679	0.0479663	0.117328	0.349529	0.383259
</S>	0.008243	0.0083143	0.00804319	0.00707022	0.00740879	0.0104926	0.0249407	0.0444839	0.662795	0.218208
