 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.89327	0.0529422	0.0226347	0.00423392	0.00381672	0.0029283	0.0027567	0.00275512	0.0027203	0.0027174	0.00326791	0.0059572
n	0.50359	0.306547	0.0749376	0.00849902	0.00560503	0.00421268	0.00486819	0.00424781	0.00821174	0.0101142	0.0443575	0.0248089
è	0.149648	0.293485	0.239708	0.0373139	0.0142855	0.0120766	0.0108319	0.0155511	0.0111729	0.0110028	0.0618025	0.143122
n	0.210793	0.571146	0.145936	0.0213089	0.0143864	0.00466659	0.00253285	0.00337369	0.00459129	0.0049671	0.010262	0.00603669
a	0.236433	0.255787	0.193107	0.122603	0.0619349	0.0305751	0.0131753	0.00797313	0.00894136	0.0094684	0.0282724	0.0317302
l	0.090021	0.212418	0.421775	0.0567743	0.0309847	0.0146399	0.0105146	0.0185436	0.0246936	0.0255542	0.0610999	0.0329806
l	0.0190376	0.0464828	0.117381	0.361286	0.153174	0.129468	0.0449238	0.0146452	0.00725102	0.00680545	0.0248053	0.0747391
i	0.0516806	0.0578151	0.185816	0.217441	0.156172	0.106098	0.0586809	0.0208926	0.0150448	0.0254665	0.0543451	0.0505478
m	0.0445928	0.050207	0.149593	0.352948	0.149087	0.0907568	0.0296193	0.0185169	0.0152248	0.0158918	0.0491757	0.0343869
o	0.0171599	0.017461	0.0196897	0.0727935	0.145127	0.0944151	0.149067	0.115999	0.0289409	0.0289815	0.0212896	0.289076
n	0.0316615	0.0329883	0.0529182	0.271411	0.193095	0.17732	0.103718	0.0522621	0.0156158	0.0130755	0.0264606	0.0294737
ì	0.0129864	0.0140836	0.0372176	0.175545	0.187964	0.163608	0.187704	0.0840832	0.0177489	0.0140848	0.0159781	0.0889967
s	0.00894445	0.0168626	0.0551071	0.218463	0.26958	0.201652	0.135439	0.0499104	0.0161742	0.00649321	0.00779199	0.0135827
u	0.0120426	0.0132882	0.0309838	0.238477	0.200948	0.182028	0.151787	0.0798777	0.0321414	0.0174294	0.00888189	0.0321155
m	0.0140702	0.0179156	0.032253	0.202735	0.182455	0.189535	0.173445	0.112181	0.0284177	0.0121686	0.0170075	0.0178169
e	0.0116289	0.012578	0.0161252	0.0570774	0.106551	0.0751287	0.154539	0.160697	0.0532624	0.0453852	0.0197747	0.287253
m	0.0220292	0.0225532	0.0248139	0.11759	0.11788	0.118608	0.19303	0.189242	0.0718638	0.0313642	0.0232336	0.0677921
a	0.00994033	0.0105624	0.0130547	0.0423311	0.0805297	0.0555049	0.131127	0.160872	0.0922126	0.1241	0.0256071	0.254158
i	0.0219942	0.0222382	0.0230778	0.0615801	0.0833397	0.0701734	0.153887	0.229416	0.136701	0.0495748	0.0218083	0.126209
t	0.0149242	0.0151394	0.0158051	0.0431586	0.0669653	0.0505171	0.144796	0.244244	0.190773	0.092791	0.0191275	0.101759
u	0.00921075	0.00943574	0.0106844	0.0520516	0.0859068	0.0628109	0.141718	0.166624	0.116426	0.0932351	0.0200963	0.2318
s	0.0153266	0.0156353	0.0162089	0.0429832	0.0509348	0.046121	0.119696	0.168173	0.207936	0.14513	0.0312845	0.14057
t	0.00796526	0.00814173	0.00884824	0.035954	0.0601069	0.0434511	0.12078	0.157191	0.149793	0.158153	0.0307422	0.218873
a	0.00886812	0.00899589	0.00929209	0.0215869	0.0300624	0.024004	0.0727086	0.141298	0.174041	0.215148	0.0277703	0.266224
c	0.00923001	0.00936034	0.00959755	0.0182442	0.0188531	0.0176684	0.0493835	0.126151	0.232189	0.255728	0.0383358	0.215259
i	0.00329581	0.00456302	0.0121001	0.0851525	0.0687829	0.0769466	0.110019	0.081268	0.0949953	0.235972	0.0751436	0.151761
ù	0.010946	0.0109671	0.011089	0.0153102	0.0147437	0.0145531	0.0272238	0.0860792	0.165483	0.228651	0.0416313	0.373323
r	0.00403074	0.00447424	0.0050826	0.0178113	0.0208219	0.018086	0.0554997	0.157853	0.211007	0.229487	0.0861833	0.189664
i	0.00496964	0.00522169	0.00602968	0.0274225	0.0451704	0.033015	0.106509	0.117941	0.167675	0.176626	0.114849	0.194573
a	0.0085015	0.00858609	0.00888907	0.017893	0.0133499	0.0152751	0.0284381	0.0701467	0.167084	0.23178	0.222542	0.207514
