 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.935547	0.04097	0.0067147	0.00355323	0.00283124	0.00201994	0.00202376	0.00206112	0.00427892
c	0.513018	0.319715	0.0197336	0.0119097	0.00754856	0.00782109	0.0207816	0.0765054	0.0229671
h	0.107303	0.50808	0.154285	0.0180246	0.0190898	0.0180736	0.0082691	0.076847	0.0900279
r	0.260894	0.497614	0.0561006	0.0233725	0.0261648	0.0138675	0.0274488	0.065199	0.0293385
ò	0.147222	0.465496	0.146862	0.0442864	0.0469273	0.0182376	0.0243472	0.0648493	0.0417723
n	0.0829437	0.648589	0.168805	0.0335566	0.0299416	0.00983852	0.00657209	0.00995471	0.00979884
o	0.104351	0.372159	0.189194	0.167651	0.0740365	0.0164952	0.00820986	0.0365113	0.0313919
k	0.0351933	0.138054	0.449514	0.191985	0.0770591	0.0250678	0.0139942	0.0355076	0.0336254
a	0.0172218	0.104922	0.274576	0.321827	0.107238	0.0416457	0.00645465	0.0319974	0.0941168
m	0.031085	0.0701858	0.353981	0.294421	0.0975977	0.0410894	0.0129701	0.0414565	0.0572129
b	0.0119681	0.0234045	0.16558	0.247348	0.193089	0.120381	0.0227552	0.0689561	0.146517
è	0.0136623	0.0457691	0.352418	0.277575	0.148981	0.108207	0.00709616	0.0120751	0.034217
n	0.00740169	0.0484049	0.288843	0.319227	0.230056	0.0779236	0.00355976	0.00386999	0.0207146
n	0.0258026	0.0661293	0.264429	0.333843	0.136238	0.0586612	0.0182451	0.0390283	0.0576231
i	0.0178135	0.0406243	0.115583	0.366297	0.207251	0.0934624	0.029501	0.0551632	0.0743043
è	0.0133898	0.0161876	0.052762	0.248776	0.346945	0.239747	0.00855526	0.0281119	0.0455255
n	0.00721075	0.013291	0.0785907	0.278506	0.311125	0.267492	0.0107577	0.00757576	0.0254509
a	0.0086717	0.0201651	0.134331	0.19324	0.168096	0.15355	0.0217914	0.0471212	0.253033
f	0.017405	0.0232362	0.0449526	0.127861	0.208061	0.387602	0.0326017	0.0408147	0.117467
à	0.00565785	0.00866701	0.0693552	0.141462	0.125894	0.165821	0.148301	0.117596	0.217246
o	0.00748144	0.0200751	0.0381524	0.10881	0.273343	0.373449	0.0496526	0.0111938	0.117843
p	0.0123341	0.0144194	0.0323602	0.0932048	0.15112	0.349993	0.181401	0.0754565	0.0897114
o	0.00392962	0.00546152	0.0348168	0.0906801	0.0846517	0.118064	0.250937	0.212571	0.198888
d	0.0150765	0.020382	0.0350523	0.0534866	0.0597669	0.137222	0.275678	0.137747	0.265589
d	0.00186714	0.00309361	0.0186873	0.0505331	0.0433887	0.068944	0.295665	0.36671	0.15111
h	0.00728336	0.00806374	0.0117257	0.0205163	0.034815	0.0831436	0.322961	0.222723	0.288768
à	0.00332101	0.00365651	0.00760247	0.014405	0.0175511	0.0304501	0.306008	0.325911	0.291095
g	0.00186485	0.00241789	0.00729465	0.0149914	0.0162455	0.0247863	0.13524	0.63992	0.15724
l	0.00247357	0.00274164	0.00785593	0.0230175	0.0308573	0.0431357	0.183732	0.425884	0.280302
i	0.0116944	0.0116234	0.0121532	0.0132154	0.0244695	0.0371962	0.215767	0.279617	0.394264
c	0.009838	0.0068775	0.00633109	0.00649943	0.0133251	0.0255211	0.0751954	0.451187	0.405226
è	0.000582123	0.000929834	0.00248345	0.00694348	0.00766574	0.0149521	0.195176	0.647773	0.123494
a	0.00151465	0.00159334	0.00268024	0.00519644	0.00786106	0.0112607	0.0740916	0.794934	0.100868
</S>	0.003893	0.00263231	0.00254899	0.00286926	0.00561869	0.0105902	0.0575694	0.762671	0.151607
